"Program","Year","Schedule","Period","University","N-Surveys","N-Employed","%-Employed"
"MAT",2013,"All",24,"WES",,,.923076923076923
"MAT",2013,"All","All","WLA",15,,
"MAT",2013,"All",6,"WLA",,,1
"MAT",2013,"All",24,"WLA",,,.928571428571429
"MAT",2013,"All","All","YOR",26,,
"MAT",2013,"All",6,"YOR",,,.857142857142857
"MAT",2013,"All",24,"YOR",,,.91304347826087
"MAT",2013,"FT",6,"All",,277,.678921568627451
"MAT",2013,"PT",6,"All",,69,.169117647058824
"MAT",2013,"FT",24,"All",,374,.831111111111111
"MAT",2013,"PT",24,"All",,50,.111111111111111
"MED",2013,"All","All","MCM",74,,
"MED",2013,"All",6,"MCM",,,.985507246376812
"MED",2013,"All",24,"MCM",,,1
"MED",2013,"All","All","QUE",51,,
"MED",2013,"All",6,"QUE",,,1
"MED",2013,"All",24,"QUE",,,1
"MED",2013,"All","All","TOR",81,,
"MED",2013,"All",6,"TOR",,,1
"MED",2013,"All",24,"TOR",,,1
"MED",2013,"All","All","WES",61,,
"MED",2013,"All",6,"WES",,,1
"MED",2013,"All",24,"WES",,,1
"MED",2013,"FT",6,"All",,249,.988095238095238
"MED",2013,"FT",24,"All",,254,.984496124031008
"NUR",2013,"All","All","BRO",32,,
"NUR",2013,"All",6,"BRO",,,1
"NUR",2013,"All",24,"BRO",,,1
"NUR",2013,"All","All","LAK",72,,
"NUR",2013,"All",6,"LAK",,,.971830985915493
"NUR",2013,"All",24,"LAK",,,.971830985915493
"NUR",2013,"All","All","LAU",113,,
"NUR",2013,"All",6,"LAU",,,.981981981981982
"NUR",2013,"All",24,"LAU",,,.991150442477876
"NUR",2013,"All","All","MCM",185,,
"NUR",2013,"All",6,"MCM",,,.917127071823204
"NUR",2013,"All",24,"MCM",,,.983606557377049
"NUR",2013,"All","All","NIP",55,,
"NUR",2013,"All",6,"NIP",,,.851851851851852
"NUR",2013,"All",24,"NIP",,,.963636363636364
"NUR",2013,"All","All","OTT",121,,
"NUR",2013,"All",6,"OTT",,,.966386554621849
"NUR",2013,"All",24,"OTT",,,.983333333333333
"NUR",2013,"All","All","QUE",61,,
"NUR",2013,"All",6,"QUE",,,.931034482758621
"NUR",2013,"All",24,"QUE",,,1
"NUR",2013,"All","All","RYE",299,,
"NUR",2013,"All",6,"RYE",,,.792114695340502
"NUR",2013,"All",24,"RYE",,,.937716262975779
"NUR",2013,"All","All","TOR",56,,
"NUR",2013,"All",6,"TOR",,,.890909090909091
"NUR",2013,"All",24,"TOR",,,1
"NUR",2013,"All","All","TRE",67,,
"NUR",2013,"All",6,"TRE",,,.861538461538462
"NUR",2013,"All",24,"TRE",,,1
"NUR",2013,"All","All","UOI",76,,
"NUR",2013,"All",6,"UOI",,,.921052631578947
"NUR",2013,"All",24,"UOI",,,1
"NUR",2013,"All","All","WES",118,,
"NUR",2013,"All",6,"WES",,,.957627118644068
"NUR",2013,"All",24,"WES",,,.991452991452991
"NUR",2013,"All","All","WIN",117,,
"NUR",2013,"All",6,"WIN",,,.905172413793103
"NUR",2013,"All",24,"WIN",,,.991304347826087
"NUR",2013,"All","All","YOR",166,,
"NUR",2013,"All",6,"YOR",,,.825
"NUR",2013,"All",24,"YOR",,,.944444444444444
"NUR",2013,"FT",6,"All",,1145,.765886287625418
"NUR",2013,"PT",6,"All",,188,.125752508361204
"NUR",2013,"FT",24,"All",,1267,.838517538054269
"NUR",2013,"PT",24,"All",,197,.130377233620119
"OPT",2013,"All","All","WAT",42,,
"OPT",2013,"All",6,"WAT",,,.976190476190476
"OPT",2013,"All",24,"WAT",,,1
"OPT",2013,"FT",6,"All",,38,.904761904761905
"OPT",2013,"FT",24,"All",,40,.952380952380952
"OAS",2013,"All","All","BRO",70,,
"OAS",2013,"All",6,"BRO",,,.910714285714286
"OAS",2013,"All",24,"BRO",,,.939393939393939
"OAS",2013,"All","All","CAR",83,,
"OAS",2013,"All",6,"CAR",,,.808823529411765
"OAS",2013,"All",24,"CAR",,,.942028985507246
"OAS",2013,"All","All","GUE",70,,
"OAS",2013,"All",6,"GUE",,,.924528301886792
"OAS",2013,"All",24,"GUE",,,.963636363636364
"OAS",2013,"All","All","LAK",85,,
"OAS",2013,"All",6,"LAK",,,.945205479452055
"OAS",2013,"All",24,"LAK",,,.917808219178082
"OAS",2013,"All","All","MCM",171,,
"OAS",2013,"All",6,"MCM",,,.791666666666667
"OAS",2013,"All",24,"MCM",,,.89010989010989
"OAS",2013,"All","All","NIP",19,,
"OAS",2013,"All",6,"NIP",,,.933333333333333
"OAS",2013,"All",24,"NIP",,,.882352941176471
"OAS",2013,"All","All","OTT",191,,
"OAS",2013,"All",6,"OTT",,,.875776397515528
"OAS",2013,"All",24,"OTT",,,.934131736526946
"OAS",2013,"All","All","TOR",153,,
"OAS",2013,"All",6,"TOR",,,.845454545454545
"OAS",2013,"All",24,"TOR",,,.900826446280992
"OAS",2013,"All","All","WAT",192,,
"OAS",2013,"All",6,"WAT",,,.901408450704225
"OAS",2013,"All",24,"WAT",,,.957142857142857
"OAS",2013,"All","All","WES",23,,
"OAS",2013,"All",6,"WES",,,.823529411764706
"OAS",2013,"All",24,"WES",,,.789473684210526
"OAS",2013,"All","All","WLA",122,,
"OAS",2013,"All",6,"WLA",,,.894230769230769
"OAS",2013,"All",24,"WLA",,,.936363636363636
"OAS",2013,"All","All","WIN",33,,
"OAS",2013,"All",6,"WIN",,,.909090909090909
"OAS",2013,"All",24,"WIN",,,.931034482758621
"OAS",2013,"All","All","YOR",18,,
"OAS",2013,"All",6,"YOR",,,.916666666666667
"OAS",2013,"All",24,"YOR",,,.846153846153846
"OAS",2013,"FT",6,"All",,638,.680896478121665
"OAS",2013,"PT",6,"All",,177,.188900747065101
"OAS",2013,"FT",24,"All",,741,.755351681957186
"OAS",2013,"PT",24,"All",,163,.166156982670744
"PHA",2013,"All","All","TOR",132,,
"PHA",2013,"All",6,"TOR",,,.944444444444444
"PHA",2013,"All",24,"TOR",,,.976190476190476
"PHA",2013,"All","All","WAT",65,,
"PHA",2013,"All",6,"WAT",,,.952380952380952
"PHA",2013,"All",24,"WAT",,,1
"PHA",2013,"FT",6,"All",,156,.825396825396825
"PHA",2013,"PT",6,"All",,23,.121693121693122
"PHA",2013,"FT",24,"All",,175,.921052631578947
"PHA",2013,"PT",24,"All",,11,5.78947368421053E-02
"PSC",2013,"All","All","BRO",22,,
"PSC",2013,"All",6,"BRO",,,.75
"PSC",2013,"All",24,"BRO",,,.875
"PSC",2013,"All","All","CAR",30,,
"PSC",2013,"All",6,"CAR",,,.705882352941177
"PSC",2013,"All",24,"CAR",,,.761904761904762
"PSC",2013,"All","All","GUE",15,,
"PSC",2013,"All",6,"GUE",,,1
"PSC",2013,"All",24,"GUE",,,.888888888888889
"PSC",2013,"All","All","LAK",20,,
"PSC",2013,"All",6,"LAK",,,.642857142857143
"PSC",2013,"All",24,"LAK",,,1
"PSC",2013,"All","All","LAU",13,,
"PSC",2013,"All",6,"LAU",,,.714285714285714
"PSC",2013,"All",24,"LAU",,,1
"PSC",2013,"All","All","MCM",40,,
"PSC",2013,"All",6,"MCM",,,.851851851851852
"PSC",2013,"All",24,"MCM",,,1
"PSC",2013,"All","All","OTT",41,,
"PSC",2013,"All",6,"OTT",,,.692307692307692
"PSC",2013,"All",24,"OTT",,,.928571428571429
"PSC",2013,"All","All","QUE",51,,
"PSC",2013,"All",6,"QUE",,,.766666666666667
"PSC",2013,"All",24,"QUE",,,.935483870967742
"PSC",2013,"All","All","RYE",10,,
"PSC",2013,"All",6,"RYE",,,.75
"PSC",2013,"All",24,"RYE",,,1
"PSC",2013,"All","All","TOR",47,,
"PSC",2013,"All",6,"TOR",,,.892857142857143
"PSC",2013,"All",24,"TOR",,,.857142857142857
"PSC",2013,"All","All","TRE",13,,
"PSC",2013,"All",6,"TRE",,,1
"PSC",2013,"All",24,"TRE",,,1
"PSC",2013,"All","All","UOI",10,,
"PSC",2013,"All",6,"UOI",,,.75
"PSC",2013,"All",24,"UOI",,,.875
"PSC",2013,"All","All","WAT",38,,
"PSC",2013,"All",6,"WAT",,,.84
"PSC",2013,"All",24,"WAT",,,.857142857142857
"PSC",2013,"All","All","WES",30,,
"PSC",2013,"All",6,"WES",,,.85
"PSC",2013,"All",24,"WES",,,.863636363636364
"PSC",2013,"All","All","WLA",12,,
"PSC",2013,"All",6,"WLA",,,.833333333333333
"PSC",2013,"All",24,"WLA",,,1
"PSC",2013,"All","All","WIN",17,,
"PSC",2013,"All",6,"WIN",,,.5
"PSC",2013,"All",24,"WIN",,,1
"PSC",2013,"All","All","YOR",30,,
"PSC",2013,"All",6,"YOR",,,.6
"PSC",2013,"All",24,"YOR",,,.807692307692308
"PSC",2013,"FT",6,"All",,166,.594982078853047
"PSC",2013,"PT",6,"All",,51,.182795698924731
"PSC",2013,"FT",24,"All",,223,.731147540983607
"PSC",2013,"PT",24,"All",,51,.167213114754098
"SSC",2013,"All","All","ALG",45,,
"SSC",2013,"All",6,"ALG",,,.891891891891892
"SSC",2013,"All",24,"ALG",,,.880952380952381
"SSC",2013,"All","All","BRO",283,,
"SSC",2013,"All",6,"BRO",,,.918918918918919
"SSC",2013,"All",24,"BRO",,,.9609375
"SSC",2013,"All","All","CAR",667,,
"SSC",2013,"All",6,"CAR",,,.857142857142857
"SSC",2013,"All",24,"CAR",,,.914089347079038
"SSC",2013,"All","All","GUE",292,,
"SSC",2013,"All",6,"GUE",,,.88646288209607
"SSC",2013,"All",24,"GUE",,,.952380952380952
"SSC",2013,"All","All","LAK",183,,
"SSC",2013,"All",6,"LAK",,,.901315789473684
"SSC",2013,"All",24,"LAK",,,.916167664670659
"SSC",2013,"All","All","LAU",191,,
"SSC",2013,"All",6,"LAU",,,.87012987012987
"SSC",2013,"All",24,"LAU",,,.923976608187134
"SSC",2013,"All","All","MCM",442,,
"SSC",2013,"All",6,"MCM",,,.88719512195122
"SSC",2013,"All",24,"MCM",,,.954285714285714
"SSC",2013,"All","All","NIP",103,,
"SSC",2013,"All",6,"NIP",,,.955555555555556
"SSC",2013,"All",24,"NIP",,,.947368421052632
"SSC",2013,"All","All","OTT",701,,
"SSC",2013,"All",6,"OTT",,,.87170474516696
"SSC",2013,"All",24,"OTT",,,.938943894389439
"SSC",2013,"All","All","QUE",299,,
"SSC",2013,"All",6,"QUE",,,.873831775700935
"SSC",2013,"All",24,"QUE",,,.935344827586207
"SSC",2013,"All","All","RYE",444,,
"SSC",2013,"All",6,"RYE",,,.834567901234568
"SSC",2013,"All",24,"RYE",,,.920096852300242
"SSC",2013,"All","All","TOR",936,,
"SSC",2013,"All",6,"TOR",,,.831444759206799
"SSC",2013,"All",24,"TOR",,,.914518317503392
"SSC",2013,"All","All","TRE",214,,
"SSC",2013,"All",6,"TRE",,,.852564102564103
"SSC",2013,"All",24,"TRE",,,.940217391304348
"SSC",2013,"All","All","UOI",114,,
"SSC",2013,"All",6,"UOI",,,.802197802197802
"SSC",2013,"All",24,"UOI",,,.907216494845361
"SSC",2013,"All","All","WAT",486,,
"SSC",2013,"All",6,"WAT",,,.826633165829146
"SSC",2013,"All",24,"WAT",,,.942583732057416
"SSC",2013,"All","All","WES",410,,
"SSC",2013,"All",6,"WES",,,.88562091503268
"SSC",2013,"All",24,"WES",,,.926686217008798
"SSC",2013,"All","All","WLA",678,,
"SSC",2013,"All",6,"WLA",,,.873840445269017
"SSC",2013,"All",24,"WLA",,,.940129449838188
"SSC",2013,"All","All","WIN",287,,
"SSC",2013,"All",6,"WIN",,,.807017543859649
"SSC",2013,"All",24,"WIN",,,.905737704918033
"SSC",2013,"All","All","YOR",1363,,
"SSC",2013,"All",6,"YOR",,,.805429864253394
"SSC",2013,"All",24,"YOR",,,.9
"SSC",2013,"FT",6,"All",,3996,.615526802218115
"SSC",2013,"PT",6,"All",,1526,.235058533579791
"SSC",2013,"FT",24,"All",,4965,.716657043879908
"SSC",2013,"PT",24,"All",,1434,.206986143187067
"THE",2013,"All","All","MCM",14,,
"THE",2013,"All",6,"MCM",,,1
"THE",2013,"All",24,"MCM",,,1
"THE",2013,"All","All","OTT",11,,
"THE",2013,"All",6,"OTT",,,.8
"THE",2013,"All",24,"OTT",,,1
"THE",2013,"All","All","WES",13,,
"THE",2013,"All",6,"WES",,,.727272727272727
"THE",2013,"All",24,"WES",,,.833333333333333
"THE",2013,"FT",6,"All",,16,.533333333333333
"THE",2013,"PT",6,"All",,10,.333333333333333
"THE",2013,"FT",24,"All",,24,.666666666666667
"TRE",2013,"All","All","WES",19,,
"TRE",2013,"All",6,"WES",,,1
"TRE",2013,"All",24,"WES",,,.923076923076923
"VME",2013,"All","All","GUE",51,,
"VME",2013,"All",6,"GUE",,,1
"VME",2013,"All",24,"GUE",,,.980392156862745
"VME",2013,"FT",6,"All",,44,.88
"VME",2013,"FT",24,"All",,48,.941176470588235
"ABS",2012,"All","All","BRO",15,,
"ABS",2012,"All",6,"BRO",,,.545454545454545
"ABS",2012,"All",24,"BRO",,,.833333333333333
"ABS",2012,"All","All","CAR",45,,
"ABS",2012,"All",6,"CAR",,,.931034482758621
"ABS",2012,"All",24,"CAR",,,.96551724137931
"ABS",2012,"All","All","GUE",310,,
"ABS",2012,"All",6,"GUE",,,.901869158878505
"ABS",2012,"All",24,"GUE",,,.953488372093023
"ABS",2012,"All","All","LAK",32,,
"ABS",2012,"All",6,"LAK",,,.9
"ABS",2012,"All",24,"LAK",,,.952380952380952
"ABS",2012,"All","All","LAU",33,,
"ABS",2012,"All",6,"LAU",,,.954545454545455
"ABS",2012,"All",24,"LAU",,,1
"ABS",2012,"All","All","MCM",175,,
"ABS",2012,"All",6,"MCM",,,.885416666666667
"ABS",2012,"All",24,"MCM",,,.928571428571429
"ABS",2012,"All","All","NIP",18,,
"ABS",2012,"All",6,"NIP",,,.9375
"ABS",2012,"All",24,"NIP",,,1
"ABS",2012,"All","All","OTT",203,,
"ABS",2012,"All",6,"OTT",,,.823529411764706
"ABS",2012,"All",24,"OTT",,,.875
"ABS",2012,"All","All","QUE",214,,
"ABS",2012,"All",6,"QUE",,,.851851851851852
"ABS",2012,"All",24,"QUE",,,.945945945945946
"ABS",2012,"All","All","RYE",31,,
"ABS",2012,"All",6,"RYE",,,.388888888888889
"ABS",2012,"All",24,"RYE",,,.823529411764706
"ABS",2012,"All","All","TOR",401,,
"ABS",2012,"All",6,"TOR",,,.742222222222222
"ABS",2012,"All",24,"TOR",,,.904545454545455
"ABS",2012,"All","All","TRE",55,,
"ABS",2012,"All",6,"TRE",,,.82051282051282
"ABS",2012,"All",24,"TRE",,,.894736842105263
"ABS",2012,"All","All","UOI",19,,
"ABS",2012,"All",6,"UOI",,,.769230769230769
"ABS",2012,"All",24,"UOI",,,1
"ABS",2012,"All","All","WAT",127,,
"ABS",2012,"All",6,"WAT",,,.8
"ABS",2012,"All",24,"WAT",,,.857142857142857
"ABS",2012,"All","All","WES",120,,
"ABS",2012,"All",6,"WES",,,.764705882352941
"ABS",2012,"All",24,"WES",,,.866666666666667
"ABS",2012,"All","All","WLA",33,,
"ABS",2012,"All",6,"WLA",,,.875
"ABS",2012,"All",24,"WLA",,,1
"ABS",2012,"All","All","WIN",42,,
"ABS",2012,"All",6,"WIN",,,.818181818181818
"ABS",2012,"All",24,"WIN",,,.846153846153846
"ABS",2012,"All","All","YOR",64,,
"ABS",2012,"All",6,"YOR",,,.710526315789474
"ABS",2012,"All",24,"YOR",,,.852941176470588
"ABS",2012,"FT",6,"All",,659,.580105633802817
"ABS",2012,"PT",6,"All",,273,.240316901408451
"ABS",2012,"FT",24,"All",,773,.679261862917399
"ABS",2012,"PT",24,"All",,265,.23286467486819
"ALA",2012,"All","All","CAR",39,,
"ALA",2012,"All",6,"CAR",,,.911764705882353
"ALA",2012,"All",24,"CAR",,,.892857142857143
"ALA",2012,"All","All","GUE",24,,
"ALA",2012,"All",6,"GUE",,,.904761904761905
"ALA",2012,"All",24,"GUE",,,.91304347826087
"ALA",2012,"All","All","RYE",44,,
"ALA",2012,"All",6,"RYE",,,.714285714285714
"ALA",2012,"All",24,"RYE",,,.925
"ALA",2012,"All","All","WAT",17,,
"ALA",2012,"All",6,"WAT",,,1
"ALA",2012,"All",24,"WAT",,,.833333333333333
"ALA",2012,"FT",6,"All",,79,.738317757009346
"ALA",2012,"PT",6,"All",,12,.11214953271028
"ALA",2012,"FT",24,"All",,79,.774509803921569
"ALA",2012,"PT",24,"All",,14,.137254901960784
"BCO",2012,"All","All","ALG",19,,
"BCO",2012,"All",6,"ALG",,,.9375
"BCO",2012,"All",24,"ALG",,,.944444444444444
"BCO",2012,"All","All","BRO",117,,
"BCO",2012,"All",6,"BRO",,,.936936936936937
"BCO",2012,"All",24,"BRO",,,.981651376146789
"BCO",2012,"All","All","CAR",144,,
"BCO",2012,"All",6,"CAR",,,.895522388059702
"BCO",2012,"All",24,"CAR",,,.970802919708029
"BCO",2012,"All","All","GUE",235,,
"BCO",2012,"All",6,"GUE",,,.904109589041096
"BCO",2012,"All",24,"GUE",,,.969162995594714
"BCO",2012,"All","All","LAK",44,,
"BCO",2012,"All",6,"LAK",,,.875
"BCO",2012,"All",24,"LAK",,,.951219512195122
"BCO",2012,"All","All","LAU",155,,
"BCO",2012,"All",6,"LAU",,,.979452054794521
"BCO",2012,"All",24,"LAU",,,.986754966887417
"BCO",2012,"All","All","MCM",153,,
"BCO",2012,"All",6,"MCM",,,.899280575539568
"BCO",2012,"All",24,"MCM",,,.986206896551724
"BCO",2012,"All","All","NIP",101,,
"BCO",2012,"All",6,"NIP",,,.876288659793814
"BCO",2012,"All",24,"NIP",,,.96
"BCO",2012,"All","All","OTT",253,,
"BCO",2012,"All",6,"OTT",,,.932773109243698
"BCO",2012,"All",24,"OTT",,,.971428571428571
"BCO",2012,"All","All","QUE",98,,
"BCO",2012,"All",6,"QUE",,,.977777777777778
"BCO",2012,"All",24,"QUE",,,.967032967032967
"BCO",2012,"All","All","RYE",416,,
"BCO",2012,"All",6,"RYE",,,.85785536159601
"BCO",2012,"All",24,"RYE",,,.950248756218905
"BCO",2012,"All","All","TOR",349,,
"BCO",2012,"All",6,"TOR",,,.857575757575758
"BCO",2012,"All",24,"TOR",,,.933734939759036
"BCO",2012,"All","All","TRE",39,,
"BCO",2012,"All",6,"TRE",,,.805555555555556
"BCO",2012,"All",24,"TRE",,,.805555555555556
"BCO",2012,"All","All","UOI",92,,
"BCO",2012,"All",6,"UOI",,,.829545454545455
"BCO",2012,"All",24,"UOI",,,.98876404494382
"BCO",2012,"All","All","WAT",123,,
"BCO",2012,"All",6,"WAT",,,.866071428571429
"BCO",2012,"All",24,"WAT",,,.957983193277311
"BCO",2012,"All","All","WES",320,,
"BCO",2012,"All",6,"WES",,,.91
"BCO",2012,"All",24,"WES",,,.962837837837838
"BCO",2012,"All","All","WLA",314,,
"BCO",2012,"All",6,"WLA",,,.925675675675676
"BCO",2012,"All",24,"WLA",,,.983164983164983
"BCO",2012,"All","All","WIN",97,,
"BCO",2012,"All",6,"WIN",,,.808988764044944
"BCO",2012,"All",24,"WIN",,,.921348314606742
"BCO",2012,"All","All","YOR",300,,
"BCO",2012,"All",6,"YOR",,,.884892086330935
"BCO",2012,"All",24,"YOR",,,.949458483754513
"BCO",2012,"FT",6,"All",,2605,.824106295476115
"BCO",2012,"PT",6,"All",,218,6.89655172413793E-02
"BCO",2012,"FT",24,"All",,2926,.913518576334686
"BCO",2012,"PT",24,"All",,144,4.49578520137371E-02
"CSC",2012,"All","All","CAR",36,,
"CSC",2012,"All",6,"CAR",,,.970588235294118
"CSC",2012,"All",24,"CAR",,,.970588235294118
"CSC",2012,"All","All","GUE",10,,
"CSC",2012,"All",6,"GUE",,,1
"CSC",2012,"All",24,"GUE",,,1
"CSC",2012,"All","All","OTT",14,,
"CSC",2012,"All",6,"OTT",,,.846153846153846
"CSC",2012,"All",24,"OTT",,,.928571428571429
"CSC",2012,"All","All","QUE",13,,
"CSC",2012,"All",6,"QUE",,,.777777777777778
"CSC",2012,"All",24,"QUE",,,.727272727272727
"CSC",2012,"All","All","RYE",21,,
"CSC",2012,"All",6,"RYE",,,.8
"CSC",2012,"All",24,"RYE",,,.952380952380952
"CSC",2012,"All","All","TOR",66,,
"CSC",2012,"All",6,"TOR",,,.866666666666667
"CSC",2012,"All",24,"TOR",,,1
"CSC",2012,"All","All","UOI",39,,
"CSC",2012,"All",6,"UOI",,,.828571428571429
"CSC",2012,"All",24,"UOI",,,.916666666666667
"CSC",2012,"All","All","WAT",107,,
"CSC",2012,"All",6,"WAT",,,.950980392156863
"CSC",2012,"All",24,"WAT",,,1
"CSC",2012,"All","All","WES",11,,
"CSC",2012,"All",6,"WES",,,.818181818181818
"CSC",2012,"All",24,"WES",,,.909090909090909
"CSC",2012,"All","All","WIN",19,,
"CSC",2012,"All",6,"WIN",,,.944444444444444
"CSC",2012,"All",24,"WIN",,,1
"CSC",2012,"All","All","YOR",35,,
"CSC",2012,"All",6,"YOR",,,.848484848484849
"CSC",2012,"All",24,"YOR",,,.90625
"CSC",2012,"FT",6,"All",,308,.814814814814815
"CSC",2012,"PT",6,"All",,27,7.14285714285714E-02
"CSC",2012,"FT",24,"All",,352,.907216494845361
"CSC",2012,"PT",24,"All",,20,5.15463917525773E-02
"DEN",2012,"All","All","TOR",33,,
"DEN",2012,"All",6,"TOR",,,1
"DEN",2012,"All",24,"TOR",,,.928571428571429
"DEN",2012,"All","All","WES",10,,
"DEN",2012,"All",6,"WES",,,1
"DEN",2012,"All",24,"WES",,,1
"DEN",2012,"FT",6,"All",,38,.95
"DEN",2012,"FT",24,"All",,32,.842105263157895
"EDU",2012,"All","All","BRO",161,,
"EDU",2012,"All",6,"BRO",,,.88961038961039
"EDU",2012,"All",24,"BRO",,,.961783439490446
"EDU",2012,"All","All","LAK",255,,
"EDU",2012,"All",6,"LAK",,,.877049180327869
"EDU",2012,"All",24,"LAK",,,.939271255060729
"EDU",2012,"All","All","LAU",43,,
"EDU",2012,"All",6,"LAU",,,.9
"EDU",2012,"All",24,"LAU",,,.928571428571429
"EDU",2012,"All","All","NIP",510,,
"EDU",2012,"All",6,"NIP",,,.926530612244898
"EDU",2012,"All",24,"NIP",,,.969879518072289
"EDU",2012,"All","All","OTT",555,,
"EDU",2012,"All",6,"OTT",,,.884905660377359
"EDU",2012,"All",24,"OTT",,,.957407407407407
"EDU",2012,"All","All","QUE",234,,
"EDU",2012,"All",6,"QUE",,,.905405405405405
"EDU",2012,"All",24,"QUE",,,.972972972972973
"EDU",2012,"All","All","RYE",74,,
"EDU",2012,"All",6,"RYE",,,.954545454545455
"EDU",2012,"All",24,"RYE",,,1
"EDU",2012,"All","All","TOR",459,,
"EDU",2012,"All",6,"TOR",,,.861431870669746
"EDU",2012,"All",24,"TOR",,,.949771689497717
"EDU",2012,"All","All","TRE",57,,
"EDU",2012,"All",6,"TRE",,,.854545454545455
"EDU",2012,"All",24,"TRE",,,.982142857142857
"EDU",2012,"All","All","UOI",90,,
"EDU",2012,"All",6,"UOI",,,.840909090909091
"EDU",2012,"All",24,"UOI",,,.97752808988764
"EDU",2012,"All","All","WES",157,,
"EDU",2012,"All",6,"WES",,,.873239436619718
"EDU",2012,"All",24,"WES",,,.953020134228188
"EDU",2012,"All","All","WLA",64,,
"EDU",2012,"All",6,"WLA",,,.85
"EDU",2012,"All",24,"WLA",,,.936507936507937
"EDU",2012,"All","All","WIN",157,,
"EDU",2012,"All",6,"WIN",,,.788079470198676
"EDU",2012,"All",24,"WIN",,,.914473684210526
"EDU",2012,"All","All","YOR",157,,
"EDU",2012,"All",6,"YOR",,,.79020979020979
"EDU",2012,"All",24,"YOR",,,.935897435897436
"EDU",2012,"FT",6,"All",,1803,.639815471965933
"EDU",2012,"PT",6,"All",,664,.235628105039035
"EDU",2012,"FT",24,"All",,2225,.773643949930459
"EDU",2012,"PT",24,"All",,517,.179763560500695
"ENG",2012,"All","All","CAR",206,,
"ENG",2012,"All",6,"CAR",,,.856353591160221
"ENG",2012,"All",24,"CAR",,,.911602209944751
"ENG",2012,"All","All","GUE",29,,
"ENG",2012,"All",6,"GUE",,,.91304347826087
"ENG",2012,"All",24,"GUE",,,.952380952380952
"ENG",2012,"All","All","LAK",99,,
"ENG",2012,"All",6,"LAK",,,.901098901098901
"ENG",2012,"All",24,"LAK",,,.945652173913043
"ENG",2012,"All","All","LAU",12,,
"ENG",2012,"All",6,"LAU",,,1
"ENG",2012,"All",24,"LAU",,,.909090909090909
"ENG",2012,"All","All","MCM",285,,
"ENG",2012,"All",6,"MCM",,,.903225806451613
"ENG",2012,"All",24,"MCM",,,.965116279069767
"ENG",2012,"All","All","OTT",120,,
"ENG",2012,"All",6,"OTT",,,.846153846153846
"ENG",2012,"All",24,"OTT",,,.961538461538462
"ENG",2012,"All","All","QUE",269,,
"ENG",2012,"All",6,"QUE",,,.875536480686695
"ENG",2012,"All",24,"QUE",,,.933609958506224
"ENG",2012,"All","All","RYE",117,,
"ENG",2012,"All",6,"RYE",,,.767676767676768
"ENG",2012,"All",24,"RYE",,,.862385321100917
"ENG",2012,"All","All","TOR",341,,
"ENG",2012,"All",6,"TOR",,,.874551971326165
"ENG",2012,"All",24,"TOR",,,.916666666666667
"ENG",2012,"All","All","UOI",72,,
"ENG",2012,"All",6,"UOI",,,.871428571428571
"ENG",2012,"All",24,"UOI",,,.971830985915493
"ENG",2012,"All","All","WAT",365,,
"ENG",2012,"All",6,"WAT",,,.917721518987342
"ENG",2012,"All",24,"WAT",,,.969135802469136
"ENG",2012,"All","All","WES",79,,
"ENG",2012,"All",6,"WES",,,.901408450704225
"ENG",2012,"All",24,"WES",,,.958333333333333
"ENG",2012,"All","All","WIN",57,,
"ENG",2012,"All",6,"WIN",,,.884615384615385
"ENG",2012,"All",24,"WIN",,,.927272727272727
"ENG",2012,"FT",6,"All",,1485,.832865956253505
"ENG",2012,"PT",6,"All",,83,4.65507571508693E-02
"ENG",2012,"FT",24,"All",,1660,.899728997289973
"ENG",2012,"PT",24,"All",,71,3.84823848238482E-02
"FAA",2012,"All","All","BRO",27,,
"FAA",2012,"All",6,"BRO",,,.9
"FAA",2012,"All",24,"BRO",,,1
"FAA",2012,"All","All","CAR",33,,
"FAA",2012,"All",6,"CAR",,,.785714285714286
"FAA",2012,"All",24,"CAR",,,1
"FAA",2012,"All","All","GUE",33,,
"FAA",2012,"All",6,"GUE",,,.961538461538462
"FAA",2012,"All",24,"GUE",,,.928571428571429
"FAA",2012,"All","All","LAK",15,,
"FAA",2012,"All",6,"LAK",,,.857142857142857
"FAA",2012,"All",24,"LAK",,,.928571428571429
"FAA",2012,"All","All","MCM",26,,
"FAA",2012,"All",6,"MCM",,,1
"FAA",2012,"All",24,"MCM",,,.956521739130435
"FAA",2012,"All","All","NIP",12,,
"FAA",2012,"All",6,"NIP",,,1
"FAA",2012,"All",24,"NIP",,,1
"FAA",2012,"All","All","OCA",213,,
"FAA",2012,"All",6,"OCA",,,.791666666666667
"FAA",2012,"All",24,"OCA",,,.897435897435897
"FAA",2012,"All","All","OTT",60,,
"FAA",2012,"All",6,"OTT",,,.954545454545455
"FAA",2012,"All",24,"OTT",,,.918367346938776
"FAA",2012,"All","All","QUE",83,,
"FAA",2012,"All",6,"QUE",,,.870967741935484
"FAA",2012,"All",24,"QUE",,,.944444444444444
"FAA",2012,"All","All","RYE",147,,
"FAA",2012,"All",6,"RYE",,,.86231884057971
"FAA",2012,"All",24,"RYE",,,.944055944055944
"FAA",2012,"All","All","TOR",91,,
"FAA",2012,"All",6,"TOR",,,.838235294117647
"FAA",2012,"All",24,"TOR",,,.924050632911392
