"Program","Year","University","Grades","Percent"
"AGR","2012","GUE","85-89",.146
"AGR","2012","GUE","80-84",.258
"AGR","2012","GUE","75-79",.382
"AGR","2012","GUE","70-74",.124
"AGR","2012","GUE","<70",.067
"AGR","2012","GUE","Avg",.807
"AGR","2012","LAK",">=95",
"AGR","2012","LAK","90-94",
"AGR","2012","LAK","85-89",
"AGR","2012","LAK","80-84",
"AGR","2012","LAK","75-79",
"AGR","2012","LAK","70-74",
"AGR","2012","LAK","<70",
"AGR","2012","LAK","Avg",
"AGR","2012","LAU",">=95",
"AGR","2012","LAU","90-94",
"AGR","2012","LAU","85-89",
"AGR","2012","LAU","80-84",
"AGR","2012","LAU","75-79",
"AGR","2012","LAU","70-74",
"AGR","2012","LAU","<70",
"AGR","2012","LAU","Avg",
"AGR","2012","MCM",">=95",
"AGR","2012","MCM","90-94",
"AGR","2012","MCM","85-89",
"AGR","2012","MCM","80-84",
"AGR","2012","MCM","75-79",
"AGR","2012","MCM","70-74",
"AGR","2012","MCM","<70",
"AGR","2012","MCM","Avg",
"AGR","2012","NIP",">=95",
"AGR","2012","NIP","90-94",
"AGR","2012","NIP","85-89",
"AGR","2012","NIP","80-84",
"AGR","2012","NIP","75-79",
"AGR","2012","NIP","70-74",
"AGR","2012","NIP","<70",
"AGR","2012","NIP","Avg",
"AGR","2012","OCA",">=95",
"AGR","2012","OCA","90-94",
"AGR","2012","OCA","85-89",
"AGR","2012","OCA","80-84",
"AGR","2012","OCA","75-79",
"AGR","2012","OCA","70-74",
"AGR","2012","OCA","<70",
"AGR","2012","OCA","Avg",
"AGR","2012","OTT",">=95",
"AGR","2012","OTT","90-94",
"AGR","2012","OTT","85-89",
"AGR","2012","OTT","80-84",
"AGR","2012","OTT","75-79",
"AGR","2012","OTT","70-74",
"AGR","2012","OTT","<70",
"AGR","2012","OTT","Avg",
"AGR","2012","OSP",">=95",0
"AGR","2012","OSP","90-94",0
"AGR","2012","OSP","85-89",0
"AGR","2012","OSP","80-84",0
"AGR","2012","OSP","75-79",0
"AGR","2012","OSP","70-74",0
"AGR","2012","OSP","<70",0
"AGR","2012","OSP","Avg",0
"AGR","2012","UOI",">=95",
"AGR","2012","UOI","90-94",
"AGR","2012","UOI","85-89",
"AGR","2012","UOI","80-84",
"AGR","2012","UOI","75-79",
"AGR","2012","UOI","70-74",
"AGR","2012","UOI","<70",
"AGR","2012","UOI","Avg",
"AGR","2012","QUE",">=95",
"AGR","2012","QUE","90-94",
"AGR","2012","QUE","85-89",
"AGR","2012","QUE","80-84",
"AGR","2012","QUE","75-79",
"AGR","2012","QUE","70-74",
"AGR","2012","QUE","<70",
"AGR","2012","QUE","Avg",
"AGR","2012","RYE",">=95",
"AGR","2012","RYE","90-94",
"AGR","2012","RYE","85-89",
"AGR","2012","RYE","80-84",
"AGR","2012","RYE","75-79",
"AGR","2012","RYE","70-74",
"AGR","2012","RYE","<70",
"AGR","2012","RYE","Avg",
"AGR","2012","TAC",">=95",
"AGR","2012","TAC","90-94",
"AGR","2012","TAC","85-89",
"AGR","2012","TAC","80-84",
"AGR","2012","TAC","75-79",
"AGR","2012","TAC","70-74",
"AGR","2012","TAC","<70",
"AGR","2012","TAC","Avg",
"AGR","2012","TRE",">=95",0
"AGR","2012","TRE","90-94",0
"AGR","2012","TRE","85-89",.2
"AGR","2012","TRE","80-84",.2
"AGR","2012","TRE","75-79",.4
"AGR","2012","TRE","70-74",.2
"AGR","2012","TRE","<70",0
"AGR","2012","TRE","Avg",.798
"AGR","2012","WAT",">=95",
"AGR","2012","WAT","90-94",
"AGR","2012","WAT","85-89",
"AGR","2012","WAT","80-84",
"AGR","2012","WAT","75-79",
"AGR","2012","WAT","70-74",
"AGR","2012","WAT","<70",
"AGR","2012","WAT","Avg",
"AGR","2012","WMC",">=95",
"AGR","2012","WMC","90-94",
"AGR","2012","WMC","85-89",
"AGR","2012","WMC","80-84",
"AGR","2012","WMC","75-79",
"AGR","2012","WMC","70-74",
"AGR","2012","WMC","<70",
"AGR","2012","WMC","Avg",
"AGR","2012","WBC",">=95",
"AGR","2012","WBC","90-94",
"AGR","2012","WBC","85-89",
"AGR","2012","WBC","80-84",
"AGR","2012","WBC","75-79",
"AGR","2012","WBC","70-74",
"AGR","2012","WBC","<70",
"AGR","2012","WBC","Avg",
"AGR","2012","WHC",">=95",
"AGR","2012","WHC","90-94",
"AGR","2012","WHC","85-89",
"AGR","2012","WHC","80-84",
"AGR","2012","WHC","75-79",
"AGR","2012","WHC","70-74",
"AGR","2012","WHC","<70",
"AGR","2012","WHC","Avg",
"AGR","2012","WKC",">=95",
"AGR","2012","WKC","90-94",
"AGR","2012","WKC","85-89",
"AGR","2012","WKC","80-84",
"AGR","2012","WKC","75-79",
"AGR","2012","WKC","70-74",
"AGR","2012","WKC","<70",
"AGR","2012","WKC","Avg",
"AGR","2012","WLA",">=95",
"AGR","2012","WLA","90-94",
"AGR","2012","WLA","85-89",
"AGR","2012","WLA","80-84",
"AGR","2012","WLA","75-79",
"AGR","2012","WLA","70-74",
"AGR","2012","WLA","<70",
"AGR","2012","WLA","Avg",
"AGR","2012","WIN",">=95",
"AGR","2012","WIN","90-94",
"AGR","2012","WIN","85-89",
"AGR","2012","WIN","80-84",
"AGR","2012","WIN","75-79",
"AGR","2012","WIN","70-74",
"AGR","2012","WIN","<70",
"AGR","2012","WIN","Avg",
"AGR","2012","YOR",">=95",0
"AGR","2012","YOR","90-94",0
"AGR","2012","YOR","85-89",0
"AGR","2012","YOR","80-84",0
"AGR","2012","YOR","75-79",0
"AGR","2012","YOR","70-74",0
"AGR","2012","YOR","<70",0
"AGR","2012","YOR","Avg",0
"AGR","2011","ALG",">=95",0
"AGR","2011","ALG","90-94",0
"AGR","2011","ALG","85-89",0
"AGR","2011","ALG","80-84",0
"AGR","2011","ALG","75-79",0
"AGR","2011","ALG","70-74",0
"AGR","2011","ALG","<70",0
"AGR","2011","ALG","Avg",0
"AGR","2011","BRO",">=95",
"AGR","2011","BRO","90-94",
"AGR","2011","BRO","85-89",
"AGR","2011","BRO","80-84",
"AGR","2011","BRO","75-79",
"AGR","2011","BRO","70-74",
"AGR","2011","BRO","<70",
"AGR","2011","BRO","Avg",
"AGR","2011","CAR",">=95",0
"AGR","2011","CAR","90-94",0
"AGR","2011","CAR","85-89",0
"AGR","2011","CAR","80-84",0
"AGR","2011","CAR","75-79",0
"AGR","2011","CAR","70-74",0
"AGR","2011","CAR","<70",0
"AGR","2011","CAR","Avg",0
"AGR","2011","GUE",">=95",0
"AGR","2011","GUE","90-94",.045
"AGR","2011","GUE","85-89",.182
"AGR","2011","GUE","80-84",.341
"AGR","2011","GUE","75-79",.307
"AGR","2011","GUE","70-74",.125
"AGR","2011","GUE","<70",0
"AGR","2011","GUE","Avg",.807
"AGR","2011","LAK",">=95",
"AGR","2011","LAK","90-94",
"AGR","2011","LAK","85-89",
"AGR","2011","LAK","80-84",
"AGR","2011","LAK","75-79",
"AGR","2011","LAK","70-74",
"AGR","2011","LAK","<70",
"AGR","2011","LAK","Avg",
"AGR","2011","LAU",">=95",
"AGR","2011","LAU","90-94",
"AGR","2011","LAU","85-89",
"AGR","2011","LAU","80-84",
"AGR","2011","LAU","75-79",
"AGR","2011","LAU","70-74",
"AGR","2011","LAU","<70",
"AGR","2011","LAU","Avg",
"AGR","2011","MCM",">=95",
"AGR","2011","MCM","90-94",
"AGR","2011","MCM","85-89",
"AGR","2011","MCM","80-84",
"AGR","2011","MCM","75-79",
"AGR","2011","MCM","70-74",
"AGR","2011","MCM","<70",
"AGR","2011","MCM","Avg",
"AGR","2011","NIP",">=95",
"AGR","2011","NIP","90-94",
"AGR","2011","NIP","85-89",
"AGR","2011","NIP","80-84",
"AGR","2011","NIP","75-79",
"AGR","2011","NIP","70-74",
"AGR","2011","NIP","<70",
"AGR","2011","NIP","Avg",
"AGR","2011","OCA",">=95",
"AGR","2011","OCA","90-94",
"AGR","2011","OCA","85-89",
"AGR","2011","OCA","80-84",
"AGR","2011","OCA","75-79",
"AGR","2011","OCA","70-74",
"AGR","2011","OCA","<70",
"AGR","2011","OCA","Avg",
"AGR","2011","OTT",">=95",
"AGR","2011","OTT","90-94",
"AGR","2011","OTT","85-89",
"AGR","2011","OTT","80-84",
"AGR","2011","OTT","75-79",
"AGR","2011","OTT","70-74",
"AGR","2011","OTT","<70",
"AGR","2011","OTT","Avg",
"AGR","2011","OSP",">=95",0
"AGR","2011","OSP","90-94",0
"AGR","2011","OSP","85-89",0
"AGR","2011","OSP","80-84",0
"AGR","2011","OSP","75-79",0
"AGR","2011","OSP","70-74",0
"AGR","2011","OSP","<70",0
"AGR","2011","OSP","Avg",0
"AGR","2011","UOI",">=95",
"AGR","2011","UOI","90-94",
"AGR","2011","UOI","85-89",
"AGR","2011","UOI","80-84",
"AGR","2011","UOI","75-79",
"AGR","2011","UOI","70-74",
"AGR","2011","UOI","<70",
"AGR","2011","UOI","Avg",
"AGR","2011","QUE",">=95",
"AGR","2011","QUE","90-94",
"AGR","2011","QUE","85-89",
"AGR","2011","QUE","80-84",
"AGR","2011","QUE","75-79",
"AGR","2011","QUE","70-74",
"AGR","2011","QUE","<70",
"AGR","2011","QUE","Avg",
"AGR","2011","RYE",">=95",
"AGR","2011","RYE","90-94",
"AGR","2011","RYE","85-89",
"AGR","2011","RYE","80-84",
"AGR","2011","RYE","75-79",
"AGR","2011","RYE","70-74",
"AGR","2011","RYE","<70",
"AGR","2011","RYE","Avg",
"AGR","2011","TAC",">=95",
"AGR","2011","TAC","90-94",
"AGR","2011","TAC","85-89",
"AGR","2011","TAC","80-84",
"AGR","2011","TAC","75-79",
"AGR","2011","TAC","70-74",
"AGR","2011","TAC","<70",
"AGR","2011","TAC","Avg",
"AGR","2011","TRE",">=95",0
"AGR","2011","TRE","90-94",0
"AGR","2011","TRE","85-89",0
"AGR","2011","TRE","80-84",0
"AGR","2011","TRE","75-79",0
"AGR","2011","TRE","70-74",0
"AGR","2011","TRE","<70",0
"AGR","2011","TRE","Avg",0
"AGR","2011","WAT",">=95",
"AGR","2011","WAT","90-94",
"AGR","2011","WAT","85-89",
"AGR","2011","WAT","80-84",
"AGR","2011","WAT","75-79",
"AGR","2011","WAT","70-74",
"AGR","2011","WAT","<70",
"AGR","2011","WAT","Avg",
"AGR","2011","WMC",">=95",
"AGR","2011","WMC","90-94",
"AGR","2011","WMC","85-89",
"AGR","2011","WMC","80-84",
"AGR","2011","WMC","75-79",
"AGR","2011","WMC","70-74",
"AGR","2011","WMC","<70",
"AGR","2011","WMC","Avg",
"AGR","2011","WBC",">=95",
"AGR","2011","WBC","90-94",
"AGR","2011","WBC","85-89",
"AGR","2011","WBC","80-84",
"AGR","2011","WBC","75-79",
"AGR","2011","WBC","70-74",
"AGR","2011","WBC","<70",
"AGR","2011","WBC","Avg",
"AGR","2011","WHC",">=95",
"AGR","2011","WHC","90-94",
"AGR","2011","WHC","85-89",
"AGR","2011","WHC","80-84",
"AGR","2011","WHC","75-79",
"AGR","2011","WHC","70-74",
"AGR","2011","WHC","<70",
"AGR","2011","WHC","Avg",
"AGR","2011","WKC",">=95",
"AGR","2011","WKC","90-94",
"AGR","2011","WKC","85-89",
"AGR","2011","WKC","80-84",
"AGR","2011","WKC","75-79",
"AGR","2011","WKC","70-74",
"AGR","2011","WKC","<70",
"AGR","2011","WKC","Avg",
"AGR","2011","WLA",">=95",
"AGR","2011","WLA","90-94",
"AGR","2011","WLA","85-89",
"AGR","2011","WLA","80-84",
"AGR","2011","WLA","75-79",
"AGR","2011","WLA","70-74",
"AGR","2011","WLA","<70",
"AGR","2011","WLA","Avg",
"AGR","2011","WIN",">=95",
"AGR","2011","WIN","90-94",
"AGR","2011","WIN","85-89",
"AGR","2011","WIN","80-84",
"AGR","2011","WIN","75-79",
"AGR","2011","WIN","70-74",
"AGR","2011","WIN","<70",
"AGR","2011","WIN","Avg",
"AGR","2011","YOR",">=95",0
"AGR","2011","YOR","90-94",0
"AGR","2011","YOR","85-89",0
"AGR","2011","YOR","80-84",0
"AGR","2011","YOR","75-79",0
"AGR","2011","YOR","70-74",0
"AGR","2011","YOR","<70",0
"AGR","2011","YOR","Avg",0
"AGR","2010","ALG",">=95",0
"AGR","2010","ALG","90-94",0
"AGR","2010","ALG","85-89",0
"AGR","2010","ALG","80-84",0
"AGR","2010","ALG","75-79",0
"AGR","2010","ALG","70-74",0
"AGR","2010","ALG","<70",0
"AGR","2010","ALG","Avg",0
"AGR","2010","BRO",">=95",
"AGR","2010","BRO","90-94",
"AGR","2010","BRO","85-89",
"AGR","2010","BRO","80-84",
"AGR","2010","BRO","75-79",
"AGR","2010","BRO","70-74",
"AGR","2010","BRO","<70",
"AGR","2010","BRO","Avg",
"AGR","2010","CAR",">=95",0
"AGR","2010","CAR","90-94",0
"AGR","2010","CAR","85-89",0
"AGR","2010","CAR","80-84",0
"AGR","2010","CAR","75-79",0
"AGR","2010","CAR","70-74",0
"AGR","2010","CAR","<70",0
"AGR","2010","CAR","Avg",0
"AGR","2010","GUE",">=95",.034
"AGR","2010","GUE","90-94",.112
"AGR","2010","GUE","85-89",.124
"AGR","2010","GUE","80-84",.236
"AGR","2010","GUE","75-79",.371
"AGR","2010","GUE","70-74",.124
"AGR","2010","GUE","<70",0
"AGR","2010","GUE","Avg",.816
"AGR","2010","LAK",">=95",
"AGR","2010","LAK","90-94",
"AGR","2010","LAK","85-89",
"AGR","2010","LAK","80-84",
"AGR","2010","LAK","75-79",
"AGR","2010","LAK","70-74",
"AGR","2010","LAK","<70",
"AGR","2010","LAK","Avg",
"AGR","2010","LAU",">=95",
"AGR","2010","LAU","90-94",
"AGR","2010","LAU","85-89",
"AGR","2010","LAU","80-84",
"AGR","2010","LAU","75-79",
"AGR","2010","LAU","70-74",
"AGR","2010","LAU","<70",
"AGR","2010","LAU","Avg",
"AGR","2010","MCM",">=95",
"AGR","2010","MCM","90-94",
"AGR","2010","MCM","85-89",
"AGR","2010","MCM","80-84",
"AGR","2010","MCM","75-79",
"AGR","2010","MCM","70-74",
"AGR","2010","MCM","<70",
"AGR","2010","MCM","Avg",
"AGR","2010","NIP",">=95",
"AGR","2010","NIP","90-94",
"AGR","2010","NIP","85-89",
"AGR","2010","NIP","80-84",
"AGR","2010","NIP","75-79",
"AGR","2010","NIP","70-74",
"AGR","2010","NIP","<70",
"AGR","2010","NIP","Avg",
"AGR","2010","OCA",">=95",
"AGR","2010","OCA","90-94",
"AGR","2010","OCA","85-89",
"AGR","2010","OCA","80-84",
"AGR","2010","OCA","75-79",
"AGR","2010","OCA","70-74",
"AGR","2010","OCA","<70",
"AGR","2010","OCA","Avg",
"AGR","2010","OTT",">=95",
"AGR","2010","OTT","90-94",
"AGR","2010","OTT","85-89",
"AGR","2010","OTT","80-84",
"AGR","2010","OTT","75-79",
"AGR","2010","OTT","70-74",
"AGR","2010","OTT","<70",
"AGR","2010","OTT","Avg",
"AGR","2010","OSP",">=95",0
"AGR","2010","OSP","90-94",0
"AGR","2010","OSP","85-89",0
"AGR","2010","OSP","80-84",0
"AGR","2010","OSP","75-79",0
"AGR","2010","OSP","70-74",0
"AGR","2010","OSP","<70",0
"AGR","2010","OSP","Avg",0
"AGR","2010","UOI",">=95",
"AGR","2010","UOI","90-94",
"AGR","2010","UOI","85-89",
"AGR","2010","UOI","80-84",
"AGR","2010","UOI","75-79",
"AGR","2010","UOI","70-74",
"AGR","2010","UOI","<70",
"AGR","2010","UOI","Avg",
"AGR","2010","QUE",">=95",
"AGR","2010","QUE","90-94",
"AGR","2010","QUE","85-89",
"AGR","2010","QUE","80-84",
"AGR","2010","QUE","75-79",
"AGR","2010","QUE","70-74",
"AGR","2010","QUE","<70",
"AGR","2010","QUE","Avg",
"AGR","2010","RYE",">=95",
"AGR","2010","RYE","90-94",
"AGR","2010","RYE","85-89",
"AGR","2010","RYE","80-84",
"AGR","2010","RYE","75-79",
"AGR","2010","RYE","70-74",
"AGR","2010","RYE","<70",
"AGR","2010","RYE","Avg",
"AGR","2010","TAC",">=95",
"AGR","2010","TAC","90-94",
"AGR","2010","TAC","85-89",
"AGR","2010","TAC","80-84",
"AGR","2010","TAC","75-79",
"AGR","2010","TAC","70-74",
"AGR","2010","TAC","<70",
"AGR","2010","TAC","Avg",
"AGR","2010","TRE",">=95",0
"AGR","2010","TRE","90-94",0
"AGR","2010","TRE","85-89",0
"AGR","2010","TRE","80-84",0
"AGR","2010","TRE","75-79",0
"AGR","2010","TRE","70-74",0
"AGR","2010","TRE","<70",0
"AGR","2010","TRE","Avg",0
"AGR","2010","WAT",">=95",
"AGR","2010","WAT","90-94",
"AGR","2010","WAT","85-89",
"AGR","2010","WAT","80-84",
"AGR","2010","WAT","75-79",
"AGR","2010","WAT","70-74",
"AGR","2010","WAT","<70",
"AGR","2010","WAT","Avg",
"AGR","2010","WMC",">=95",
"AGR","2010","WMC","90-94",
"AGR","2010","WMC","85-89",
"AGR","2010","WMC","80-84",
"AGR","2010","WMC","75-79",
"AGR","2010","WMC","70-74",
"AGR","2010","WMC","<70",
"AGR","2010","WMC","Avg",
"AGR","2010","WBC",">=95",
"AGR","2010","WBC","90-94",
"AGR","2010","WBC","85-89",
"AGR","2010","WBC","80-84",
"AGR","2010","WBC","75-79",
"AGR","2010","WBC","70-74",
"AGR","2010","WBC","<70",
"AGR","2010","WBC","Avg",
"AGR","2010","WHC",">=95",
"AGR","2010","WHC","90-94",
"AGR","2010","WHC","85-89",
"AGR","2010","WHC","80-84",
"AGR","2010","WHC","75-79",
"AGR","2010","WHC","70-74",
"AGR","2010","WHC","<70",
"AGR","2010","WHC","Avg",
"AGR","2010","WKC",">=95",
"AGR","2010","WKC","90-94",
"AGR","2010","WKC","85-89",
"AGR","2010","WKC","80-84",
"AGR","2010","WKC","75-79",
"AGR","2010","WKC","70-74",
"AGR","2010","WKC","<70",
"AGR","2010","WKC","Avg",
"AGR","2010","WLA",">=95",
"AGR","2010","WLA","90-94",
"AGR","2010","WLA","85-89",
"AGR","2010","WLA","80-84",
"AGR","2010","WLA","75-79",
"AGR","2010","WLA","70-74",
"AGR","2010","WLA","<70",
"AGR","2010","WLA","Avg",
"AGR","2010","WIN",">=95",
"AGR","2010","WIN","90-94",
"AGR","2010","WIN","85-89",
"AGR","2010","WIN","80-84",
"AGR","2010","WIN","75-79",
"AGR","2010","WIN","70-74",
"AGR","2010","WIN","<70",
"AGR","2010","WIN","Avg",
"AGR","2010","YOR",">=95",0
"AGR","2010","YOR","90-94",0
"AGR","2010","YOR","85-89",0
"AGR","2010","YOR","80-84",0
"AGR","2010","YOR","75-79",0
"AGR","2010","YOR","70-74",0
"AGR","2010","YOR","<70",0
"AGR","2010","YOR","Avg",0
"AGR","2009","ALG",">=95",0
"AGR","2009","ALG","90-94",0
"AGR","2009","ALG","85-89",0
"AGR","2009","ALG","80-84",0
"AGR","2009","ALG","75-79",0
"AGR","2009","ALG","70-74",0
"AGR","2009","ALG","<70",0
"AGR","2009","ALG","Avg",0
"AGR","2009","BRO",">=95",
"AGR","2009","BRO","90-94",
"AGR","2009","BRO","85-89",
"AGR","2009","BRO","80-84",
"AGR","2009","BRO","75-79",
"AGR","2009","BRO","70-74",
"AGR","2009","BRO","<70",
"AGR","2009","BRO","Avg",
"AGR","2009","CAR",">=95",0
"AGR","2009","CAR","90-94",0
"AGR","2009","CAR","85-89",0
"AGR","2009","CAR","80-84",0
"AGR","2009","CAR","75-79",0
"AGR","2009","CAR","70-74",0
"AGR","2009","CAR","<70",0
"AGR","2009","CAR","Avg",0
"AGR","2009","GUE",">=95",.011
"AGR","2009","GUE","90-94",.033
"AGR","2009","GUE","85-89",.109
"AGR","2009","GUE","80-84",.239
"AGR","2009","GUE","75-79",.348
"AGR","2009","GUE","70-74",.228
"AGR","2009","GUE","<70",.033
"AGR","2009","GUE","Avg",.787
"AGR","2009","LAK",">=95",
"AGR","2009","LAK","90-94",
"AGR","2009","LAK","85-89",
"AGR","2009","LAK","80-84",
"AGR","2009","LAK","75-79",
"AGR","2009","LAK","70-74",
"AGR","2009","LAK","<70",
"AGR","2009","LAK","Avg",
"AGR","2009","LAU",">=95",
"AGR","2009","LAU","90-94",
"AGR","2009","LAU","85-89",
"AGR","2009","LAU","80-84",
"AGR","2009","LAU","75-79",
"AGR","2009","LAU","70-74",
"AGR","2009","LAU","<70",
"AGR","2009","LAU","Avg",
"AGR","2009","MCM",">=95",
"AGR","2009","MCM","90-94",
"AGR","2009","MCM","85-89",
"AGR","2009","MCM","80-84",
"AGR","2009","MCM","75-79",
"AGR","2009","MCM","70-74",
"AGR","2009","MCM","<70",
"AGR","2009","MCM","Avg",
"AGR","2009","NIP",">=95",
"AGR","2009","NIP","90-94",
"AGR","2009","NIP","85-89",
"AGR","2009","NIP","80-84",
"AGR","2009","NIP","75-79",
"AGR","2009","NIP","70-74",
"AGR","2009","NIP","<70",
"AGR","2009","NIP","Avg",
"AGR","2009","OCA",">=95",
"AGR","2009","OCA","90-94",
"AGR","2009","OCA","85-89",
"AGR","2009","OCA","80-84",
"AGR","2009","OCA","75-79",
"AGR","2009","OCA","70-74",
"AGR","2009","OCA","<70",
"AGR","2009","OCA","Avg",
"AGR","2009","OTT",">=95",
"AGR","2009","OTT","90-94",
"AGR","2009","OTT","85-89",
"AGR","2009","OTT","80-84",
"AGR","2009","OTT","75-79",
"AGR","2009","OTT","70-74",
"AGR","2009","OTT","<70",
"AGR","2009","OTT","Avg",
"AGR","2009","OSP",">=95",0
"AGR","2009","OSP","90-94",0
"AGR","2009","OSP","85-89",0
"AGR","2009","OSP","80-84",0
"AGR","2009","OSP","75-79",0
"AGR","2009","OSP","70-74",0
"AGR","2009","OSP","<70",0
"AGR","2009","OSP","Avg",0
"AGR","2009","UOI",">=95",
"AGR","2009","UOI","90-94",
"AGR","2009","UOI","85-89",
"AGR","2009","UOI","80-84",
"AGR","2009","UOI","75-79",
"AGR","2009","UOI","70-74",
"AGR","2009","UOI","<70",
"AGR","2009","UOI","Avg",
"AGR","2009","QUE",">=95",
"AGR","2009","QUE","90-94",
"AGR","2009","QUE","85-89",
"AGR","2009","QUE","80-84",
"AGR","2009","QUE","75-79",
"AGR","2009","QUE","70-74",
"AGR","2009","QUE","<70",
"AGR","2009","QUE","Avg",
"AGR","2009","RYE",">=95",
"AGR","2009","RYE","90-94",
"AGR","2009","RYE","85-89",
"AGR","2009","RYE","80-84",
"AGR","2009","RYE","75-79",
"AGR","2009","RYE","70-74",
"AGR","2009","RYE","<70",
"AGR","2009","RYE","Avg",
"AGR","2009","TAC",">=95",
"AGR","2009","TAC","90-94",
"AGR","2009","TAC","85-89",
"AGR","2009","TAC","80-84",
"AGR","2009","TAC","75-79",
"AGR","2009","TAC","70-74",
"AGR","2009","TAC","<70",
"AGR","2009","TAC","Avg",
"AGR","2009","TRE",">=95",0
"AGR","2009","TRE","90-94",0
"AGR","2009","TRE","85-89",0
"AGR","2009","TRE","80-84",0
"AGR","2009","TRE","75-79",0
"AGR","2009","TRE","70-74",0
"AGR","2009","TRE","<70",0
"AGR","2009","TRE","Avg",0
"AGR","2009","WAT",">=95",
"AGR","2009","WAT","90-94",
"AGR","2009","WAT","85-89",
"AGR","2009","WAT","80-84",
"AGR","2009","WAT","75-79",
"AGR","2009","WAT","70-74",
"AGR","2009","WAT","<70",
"AGR","2009","WAT","Avg",
"AGR","2009","WMC",">=95",
"AGR","2009","WMC","90-94",
"AGR","2009","WMC","85-89",
"AGR","2009","WMC","80-84",
"AGR","2009","WMC","75-79",
"AGR","2009","WMC","70-74",
"AGR","2009","WMC","<70",
"AGR","2009","WMC","Avg",
"AGR","2009","WBC",">=95",
"AGR","2009","WBC","90-94",
"AGR","2009","WBC","85-89",
"AGR","2009","WBC","80-84",
"AGR","2009","WBC","75-79",
"AGR","2009","WBC","70-74",
"AGR","2009","WBC","<70",
"AGR","2009","WBC","Avg",
"AGR","2009","WHC",">=95",
"AGR","2009","WHC","90-94",
"AGR","2009","WHC","85-89",
"AGR","2009","WHC","80-84",
"AGR","2009","WHC","75-79",
"AGR","2009","WHC","70-74",
"AGR","2009","WHC","<70",
"AGR","2009","WHC","Avg",
"AGR","2009","WKC",">=95",
"AGR","2009","WKC","90-94",
"AGR","2009","WKC","85-89",
"AGR","2009","WKC","80-84",
"AGR","2009","WKC","75-79",
"AGR","2009","WKC","70-74",
"AGR","2009","WKC","<70",
"AGR","2009","WKC","Avg",
"AGR","2009","WLA",">=95",
"AGR","2009","WLA","90-94",
"AGR","2009","WLA","85-89",
"AGR","2009","WLA","80-84",
"AGR","2009","WLA","75-79",
"AGR","2009","WLA","70-74",
"AGR","2009","WLA","<70",
"AGR","2009","WLA","Avg",
"AGR","2009","WIN",">=95",
"AGR","2009","WIN","90-94",
"AGR","2009","WIN","85-89",
"AGR","2009","WIN","80-84",
"AGR","2009","WIN","75-79",
"AGR","2009","WIN","70-74",
"AGR","2009","WIN","<70",
"AGR","2009","WIN","Avg",
"AGR","2009","YOR",">=95",0
"AGR","2009","YOR","90-94",0
"AGR","2009","YOR","85-89",0
"AGR","2009","YOR","80-84",0
"AGR","2009","YOR","75-79",0
"AGR","2009","YOR","70-74",0
"AGR","2009","YOR","<70",0
"AGR","2009","YOR","Avg",0
"AGR","2008","ALG",">=95",0
"AGR","2008","ALG","90-94",0
"AGR","2008","ALG","85-89",0
"AGR","2008","ALG","80-84",0
"AGR","2008","ALG","75-79",0
"AGR","2008","ALG","70-74",0
"AGR","2008","ALG","<70",0
"AGR","2008","ALG","Avg",0
"AGR","2008","BRO",">=95",
"AGR","2008","BRO","90-94",
"AGR","2008","BRO","85-89",
"AGR","2008","BRO","80-84",
"AGR","2008","BRO","75-79",
"AGR","2008","BRO","70-74",
"AGR","2008","BRO","<70",
"AGR","2008","BRO","Avg",
"AGR","2008","CAR",">=95",.035
"AGR","2008","CAR","90-94",.246
"AGR","2008","CAR","85-89",.263
"AGR","2008","CAR","80-84",.316
"AGR","2008","CAR","75-79",.105
"AGR","2008","CAR","70-74",.035
"AGR","2008","CAR","<70",0
"AGR","2008","CAR","Avg",.854
"AGR","2008","GUE",">=95",0
"AGR","2008","GUE","90-94",.032
"AGR","2008","GUE","85-89",.179
"AGR","2008","GUE","80-84",.284
"AGR","2008","GUE","75-79",.305
"AGR","2008","GUE","70-74",.158
"AGR","2008","GUE","<70",.042
"AGR","2008","GUE","Avg",.797
"AGR","2008","LAK",">=95",
"AGR","2008","LAK","90-94",
"AGR","2008","LAK","85-89",
"AGR","2008","LAK","80-84",
"AGR","2008","LAK","75-79",
"AGR","2008","LAK","70-74",
"AGR","2008","LAK","<70",
"AGR","2008","LAK","Avg",
"AGR","2008","LAU",">=95",
"AGR","2008","LAU","90-94",
"AGR","2008","LAU","85-89",
"AGR","2008","LAU","80-84",
"AGR","2008","LAU","75-79",
"AGR","2008","LAU","70-74",
"AGR","2008","LAU","<70",
"AGR","2008","LAU","Avg",
"AGR","2008","MCM",">=95",
"AGR","2008","MCM","90-94",
"AGR","2008","MCM","85-89",
"AGR","2008","MCM","80-84",
"AGR","2008","MCM","75-79",
"AGR","2008","MCM","70-74",
"AGR","2008","MCM","<70",
"AGR","2008","MCM","Avg",
"AGR","2008","NIP",">=95",
"AGR","2008","NIP","90-94",
"AGR","2008","NIP","85-89",
"AGR","2008","NIP","80-84",
"AGR","2008","NIP","75-79",
"AGR","2008","NIP","70-74",
"AGR","2008","NIP","<70",
"AGR","2008","NIP","Avg",
"AGR","2008","OCA",">=95",
"AGR","2008","OCA","90-94",
"AGR","2008","OCA","85-89",
"AGR","2008","OCA","80-84",
"AGR","2008","OCA","75-79",
"AGR","2008","OCA","70-74",
"AGR","2008","OCA","<70",
"AGR","2008","OCA","Avg",
