"School","Year","Metric","Value","Headcount"
"CAM","14-15","CIP","52.0101",
"CAM","15-16","CIP","52.0101","96"
"CAM","12-13","CIP","52.0201","85"
"CAM","13-14","CIP","52.0201","0"
"CAM","14-15","CIP","52.0201",
"CAM","15-16","CIP","52.0201","65"
"CAM","12-13","CIP","52.0301",
"CAM","13-14","CIP","52.0301","0"
"CAM","14-15","CIP","52.0301",
"CAM","15-16","CIP","52.0301","90"
"CAM","12-13","CIP","52.0305","53"
"CAM","13-14","CIP","52.0305",
"CAM","14-15","CIP","52.0305",
"CAM","15-16","CIP","52.0305",
"CAM","12-13","CIP","52.0904","12"
"CAM","13-14","CIP","52.0904","0"
"CAM","14-15","CIP","52.0904",
"CAM","15-16","CIP","52.0904",
"CAM","12-13","CIP","52.1001","35"
"CAM","13-14","CIP","52.1001","0"
"CAM","14-15","CIP","52.1001",
"CAM","15-16","CIP","52.1001","32"
"CAM","12-13","CIP","89.9992","1062"
"CAM","13-14","CIP","89.9992","0"
"CAM","14-15","CIP","89.9992",
"CAM","15-16","CIP","89.9992",
"CAM","12-13","CIP","NC","0"
"CAM","13-14","CIP","NC","5032"
"CAM","14-15","CIP","NC","5091"
"CAM","15-16","CIP","NC","1589"
"CAN","12-13","CIP","03.0199","62"
"CAN","13-14","CIP","03.0199","59"
"CAN","14-15","CIP","03.0199","67"
"CAN","15-16","CIP","03.0199","73"
"CAN","12-13","CIP","03.0201","14"
"CAN","13-14","CIP","03.0201","16"
"CAN","14-15","CIP","03.0201","19"
"CAN","15-16","CIP","03.0201",
"CAN","12-13","CIP","05.0202","18"
"CAN","13-14","CIP","05.0202","30"
"CAN","14-15","CIP","05.0202","16"
"CAN","15-16","CIP","05.0202","11"
"CAN","12-13","CIP","09.0401","15"
"CAN","13-14","CIP","09.0401",
"CAN","14-15","CIP","09.0401",
"CAN","15-16","CIP","09.0401",
"CAN","12-13","CIP","09.0701","28"
"CAN","13-14","CIP","09.0701","27"
"CAN","14-15","CIP","09.0701","20"
"CAN","15-16","CIP","09.0701",
"CAN","12-13","CIP","09.0902","20"
"CAN","13-14","CIP","09.0902","28"
"CAN","14-15","CIP","09.0902","22"
"CAN","15-16","CIP","09.0902","20"
"CAN","12-13","CIP","09.0903","23"
"CAN","13-14","CIP","09.0903","26"
"CAN","14-15","CIP","09.0903","38"
"CAN","15-16","CIP","09.0903","33"
"CAN","12-13","CIP","10.0202","42"
"CAN","13-14","CIP","10.0202","42"
"CAN","14-15","CIP","10.0202","46"
"CAN","15-16","CIP","10.0202","46"
"CAN","12-13","CIP","12.0503","37"
"CAN","13-14","CIP","12.0503","25"
"CAN","14-15","CIP","12.0503","29"
"CAN","15-16","CIP","12.0503","18"
"CAN","12-13","CIP","12.0504","73"
"CAN","13-14","CIP","12.0504","102"
"CAN","14-15","CIP","12.0504","45"
"CAN","15-16","CIP","12.0504","54"
"CAN","12-13","CIP","15.0201","49"
"CAN","13-14","CIP","15.0201","53"
"CAN","14-15","CIP","15.0201","53"
"CAN","15-16","CIP","15.0201","52"
"CAN","12-13","CIP","15.1204","23"
"CAN","13-14","CIP","15.1204","14"
"CAN","14-15","CIP","15.1204","11"
"CAN","15-16","CIP","15.1204","0"
"CAN","12-13","CIP","19.0709","96"
"CAN","13-14","CIP","19.0709","80"
"CAN","14-15","CIP","19.0709","87"
"CAN","15-16","CIP","19.0709","92"
"CAN","12-13","CIP","24.0102","52"
"CAN","13-14","CIP","24.0102","68"
"CAN","14-15","CIP","24.0102","96"
"CAN","15-16","CIP","24.0102","71"
"CAN","12-13","CIP","26.1201","19"
"CAN","13-14","CIP","26.1201","36"
"CAN","14-15","CIP","26.1201","33"
"CAN","15-16","CIP","26.1201","30"
"CAN","12-13","CIP","31.0101","62"
"CAN","13-14","CIP","31.0101","54"
"CAN","14-15","CIP","31.0101","73"
"CAN","15-16","CIP","31.0101","64"
"CAN","12-13","CIP","31.0501","59"
"CAN","13-14","CIP","31.0501","64"
"CAN","14-15","CIP","31.0501","64"
"CAN","15-16","CIP","31.0501","68"
"CAN","12-13","CIP","41.0101","13"
"CAN","13-14","CIP","41.0101","11"
"CAN","14-15","CIP","41.0101","14"
"CAN","15-16","CIP","41.0101","13"
"CAN","12-13","CIP","43.0107","129"
"CAN","13-14","CIP","43.0107","121"
"CAN","14-15","CIP","43.0107","98"
"CAN","15-16","CIP","43.0107","96"
"CAN","12-13","CIP","43.0199","76"
"CAN","13-14","CIP","43.0199","79"
"CAN","14-15","CIP","43.0199","73"
"CAN","15-16","CIP","43.0199","100"
"CAN","12-13","CIP","44.0701","156"
"CAN","13-14","CIP","44.0701","151"
"CAN","14-15","CIP","44.0701","140"
"CAN","15-16","CIP","44.0701","124"
"CAN","12-13","CIP","46.0201","38"
"CAN","13-14","CIP","46.0201","36"
"CAN","14-15","CIP","46.0201","34"
"CAN","15-16","CIP","46.0201","34"
"CAN","12-13","CIP","46.0302","48"
"CAN","13-14","CIP","46.0302","46"
"CAN","14-15","CIP","46.0302","43"
"CAN","15-16","CIP","46.0302","28"
"CAN","12-13","CIP","46.0503","31"
"CAN","13-14","CIP","46.0503","30"
"CAN","14-15","CIP","46.0503","26"
"CAN","15-16","CIP","46.0503","29"
"CAN","12-13","CIP","47.0604","15"
"CAN","13-14","CIP","47.0604","17"
"CAN","14-15","CIP","47.0604","24"
"CAN","15-16","CIP","47.0604","25"
"CAN","12-13","CIP","47.0607","199"
"CAN","13-14","CIP","47.0607","185"
"CAN","14-15","CIP","47.0607","150"
"CAN","15-16","CIP","47.0607","117"
"CAN","12-13","CIP","47.0609","31"
"CAN","13-14","CIP","47.0609","30"
"CAN","14-15","CIP","47.0609","25"
"CAN","15-16","CIP","47.0609","16"
"CAN","12-13","CIP","48.0501","15"
"CAN","13-14","CIP","48.0501","12"
"CAN","14-15","CIP","48.0501","11"
"CAN","15-16","CIP","48.0501","14"
"CAN","12-13","CIP","48.0508","32"
"CAN","13-14","CIP","48.0508","30"
"CAN","14-15","CIP","48.0508","34"
"CAN","15-16","CIP","48.0508","39"
"CAN","12-13","CIP","50.0409","68"
"CAN","13-14","CIP","50.0409","63"
"CAN","14-15","CIP","50.0409","56"
"CAN","15-16","CIP","50.0409","49"
"CAN","12-13","CIP","50.0501","30"
"CAN","13-14","CIP","50.0501","31"
"CAN","14-15","CIP","50.0501","22"
"CAN","15-16","CIP","50.0501","22"
"CAN","12-13","CIP","50.0602","35"
"CAN","13-14","CIP","50.0602","60"
"CAN","14-15","CIP","50.0602","80"
"CAN","15-16","CIP","50.0602","71"
"CAN","12-13","CIP","51.0602","41"
"CAN","13-14","CIP","51.0602","54"
"CAN","14-15","CIP","51.0602","55"
"CAN","15-16","CIP","51.0602","60"
"CAN","12-13","CIP","51.0803",
"CAN","13-14","CIP","51.0803","18"
"CAN","14-15","CIP","51.0803","39"
"CAN","15-16","CIP","51.0803","44"
"CAN","12-13","CIP","51.0908","72"
"CAN","13-14","CIP","51.0908","73"
"CAN","14-15","CIP","51.0908","72"
"CAN","15-16","CIP","51.0908","69"
"CAN","12-13","CIP","51.1199","78"
"CAN","13-14","CIP","51.1199","90"
"CAN","14-15","CIP","51.1199","87"
"CAN","15-16","CIP","51.1199","75"
"CAN","12-13","CIP","51.1508","120"
"CAN","13-14","CIP","51.1508","124"
"CAN","14-15","CIP","51.1508","142"
"CAN","15-16","CIP","51.1508","157"
"CAN","12-13","CIP","51.1613","207"
"CAN","13-14","CIP","51.1613","211"
"CAN","14-15","CIP","51.1613","196"
"CAN","15-16","CIP","51.1613","220"
"CAN","12-13","CIP","51.2309","71"
"CAN","13-14","CIP","51.2309","108"
"CAN","14-15","CIP","51.2309","131"
"CAN","15-16","CIP","51.2309","124"
"CAN","12-13","CIP","51.2601","11"
"CAN","13-14","CIP","51.2601","65"
"CAN","14-15","CIP","51.2601","66"
"CAN","15-16","CIP","51.2601","69"
"CAN","12-13","CIP","51.3499","55"
"CAN","13-14","CIP","51.3499","69"
"CAN","14-15","CIP","51.3499","47"
"CAN","15-16","CIP","51.3499","23"
"CAN","12-13","CIP","52.0101","83"
"CAN","13-14","CIP","52.0101","78"
"CAN","14-15","CIP","52.0101","127"
"CAN","15-16","CIP","52.0101","187"
"CAN","12-13","CIP","52.0201","23"
"CAN","13-14","CIP","52.0201",
"CAN","14-15","CIP","52.0201",
"CAN","15-16","CIP","52.0201","54"
"CAN","12-13","CIP","52.0301","26"
"CAN","13-14","CIP","52.0301","39"
"CAN","14-15","CIP","52.0301","41"
"CAN","15-16","CIP","52.0301","41"
"CAN","12-13","CIP","52.0305","19"
"CAN","13-14","CIP","52.0305","12"
"CAN","14-15","CIP","52.0305","0"
"CAN","15-16","CIP","52.0305","0"
"CAN","12-13","CIP","52.0401","55"
"CAN","13-14","CIP","52.0401","31"
"CAN","14-15","CIP","52.0401","45"
"CAN","15-16","CIP","52.0401","32"
"CAN","12-13","CIP","52.0804",
"CAN","13-14","CIP","52.0804",
"CAN","14-15","CIP","52.0804",
"CAN","15-16","CIP","52.0804","45"
"CAN","12-13","CIP","52.0906","20"
"CAN","13-14","CIP","52.0906",
"CAN","14-15","CIP","52.0906",
"CAN","15-16","CIP","52.0906",
"CAN","12-13","CIP","NC","22"
"CAN","13-14","CIP","NC","0"
"CAN","14-15","CIP","NC","59"
"CAN","15-16","CIP","NC","110"
"CEN","12-13","CIP","03.0199","96"
"CEN","13-14","CIP","03.0199","119"
"CEN","14-15","CIP","03.0199","94"
"CEN","15-16","CIP","03.0199","122"
"CEN","12-13","CIP","04.0901","160"
"CEN","13-14","CIP","04.0901","228"
"CEN","14-15","CIP","04.0901","219"
"CEN","15-16","CIP","04.0901","243"
"CEN","12-13","CIP","09.0401","130"
"CEN","13-14","CIP","09.0401","162"
"CEN","14-15","CIP","09.0401","142"
"CEN","15-16","CIP","09.0401","134"
"CEN","12-13","CIP","09.0701",
"CEN","13-14","CIP","09.0701","76"
"CEN","14-15","CIP","09.0701","72"
"CEN","15-16","CIP","09.0701","47"
"CEN","12-13","CIP","09.0702","15"
"CEN","13-14","CIP","09.0702","18"
"CEN","14-15","CIP","09.0702","12"
"CEN","15-16","CIP","09.0702","15"
"CEN","12-13","CIP","09.0903","141"
"CEN","13-14","CIP","09.0903","131"
"CEN","14-15","CIP","09.0903","120"
"CEN","15-16","CIP","09.0903","113"
"CEN","12-13","CIP","09.1001","51"
"CEN","13-14","CIP","09.1001","51"
"CEN","14-15","CIP","09.1001","39"
"CEN","15-16","CIP","09.1001","57"
"CEN","12-13","CIP","10.0202","201"
"CEN","13-14","CIP","10.0202","216"
"CEN","14-15","CIP","10.0202","216"
"CEN","15-16","CIP","10.0202","165"
"CEN","12-13","CIP","10.0304","45"
"CEN","13-14","CIP","10.0304","48"
"CEN","14-15","CIP","10.0304","40"
"CEN","15-16","CIP","10.0304","46"
"CEN","12-13","CIP","11.0199",
"CEN","13-14","CIP","11.0199","42"
"CEN","14-15","CIP","11.0199","60"
"CEN","15-16","CIP","11.0199","33"
"CEN","12-13","CIP","11.0901","335"
"CEN","13-14","CIP","11.0901","351"
"CEN","14-15","CIP","11.0901","401"
"CEN","15-16","CIP","11.0901","437"
"CEN","12-13","CIP","11.1001","117"
"CEN","13-14","CIP","11.1001","99"
"CEN","14-15","CIP","11.1001","101"
"CEN","15-16","CIP","11.1001","134"
"CEN","12-13","CIP","11.9999","106"
"CEN","13-14","CIP","11.9999","40"
"CEN","14-15","CIP","11.9999","38"
"CEN","15-16","CIP","11.9999","44"
"CEN","12-13","CIP","12.0409","56"
"CEN","13-14","CIP","12.0409","50"
"CEN","14-15","CIP","12.0409","50"
"CEN","15-16","CIP","12.0409","46"
"CEN","12-13","CIP","12.0501",
"CEN","13-14","CIP","12.0501","23"
"CEN","14-15","CIP","12.0501","17"
"CEN","15-16","CIP","12.0501","16"
"CEN","12-13","CIP","12.0504",
"CEN","13-14","CIP","12.0504","26"
"CEN","14-15","CIP","12.0504",
"CEN","15-16","CIP","12.0504",
"CEN","12-13","CIP","12.0508",
"CEN","13-14","CIP","12.0508","55"
"CEN","14-15","CIP","12.0508","85"
"CEN","15-16","CIP","12.0508","63"
"CEN","12-13","CIP","15.0303","169"
"CEN","13-14","CIP","15.0303","159"
"CEN","14-15","CIP","15.0303","204"
"CEN","15-16","CIP","15.0303","236"
"CEN","12-13","CIP","15.0401","143"
"CEN","13-14","CIP","15.0401","147"
"CEN","14-15","CIP","15.0401","163"
"CEN","15-16","CIP","15.0401","168"
"CEN","12-13","CIP","15.0405","205"
"CEN","13-14","CIP","15.0405","223"
"CEN","14-15","CIP","15.0405","293"
"CEN","15-16","CIP","15.0405","353"
"CEN","12-13","CIP","15.0503","35"
"CEN","13-14","CIP","15.0503","69"
"CEN","14-15","CIP","15.0503","77"
"CEN","15-16","CIP","15.0503","107"
"CEN","12-13","CIP","15.0805","252"
"CEN","13-14","CIP","15.0805","256"
"CEN","14-15","CIP","15.0805","347"
"CEN","15-16","CIP","15.0805","415"
"CEN","12-13","CIP","15.1201","49"
"CEN","13-14","CIP","15.1201",
"CEN","14-15","CIP","15.1201",
"CEN","15-16","CIP","15.1201",
"CEN","12-13","CIP","15.1204","181"
"CEN","13-14","CIP","15.1204","394"
"CEN","14-15","CIP","15.1204","458"
"CEN","15-16","CIP","15.1204","506"
"CEN","12-13","CIP","16.1701","86"
"CEN","13-14","CIP","16.1701","117"
"CEN","14-15","CIP","16.1701","120"
"CEN","15-16","CIP","16.1701","74"
"CEN","12-13","CIP","19.0505","156"
"CEN","13-14","CIP","19.0505","129"
"CEN","14-15","CIP","19.0505","128"
"CEN","15-16","CIP","19.0505","103"
"CEN","12-13","CIP","19.0706",
"CEN","13-14","CIP","19.0706","28"
"CEN","14-15","CIP","19.0706","34"
"CEN","15-16","CIP","19.0706","26"
"CEN","12-13","CIP","19.0707","60"
"CEN","13-14","CIP","19.0707","61"
"CEN","14-15","CIP","19.0707","61"
"CEN","15-16","CIP","19.0707","58"
"CEN","12-13","CIP","19.0709","485"
"CEN","13-14","CIP","19.0709","453"
"CEN","14-15","CIP","19.0709","455"
"CEN","15-16","CIP","19.0709","421"
"CEN","12-13","CIP","22.0301","39"
"CEN","13-14","CIP","22.0301","43"
"CEN","14-15","CIP","22.0301","25"
"CEN","15-16","CIP","22.0301","34"
"CEN","12-13","CIP","22.0399",
"CEN","13-14","CIP","22.0399","29"
"CEN","14-15","CIP","22.0399","26"
"CEN","15-16","CIP","22.0399","18"
"CEN","12-13","CIP","22.9999","149"
"CEN","13-14","CIP","22.9999","174"
"CEN","14-15","CIP","22.9999","136"
"CEN","15-16","CIP","22.9999","111"
"CEN","12-13","CIP","24.0102","220"
"CEN","13-14","CIP","24.0102","57"
"CEN","14-15","CIP","24.0102","56"
"CEN","15-16","CIP","24.0102","41"
"CEN","12-13","CIP","31.0101","74"
"CEN","13-14","CIP","31.0101","76"
"CEN","14-15","CIP","31.0101","58"
"CEN","15-16","CIP","31.0101","50"
"CEN","12-13","CIP","41.0101","439"
"CEN","13-14","CIP","41.0101","466"
"CEN","14-15","CIP","41.0101","502"
"CEN","15-16","CIP","41.0101","520"
"CEN","12-13","CIP","43.0107","446"
"CEN","13-14","CIP","43.0107","408"
"CEN","14-15","CIP","43.0107","378"
"CEN","15-16","CIP","43.0107","358"
"CEN","12-13","CIP","43.0199","212"
"CEN","13-14","CIP","43.0199","228"
"CEN","14-15","CIP","43.0199","202"
"CEN","15-16","CIP","43.0199","200"
"CEN","12-13","CIP","43.0203",
"CEN","13-14","CIP","43.0203","27"
"CEN","14-15","CIP","43.0203","32"
"CEN","15-16","CIP","43.0203","33"
"CEN","12-13","CIP","44.0701","279"
"CEN","13-14","CIP","44.0701","292"
"CEN","14-15","CIP","44.0701","289"
"CEN","15-16","CIP","44.0701","291"
"CEN","12-13","CIP","44.0702","342"
"CEN","13-14","CIP","44.0702","326"
"CEN","14-15","CIP","44.0702","305"
"CEN","15-16","CIP","44.0702","302"
"CEN","12-13","CIP","47.0104","22"
"CEN","13-14","CIP","47.0104","20"
"CEN","14-15","CIP","47.0104","19"
"CEN","15-16","CIP","47.0104","20"
"CEN","12-13","CIP","47.0302","63"
"CEN","13-14","CIP","47.0302","67"
"CEN","14-15","CIP","47.0302","65"
"CEN","15-16","CIP","47.0302","61"
"CEN","12-13","CIP","47.0603","72"
"CEN","13-14","CIP","47.0603","80"
"CEN","14-15","CIP","47.0603","76"
"CEN","15-16","CIP","47.0603","68"
"CEN","12-13","CIP","47.0604","355"
"CEN","13-14","CIP","47.0604","461"
"CEN","14-15","CIP","47.0604","547"
"CEN","15-16","CIP","47.0604","568"
"CEN","12-13","CIP","47.0607","270"
"CEN","13-14","CIP","47.0607","283"
"CEN","14-15","CIP","47.0607","324"
"CEN","15-16","CIP","47.0607","315"
"CEN","12-13","CIP","47.0609","79"
"CEN","13-14","CIP","47.0609","101"
"CEN","14-15","CIP","47.0609","112"
"CEN","15-16","CIP","47.0609","136"
"CEN","12-13","CIP","47.0611","25"
"CEN","13-14","CIP","47.0611","32"
"CEN","14-15","CIP","47.0611","28"
"CEN","15-16","CIP","47.0611","28"
"CEN","12-13","CIP","47.0613","64"
"CEN","13-14","CIP","47.0613","76"
"CEN","14-15","CIP","47.0613","81"
"CEN","15-16","CIP","47.0613","75"
"CEN","12-13","CIP","50.0409","69"
"CEN","13-14","CIP","50.0409","67"
"CEN","14-15","CIP","50.0409","79"
"CEN","15-16","CIP","50.0409","75"
"CEN","12-13","CIP","50.0702","51"
"CEN","13-14","CIP","50.0702","52"
"CEN","14-15","CIP","50.0702","51"
"CEN","15-16","CIP","50.0702","41"
"CEN","12-13","CIP","50.9999","63"
"CEN","13-14","CIP","50.9999","60"
"CEN","14-15","CIP","50.9999","50"
"CEN","15-16","CIP","50.9999","58"
"CEN","12-13","CIP","51.0705","209"
"CEN","13-14","CIP","51.0705","179"
"CEN","14-15","CIP","51.0705","184"
"CEN","15-16","CIP","51.0705","187"
"CEN","12-13","CIP","51.0803","88"
"CEN","13-14","CIP","51.0803","77"
"CEN","14-15","CIP","51.0803","78"
"CEN","15-16","CIP","51.0803","72"
"CEN","12-13","CIP","51.0805","196"
"CEN","13-14","CIP","51.0805","185"
"CEN","14-15","CIP","51.0805","198"
"CEN","15-16","CIP","51.0805","170"
"CEN","12-13","CIP","51.0904","80"
"CEN","13-14","CIP","51.0904","82"
"CEN","14-15","CIP","51.0904","75"
"CEN","15-16","CIP","51.0904","67"
"CEN","12-13","CIP","51.1004","74"
"CEN","13-14","CIP","51.1004","81"
"CEN","14-15","CIP","51.1004","85"
"CEN","15-16","CIP","51.1004","80"
"CEN","12-13","CIP","51.1199","20"
"CEN","13-14","CIP","51.1199","17"
"CEN","14-15","CIP","51.1199","41"
"CEN","15-16","CIP","51.1199","37"
"CEN","12-13","CIP","51.1601","484"
"CEN","13-14","CIP","51.1601","452"
"CEN","14-15","CIP","51.1601","446"
"CEN","15-16","CIP","51.1601","497"
"CEN","12-13","CIP","51.1613","637"
"CEN","13-14","CIP","51.1613","682"
"CEN","14-15","CIP","51.1613","743"
"CEN","15-16","CIP","51.1613","900"
"CEN","12-13","CIP","51.2206",
"CEN","13-14","CIP","51.2206","60"
"CEN","14-15","CIP","51.2206","66"
"CEN","15-16","CIP","51.2206","68"
"CEN","12-13","CIP","51.2207","52"
"CEN","13-14","CIP","51.2207",
"CEN","14-15","CIP","51.2207",
"CEN","15-16","CIP","51.2207",
"CEN","12-13","CIP","51.2601","83"
"CEN","13-14","CIP","51.2601","83"
"CEN","14-15","CIP","51.2601","74"
"CEN","15-16","CIP","51.2601","78"
"CEN","12-13","CIP","51.2706","33"
"CEN","13-14","CIP","51.2706","58"
"CEN","14-15","CIP","51.2706","47"
"CEN","15-16","CIP","51.2706","49"
"CEN","12-13","CIP","51.3501","77"
"CEN","13-14","CIP","51.3501","66"
"CEN","14-15","CIP","51.3501","53"
"CEN","15-16","CIP","51.3501","69"
"CEN","12-13","CIP","52.0101","174"
"CEN","13-14","CIP","52.0101","158"
"CEN","14-15","CIP","52.0101","159"
"CEN","15-16","CIP","52.0101","174"
"CEN","12-13","CIP","52.0201","231"
"CEN","13-14","CIP","52.0201","313"
"CEN","14-15","CIP","52.0201","304"
"CEN","15-16","CIP","52.0201","233"
"CEN","12-13","CIP","52.0205","139"
"CEN","13-14","CIP","52.0205","142"
"CEN","14-15","CIP","52.0205","113"
"CEN","15-16","CIP","52.0205","103"
"CEN","12-13","CIP","52.0207",
"CEN","13-14","CIP","52.0207","12"
"CEN","14-15","CIP","52.0207",
"CEN","15-16","CIP","52.0207",
"CEN","12-13","CIP","52.0299",
"CEN","13-14","CIP","52.0299","37"
"CEN","14-15","CIP","52.0299","34"
"CEN","15-16","CIP","52.0299","44"
"CEN","12-13","CIP","52.0301",
"CEN","13-14","CIP","52.0301","48"
"CEN","14-15","CIP","52.0301","38"
"CEN","15-16","CIP","52.0301","51"
"CEN","12-13","CIP","52.0302","38"
"CEN","13-14","CIP","52.0302","27"
"CEN","14-15","CIP","52.0302","23"
"CEN","15-16","CIP","52.0302",
"CEN","12-13","CIP","52.0305","721"
"CEN","13-14","CIP","52.0305","682"
"CEN","14-15","CIP","52.0305","452"
"CEN","15-16","CIP","52.0305","386"
"CEN","12-13","CIP","52.0402","44"
"CEN","13-14","CIP","52.0402","58"
"CEN","14-15","CIP","52.0402","57"
"CEN","15-16","CIP","52.0402","39"
"CEN","12-13","CIP","52.0408","29"
"CEN","13-14","CIP","52.0408","29"
"CEN","14-15","CIP","52.0408","24"
"CEN","15-16","CIP","52.0408","30"
"CEN","12-13","CIP","52.0501","70"
"CEN","13-14","CIP","52.0501","71"
"CEN","14-15","CIP","52.0501","69"
"CEN","15-16","CIP","52.0501","68"
"CEN","12-13","CIP","52.0901","116"
"CEN","13-14","CIP","52.0901","152"
"CEN","14-15","CIP","52.0901","117"
"CEN","15-16","CIP","52.0901","69"
"CEN","12-13","CIP","52.0903","26"
"CEN","13-14","CIP","52.0903","41"
"CEN","14-15","CIP","52.0903","21"
"CEN","15-16","CIP","52.0903","24"
"CEN","12-13","CIP","52.0904",
"CEN","13-14","CIP","52.0904","439"
"CEN","14-15","CIP","52.0904","402"
"CEN","15-16","CIP","52.0904","385"
"CEN","12-13","CIP","52.0905","31"
"CEN","13-14","CIP","52.0905",
"CEN","14-15","CIP","52.0905",
"CEN","15-16","CIP","52.0905",
"CEN","12-13","CIP","52.0906","364"
"CEN","13-14","CIP","52.0906",
"CEN","14-15","CIP","52.0906",
"CEN","15-16","CIP","52.0906",
"CEN","12-13","CIP","52.1001","246"
"CEN","13-14","CIP","52.1001","233"
"CEN","14-15","CIP","52.1001","224"
"CEN","15-16","CIP","52.1001","262"
"CEN","12-13","CIP","52.1101","144"
"CEN","13-14","CIP","52.1101","187"
"CEN","14-15","CIP","52.1101","177"
"CEN","15-16","CIP","52.1101","213"
"CEN","12-13","CIP","52.1401","255"
"CEN","13-14","CIP","52.1401","235"
"CEN","14-15","CIP","52.1401","229"
"CEN","15-16","CIP","52.1401","235"
"CEN","12-13","CIP","52.1801",
"CEN","13-14","CIP","52.1801","15"
"CEN","14-15","CIP","52.1801","21"
"CEN","15-16","CIP","52.1801","33"
"CEN","12-13","CIP","52.9999","146"
"CEN","13-14","CIP","52.9999",
"CEN","14-15","CIP","52.9999",
"CEN","15-16","CIP","52.9999",
"CEN","12-13","CIP","NC","1895"
"CEN","13-14","CIP","NC","1750"
"CEN","14-15","CIP","NC","2243"
"CEN","15-16","CIP","NC","2747"
"CFD","12-13","CIP","03.0299","60"
"CFD","13-14","CIP","03.0299","62"
"CFD","14-15","CIP","03.0299","53"
"CFD","15-16","CIP","03.0299","50"
"CFD","12-13","CIP","09.0701","45"
"CFD","13-14","CIP","09.0701","43"
"CFD","14-15","CIP","09.0701","51"
"CFD","15-16","CIP","09.0701","33"
"CFD","12-13","CIP","11.0801","106"
"CFD","13-14","CIP","11.0801","84"
"CFD","14-15","CIP","11.0801","0"
"CFD","15-16","CIP","11.0801","0"
"CFD","12-13","CIP","12.0504","51"
"CFD","13-14","CIP","12.0504","52"
"CFD","14-15","CIP","12.0504","59"
"CFD","15-16","CIP","12.0504","52"
"CFD","12-13","CIP","13.1501","21"
"CFD","13-14","CIP","13.1501",
"CFD","14-15","CIP","13.1501",
"CFD","15-16","CIP","13.1501",
"CFD","12-13","CIP","15.0201","82"
"CFD","13-14","CIP","15.0201","82"
"CFD","14-15","CIP","15.0201","81"
"CFD","15-16","CIP","15.0201","79"
"CFD","12-13","CIP","15.0303","32"
"CFD","13-14","CIP","15.0303","34"
"CFD","14-15","CIP","15.0303","28"
"CFD","15-16","CIP","15.0303",
"CFD","12-13","CIP","15.0801","32"
"CFD","13-14","CIP","15.0801","54"
"CFD","14-15","CIP","15.0801","93"
"CFD","15-16","CIP","15.0801","113"
"CFD","12-13","CIP","15.0805","12"
"CFD","13-14","CIP","15.0805","30"
"CFD","14-15","CIP","15.0805","12"
"CFD","15-16","CIP","15.0805","50"
"CFD","12-13","CIP","19.0701","48"
"CFD","13-14","CIP","19.0701","66"
"CFD","14-15","CIP","19.0701","58"
"CFD","15-16","CIP","19.0701","76"
"CFD","12-13","CIP","19.0707","57"
"CFD","13-14","CIP","19.0707","61"
"CFD","14-15","CIP","19.0707","54"
"CFD","15-16","CIP","19.0707","79"
"CFD","12-13","CIP","19.0709","136"
"CFD","13-14","CIP","19.0709","123"
"CFD","14-15","CIP","19.0709","111"
"CFD","15-16","CIP","19.0709","122"
"CFD","12-13","CIP","21.0101","53"
"CFD","13-14","CIP","21.0101","71"
"CFD","14-15","CIP","21.0101","28"
"CFD","15-16","CIP","21.0101","36"
"CFD","12-13","CIP","24.0102","167"
"CFD","13-14","CIP","24.0102","130"
