"School","Year","Level","Metric","Value","Headcount"
"TOR","15-16","U","CIP","60.0252",26
"TOR","12-13","U","CIP","60.0253",43
"TOR","13-14","U","CIP","60.0253",42
"TOR","14-15","U","CIP","60.0253",41
"TOR","15-16","U","CIP","60.0253",43
"TOR","12-13","U","CIP","60.0255",209
"TOR","13-14","U","CIP","60.0255",217
"TOR","14-15","U","CIP","60.0255",228
"TOR","15-16","U","CIP","60.0255",230
"TOR","12-13","U","CIP","60.0256",22
"TOR","13-14","U","CIP","60.0256",17
"TOR","14-15","U","CIP","60.0256",20
"TOR","15-16","U","CIP","60.0256",19
"TOR","12-13","U","CIP","60.0257",36
"TOR","13-14","U","CIP","60.0257",40
"TOR","14-15","U","CIP","60.0257",36
"TOR","15-16","U","CIP","60.0257",42
"TOR","12-13","U","CIP","60.0258",46
"TOR","13-14","U","CIP","60.0258",54
"TOR","14-15","U","CIP","60.0258",49
"TOR","15-16","U","CIP","60.0258",63
"TOR","12-13","U","CIP","60.0260",33
"TOR","13-14","U","CIP","60.0260",31
"TOR","14-15","U","CIP","60.0260",41
"TOR","15-16","U","CIP","60.0260",42
"TOR","12-13","U","CIP","60.0262",25
"TOR","13-14","U","CIP","60.0262",29
"TOR","14-15","U","CIP","60.0262",30
"TOR","15-16","U","CIP","60.0262",28
"TOR","12-13","U","CIP","60.0263",40
"TOR","13-14","U","CIP","60.0263",42
"TOR","14-15","U","CIP","60.0263",50
"TOR","15-16","U","CIP","60.0263",51
"TOR","12-13","U","CIP","60.0264",12
"TOR","13-14","U","CIP","60.0264",16
"TOR","14-15","U","CIP","60.0264",20
"TOR","15-16","U","CIP","60.0264",19
"TOR","12-13","U","CIP","60.0266",23
"TOR","13-14","U","CIP","60.0266",29
"TOR","14-15","U","CIP","60.0266",29
"TOR","15-16","U","CIP","60.0266",28
"TOR","12-13","U","CIP","60.0299",249
"TOR","13-14","U","CIP","60.0299",282
"TOR","14-15","U","CIP","60.0299",278
"TOR","15-16","U","CIP","60.0299",307
"TRE","12-13","U","CIP","01.1001",25
"TRE","13-14","U","CIP","01.1001",31
"TRE","14-15","U","CIP","01.1001",35
"TRE","15-16","U","CIP","01.1001",33
"TRE","12-13","U","CIP","03.0103",128
"TRE","13-14","U","CIP","03.0103",130
"TRE","14-15","U","CIP","03.0103",127
"TRE","15-16","U","CIP","03.0103",122
"TRE","12-13","U","CIP","03.0104",297
"TRE","12-13","G","CIP","03.0104",158
"TRE","13-14","U","CIP","03.0104",282
"TRE","13-14","G","CIP","03.0104",154
"TRE","14-15","U","CIP","03.0104",211
"TRE","14-15","G","CIP","03.0104",147
"TRE","15-16","U","CIP","03.0104",308
"TRE","15-16","G","CIP","03.0104",138
"TRE","12-13","U","CIP","05.0115",20
"TRE","12-13","G","CIP","05.0115",43
"TRE","13-14","U","CIP","05.0115",18
"TRE","13-14","G","CIP","05.0115",42
"TRE","14-15","U","CIP","05.0115",23
"TRE","14-15","G","CIP","05.0115",35
"TRE","15-16","U","CIP","05.0115",40
"TRE","15-16","G","CIP","05.0115",37
"TRE","12-13","U","CIP","05.0202",52
"TRE","12-13","G","CIP","05.0202",33
"TRE","13-14","U","CIP","05.0202",62
"TRE","13-14","G","CIP","05.0202",30
"TRE","14-15","U","CIP","05.0202",62
"TRE","14-15","G","CIP","05.0202",29
"TRE","15-16","U","CIP","05.0202",57
"TRE","15-16","G","CIP","05.0202",32
"TRE","12-13","U","CIP","05.0207",17
"TRE","13-14","U","CIP","05.0207",23
"TRE","14-15","U","CIP","05.0207",23
"TRE","15-16","U","CIP","05.0207",20
"TRE","12-13","U","CIP","05.9999",119
"TRE","12-13","G","CIP","05.9999",22
"TRE","13-14","U","CIP","05.9999",98
"TRE","13-14","G","CIP","05.9999",24
"TRE","14-15","U","CIP","05.9999",68
"TRE","14-15","G","CIP","05.9999",23
"TRE","15-16","U","CIP","05.9999",86
"TRE","15-16","G","CIP","05.9999",23
"TRE","12-13","U","CIP","09.0102",14
"TRE","13-14","U","CIP","09.0102",40
"TRE","14-15","U","CIP","09.0102",55
"TRE","15-16","U","CIP","09.0102",68
"TRE","12-13","U","CIP","09.0401",27
"TRE","13-14","U","CIP","09.0401",30
"TRE","14-15","U","CIP","09.0401",36
"TRE","15-16","U","CIP","09.0401",28
"TRE","12-13","U","CIP","11.0101",81
"TRE","13-14","U","CIP","11.0101",101
"TRE","14-15","U","CIP","11.0101",116
"TRE","15-16","U","CIP","11.0101",130
"TRE","14-15","U","CIP","12.",57
"TRE","12-13","U","CIP","13.1299",270
"TRE","13-14","U","CIP","13.1299",233
"TRE","14-15","U","CIP","13.1299",242
"TRE","15-16","U","CIP","13.1299",132
"TRE","12-13","U","CIP","13.1302",182
"TRE","13-14","U","CIP","13.1302",166
"TRE","14-15","U","CIP","13.1302",133
"TRE","15-16","U","CIP","13.1302",109
"TRE","12-13","U","CIP","13.1316",26
"TRE","13-14","U","CIP","13.1316",32
"TRE","14-15","U","CIP","13.1316",19
"TRE","15-16","U","CIP","13.1316",14
"TRE","12-13","G","CIP","14.3101",15
"TRE","13-14","G","CIP","14.3101",13
"TRE","14-15","G","CIP","14.3101",12
"TRE","15-16","G","CIP","14.3101",11
"TRE","12-13","U","CIP","23.0101",379
"TRE","12-13","G","CIP","23.0101",21
"TRE","13-14","U","CIP","23.0101",373
"TRE","13-14","G","CIP","23.0101",21
"TRE","14-15","U","CIP","23.0101",346
"TRE","14-15","G","CIP","23.0101",21
"TRE","15-16","U","CIP","23.0101",319
"TRE","15-16","G","CIP","23.0101",12
"TRE","12-13","U","CIP","24.0102",430
"TRE","13-14","U","CIP","24.0102",416
"TRE","14-15","U","CIP","24.0102",344
"TRE","15-16","U","CIP","24.0102",352
"TRE","12-13","U","CIP","26.0101",543
"TRE","13-14","U","CIP","26.0101",597
"TRE","14-15","U","CIP","26.0101",627
"TRE","15-16","U","CIP","26.0101",671
"TRE","12-13","U","CIP","26.0202",112
"TRE","13-14","U","CIP","26.0202",127
"TRE","14-15","U","CIP","26.0202",135
"TRE","15-16","U","CIP","26.0202",146
"TRE","12-13","U","CIP","30.2202",57
"TRE","13-14","U","CIP","30.2202",46
"TRE","14-15","U","CIP","30.2202",46
"TRE","15-16","U","CIP","30.2202",44
"TRE","12-13","G","CIP","30.9999",35
"TRE","13-14","G","CIP","30.9999",35
"TRE","14-15","G","CIP","30.9999",36
"TRE","15-16","G","CIP","30.9999",46
"TRE","14-15","U","CIP","31.0501",42
"TRE","15-16","U","CIP","31.0501",66
"TRE","12-13","U","CIP","38.0101",61
"TRE","13-14","U","CIP","38.0101",57
"TRE","14-15","U","CIP","38.0101",47
"TRE","15-16","U","CIP","38.0101",46
"TRE","12-13","G","CIP","38.0199",22
"TRE","13-14","G","CIP","38.0199",26
"TRE","14-15","G","CIP","38.0199",18
"TRE","15-16","G","CIP","38.0199",11
"TRE","12-13","U","CIP","40.0501",66
"TRE","13-14","U","CIP","40.0501",71
"TRE","14-15","U","CIP","40.0501",66
"TRE","15-16","U","CIP","40.0501",76
"TRE","13-14","U","CIP","40.0508",10
"TRE","12-13","U","CIP","40.0599",14
"TRE","13-14","U","CIP","40.0599",18
"TRE","14-15","U","CIP","40.0599",18
"TRE","15-16","U","CIP","40.0599",25
"TRE","12-13","U","CIP","40.0801",28
"TRE","13-14","U","CIP","40.0801",35
"TRE","14-15","U","CIP","40.0801",30
"TRE","15-16","U","CIP","40.0801",30
"TRE","12-13","U","CIP","40.0810",67
"TRE","13-14","U","CIP","40.0810",53
"TRE","14-15","U","CIP","40.0810",53
"TRE","15-16","U","CIP","40.0810",69
"TRE","12-13","U","CIP","42.0101",710
"TRE","12-13","G","CIP","42.0101",19
"TRE","13-14","U","CIP","42.0101",683
"TRE","13-14","G","CIP","42.0101",26
"TRE","14-15","U","CIP","42.0101",668
"TRE","14-15","G","CIP","42.0101",27
"TRE","15-16","U","CIP","42.0101",653
"TRE","15-16","G","CIP","42.0101",26
"TRE","12-13","U","CIP","43.0106",183
"TRE","13-14","U","CIP","43.0106",240
"TRE","14-15","U","CIP","43.0106",280
"TRE","15-16","U","CIP","43.0106",295
"TRE","14-15","U","CIP","44.07",79
"TRE","15-16","U","CIP","44.0701",207
"TRE","12-13","U","CIP","45.0201",152
"TRE","12-13","G","CIP","45.0201",23
"TRE","13-14","U","CIP","45.0201",153
"TRE","13-14","G","CIP","45.0201",22
"TRE","14-15","U","CIP","45.0201",138
"TRE","14-15","G","CIP","45.0201",19
"TRE","15-16","U","CIP","45.0201",137
"TRE","15-16","G","CIP","45.0201",23
"TRE","12-13","U","CIP","45.0301",64
"TRE","13-14","U","CIP","45.0301",75
"TRE","14-15","U","CIP","45.0301",84
"TRE","15-16","U","CIP","45.0301",84
"TRE","12-13","U","CIP","45.0601",81
"TRE","13-14","U","CIP","45.0601",74
"TRE","14-15","U","CIP","45.0601",78
"TRE","15-16","U","CIP","45.0601",78
"TRE","13-14","U","CIP","45.0603",10
"TRE","14-15","U","CIP","45.0603",10
"TRE","12-13","U","CIP","45.0604",145
"TRE","13-14","U","CIP","45.0604",115
"TRE","14-15","U","CIP","45.0604",109
"TRE","15-16","U","CIP","45.0604",110
"TRE","12-13","U","CIP","45.0701",77
"TRE","13-14","U","CIP","45.0701",73
"TRE","14-15","U","CIP","45.0701",81
"TRE","15-16","U","CIP","45.0701",82
"TRE","12-13","U","CIP","45.1001",64
"TRE","13-14","U","CIP","45.1001",79
"TRE","14-15","U","CIP","45.1001",69
"TRE","15-16","U","CIP","45.1001",67
"TRE","12-13","U","CIP","45.1101",219
"TRE","13-14","U","CIP","45.1101",221
"TRE","14-15","U","CIP","45.1101",209
"TRE","15-16","U","CIP","45.1101",177
"TRE","12-13","U","CIP","51.1601",613
"TRE","13-14","U","CIP","51.1601",664
"TRE","14-15","U","CIP","51.1601",742
"TRE","15-16","U","CIP","51.1601",772
"TRE","12-13","U","CIP","52.0201",569
"TRE","13-14","U","CIP","52.0201",603
"TRE","14-15","U","CIP","52.0201",650
"TRE","15-16","U","CIP","52.0201",686
"TRE","12-13","U","CIP","54.0101",396
"TRE","12-13","G","CIP","54.0101",24
"TRE","13-14","U","CIP","54.0101",367
"TRE","13-14","G","CIP","54.0101",24
"TRE","14-15","U","CIP","54.0101",299
"TRE","14-15","G","CIP","54.0101",12
"TRE","15-16","U","CIP","54.0101",272
"TRE","15-16","G","CIP","54.0101",13
"TRE","12-13","U","CIP","55.0101",81
"TRE","13-14","U","CIP","55.0101",67
"TRE","14-15","U","CIP","55.0101",54
"TRE","15-16","U","CIP","55.0101",59
"UOI","12-13","U","CIP","04.0301",21
"UOI","13-14","U","CIP","04.0301",44
"UOI","14-15","U","CIP","04.0301",49
"UOI","15-16","U","CIP","04.0301",46
"UOI","12-13","U","CIP","09.0101",263
"UOI","13-14","U","CIP","09.0101",243
"UOI","14-15","U","CIP","09.0101",214
"UOI","15-16","U","CIP","09.0101",186
"UOI","12-13","U","CIP","11.0103",543
"UOI","13-14","U","CIP","11.0103",536
"UOI","14-15","U","CIP","11.0103",570
"UOI","15-16","U","CIP","11.0103",499
"UOI","12-13","U","CIP","11.0701",114
"UOI","12-13","G","CIP","11.0701",37
"UOI","13-14","U","CIP","11.0701",143
"UOI","13-14","G","CIP","11.0701",46
"UOI","14-15","U","CIP","11.0701",150
"UOI","14-15","G","CIP","11.0701",58
"UOI","15-16","U","CIP","11.0701",181
"UOI","15-16","G","CIP","11.0701",47
"UOI","13-14","G","CIP","11.1003",14
"UOI","15-16","G","CIP","11.1003",16
"UOI","12-13","U","CIP","13.0101",238
"UOI","12-13","G","CIP","13.0101",21
"UOI","13-14","U","CIP","13.0101",251
"UOI","13-14","G","CIP","13.0101",22
"UOI","14-15","U","CIP","13.0101",259
"UOI","14-15","G","CIP","13.0101",16
"UOI","15-16","U","CIP","13.0101",142
"UOI","15-16","G","CIP","13.0101",36
"UOI","15-16","U","CIP","13.0501",20
"UOI","12-13","U","CIP","14.0903",140
"UOI","13-14","U","CIP","14.0903",157
"UOI","14-15","U","CIP","14.0903",185
"UOI","15-16","U","CIP","14.0903",236
"UOI","12-13","U","CIP","14.1001",337
"UOI","12-13","G","CIP","14.1001",40
"UOI","13-14","U","CIP","14.1001",365
"UOI","13-14","G","CIP","14.1001",50
"UOI","14-15","U","CIP","14.1001",426
"UOI","14-15","G","CIP","14.1001",78
"UOI","15-16","U","CIP","14.1001",448
"UOI","15-16","G","CIP","14.1001",79
"UOI","12-13","U","CIP","14.1901",590
"UOI","12-13","G","CIP","14.1901",64
"UOI","13-14","U","CIP","14.1901",666
"UOI","13-14","G","CIP","14.1901",64
"UOI","14-15","U","CIP","14.1901",769
"UOI","14-15","G","CIP","14.1901",64
"UOI","15-16","U","CIP","14.1901",873
"UOI","15-16","G","CIP","14.1901",58
"UOI","12-13","U","CIP","14.2301",295
"UOI","12-13","G","CIP","14.2301",39
"UOI","13-14","U","CIP","14.2301",315
"UOI","13-14","G","CIP","14.2301",37
"UOI","14-15","U","CIP","14.2301",292
"UOI","14-15","G","CIP","14.2301",34
"UOI","15-16","U","CIP","14.2301",285
"UOI","15-16","G","CIP","14.2301",29
"UOI","13-14","G","CIP","14.3101",12
"UOI","15-16","G","CIP","14.3101",14
"UOI","12-13","U","CIP","14.3601",53
"UOI","13-14","U","CIP","14.3601",66
"UOI","14-15","U","CIP","14.3601",78
"UOI","15-16","U","CIP","14.3601",55
"UOI","12-13","U","CIP","14.9999",276
"UOI","12-13","G","CIP","14.9999",14
"UOI","13-14","U","CIP","14.9999",306
"UOI","13-14","G","CIP","14.9999",16
"UOI","14-15","U","CIP","14.9999",292
"UOI","14-15","G","CIP","14.9999",15
"UOI","15-16","U","CIP","14.9999",268
"UOI","15-16","G","CIP","14.9999",23
"UOI","12-13","U","CIP","22.0000",238
"UOI","13-14","U","CIP","22.0000",241
"UOI","14-15","U","CIP","22.0000",221
"UOI","15-16","U","CIP","22.0000",203
"UOI","12-13","U","CIP","26.0101",536
"UOI","12-13","G","CIP","26.0101",29
"UOI","13-14","U","CIP","26.0101",561
"UOI","13-14","G","CIP","26.0101",31
"UOI","14-15","U","CIP","26.0101",552
"UOI","14-15","G","CIP","26.0101",29
"UOI","15-16","U","CIP","26.0101",462
"UOI","15-16","G","CIP","26.0101",28
"UOI","12-13","U","CIP","27.0301",59
"UOI","13-14","U","CIP","27.0301",51
"UOI","14-15","U","CIP","27.0301",44
"UOI","15-16","U","CIP","27.0301",34
"UOI","14-15","G","CIP","27.0303",12
"UOI","15-16","G","CIP","27.0303",15
"UOI","12-13","U","CIP","40.0501",163
"UOI","13-14","U","CIP","40.0501",164
"UOI","14-15","U","CIP","40.0501",177
"UOI","15-16","U","CIP","40.0501",177
"UOI","12-13","U","CIP","40.0801",58
"UOI","13-14","U","CIP","40.0801",49
"UOI","14-15","U","CIP","40.0801",57
"UOI","15-16","U","CIP","40.0801",72
"UOI","12-13","U","CIP","41.0205",20
"UOI","13-14","U","CIP","41.0205",12
"UOI","12-13","U","CIP","42.2601",203
"UOI","13-14","U","CIP","42.2601",269
"UOI","14-15","U","CIP","42.2601",367
"UOI","15-16","U","CIP","42.2601",165
"UOI","15-16","U","CIP","42.2812",235
"UOI","12-13","U","CIP","43.0106",117
"UOI","13-14","U","CIP","43.0106",121
"UOI","14-15","U","CIP","43.0106",117
"UOI","15-16","U","CIP","43.0106",136
"UOI","12-13","U","CIP","44.0501",35
"UOI","13-14","U","CIP","44.0501",11
"UOI","12-13","U","CIP","45.0401",997
"UOI","12-13","G","CIP","45.0401",29
"UOI","13-14","U","CIP","45.0401",1142
"UOI","13-14","G","CIP","45.0401",27
"UOI","14-15","U","CIP","45.0401",995
"UOI","14-15","G","CIP","45.0401",24
"UOI","15-16","U","CIP","45.0401",846
"UOI","15-16","G","CIP","45.0401",24
"UOI","12-13","U","CIP","51.0000",673
"UOI","12-13","G","CIP","51.0000",26
"UOI","13-14","U","CIP","51.0000",747
"UOI","13-14","G","CIP","51.0000",37
"UOI","14-15","U","CIP","51.0000",810
"UOI","14-15","G","CIP","51.0000",47
"UOI","15-16","U","CIP","51.0000",876
"UOI","15-16","G","CIP","51.0000",47
"UOI","12-13","U","CIP","51.1005",143
"UOI","13-14","U","CIP","51.1005",147
"UOI","14-15","U","CIP","51.1005",150
"UOI","15-16","U","CIP","51.1005",157
"UOI","12-13","U","CIP","51.1601",671
"UOI","13-14","U","CIP","51.1601",687
"UOI","14-15","U","CIP","51.1601",673
"UOI","15-16","U","CIP","51.1601",691
"UOI","12-13","U","CIP","51.2205",33
"UOI","13-14","U","CIP","51.2205",38
"UOI","14-15","U","CIP","51.2205",43
"UOI","15-16","U","CIP","51.2205",38
"UOI","12-13","U","CIP","52.0101",1249
"UOI","13-14","U","CIP","52.0101",1197
"UOI","14-15","U","CIP","52.0101",1189
"UOI","15-16","U","CIP","52.0101",1162
"UOI","13-14","G","CIP","52.0201",12
"UOI","12-13","U","CIP","52.1001",51
"UOI","13-14","U","CIP","52.1001",54
"UOI","14-15","U","CIP","52.1001",40
"UOI","15-16","U","CIP","52.1001",50
"UOI","15-16","U","CIP","52.1401",62
"UOI","12-13","U","CIP","89.9992",18
"UOI","13-14","U","CIP","89.9992",12
"UOI","14-15","U","CIP","89.9992",21
"UOI","15-16","U","CIP","89.9992",10
"WAT","12-13","U","CIP","03.0103",555
"WAT","13-14","U","CIP","03.0103",549
"WAT","13-14","G","CIP","03.0103",13
"WAT","14-15","U","CIP","03.0103",579
"WAT","14-15","G","CIP","03.0103",12
"WAT","15-16","U","CIP","03.0103",582
"WAT","15-16","G","CIP","03.0103",18
"WAT","12-13","U","CIP","03.0104",86
"WAT","13-14","U","CIP","03.0104",104
"WAT","14-15","U","CIP","03.0104",115
"WAT","15-16","U","CIP","03.0104",121
"WAT","12-13","U","CIP","03.0201",398
"WAT","12-13","G","CIP","03.0201",67
"WAT","13-14","U","CIP","03.0201",358
"WAT","13-14","G","CIP","03.0201",79
"WAT","14-15","U","CIP","03.0201",335
"WAT","14-15","G","CIP","03.0201",80
"WAT","15-16","U","CIP","03.0201",335
"WAT","15-16","G","CIP","03.0201",88
"WAT","12-13","U","CIP","04.0201",370
"WAT","12-13","G","CIP","04.0201",90
"WAT","13-14","U","CIP","04.0201",356
"WAT","13-14","G","CIP","04.0201",77
"WAT","14-15","U","CIP","04.0201",368
"WAT","14-15","G","CIP","04.0201",106
"WAT","15-16","U","CIP","04.0201",364
"WAT","15-16","G","CIP","04.0201",112
"WAT","12-13","U","CIP","04.0301",425
"WAT","12-13","G","CIP","04.0301",72
"WAT","13-14","U","CIP","04.0301",434
"WAT","13-14","G","CIP","04.0301",74
"WAT","14-15","U","CIP","04.0301",487
"WAT","14-15","G","CIP","04.0301",73
"WAT","15-16","U","CIP","04.0301",513
"WAT","15-16","G","CIP","04.0301",73
"WAT","12-13","G","CIP","05.0125",10
"WAT","13-14","G","CIP","05.0125",15
"WAT","14-15","G","CIP","05.0125",12
"WAT","15-16","G","CIP","05.0125",14
"WAT","13-14","U","CIP","05.0207",12
"WAT","14-15","U","CIP","05.0207",10
"WAT","12-13","U","CIP","09.0101",141
"WAT","13-14","U","CIP","09.0101",153
"WAT","14-15","U","CIP","09.0101",155
"WAT","15-16","U","CIP","09.0101",138
"WAT","12-13","U","CIP","11.0701",2101
"WAT","12-13","G","CIP","11.0701",274
"WAT","13-14","U","CIP","11.0701",2195
"WAT","13-14","G","CIP","11.0701",258
"WAT","14-15","U","CIP","11.0701",2438
"WAT","14-15","G","CIP","11.0701",257
"WAT","15-16","U","CIP","11.0701",2477
"WAT","15-16","G","CIP","11.0701",266
"WAT","12-13","U","CIP","11.1099",27
"WAT","13-14","U","CIP","11.1099",22
"WAT","14-15","U","CIP","11.1099",23
"WAT","15-16","U","CIP","11.1099",18
"WAT","12-13","U","CIP","14.0101",221
"WAT","13-14","U","CIP","14.0101",194
"WAT","14-15","U","CIP","14.0101",208
"WAT","15-16","U","CIP","14.0101",167
"WAT","14-15","U","CIP","14.0501",42
"WAT","15-16","U","CIP","14.0501",92
"WAT","12-13","U","CIP","14.0701",680
"WAT","12-13","G","CIP","14.0701",136
"WAT","13-14","U","CIP","14.0701",715
"WAT","13-14","G","CIP","14.0701",148
"WAT","14-15","U","CIP","14.0701",722
"WAT","14-15","G","CIP","14.0701",132
"WAT","15-16","U","CIP","14.0701",702
"WAT","15-16","G","CIP","14.0701",141
"WAT","12-13","U","CIP","14.0801",611
"WAT","12-13","G","CIP","14.0801",201
"WAT","13-14","U","CIP","14.0801",616
"WAT","13-14","G","CIP","14.0801",204
"WAT","14-15","U","CIP","14.0801",619
"WAT","14-15","G","CIP","14.0801",194
"WAT","15-16","U","CIP","14.0801",616
"WAT","15-16","G","CIP","14.0801",198
"WAT","12-13","U","CIP","14.0901",682
"WAT","13-14","U","CIP","14.0901",737
"WAT","14-15","U","CIP","14.0901",850
"WAT","15-16","U","CIP","14.0901",953
"WAT","12-13","U","CIP","14.0903",517
"WAT","13-14","U","CIP","14.0903",573
"WAT","14-15","U","CIP","14.0903",599
"WAT","15-16","U","CIP","14.0903",594
"WAT","12-13","U","CIP","14.1001",915
"WAT","12-13","G","CIP","14.1001",476
"WAT","13-14","U","CIP","14.1001",835
"WAT","13-14","G","CIP","14.1001",419
"WAT","14-15","U","CIP","14.1001",754
"WAT","14-15","G","CIP","14.1001",398
"WAT","15-16","U","CIP","14.1001",673
"WAT","15-16","G","CIP","14.1001",404
"WAT","12-13","U","CIP","14.1401",249
"WAT","13-14","U","CIP","14.1401",253
"WAT","14-15","U","CIP","14.1401",237
"WAT","15-16","U","CIP","14.1401",248
"WAT","12-13","U","CIP","14.1901",911
"WAT","12-13","G","CIP","14.1901",235
"WAT","13-14","U","CIP","14.1901",976
"WAT","13-14","G","CIP","14.1901",239
"WAT","14-15","U","CIP","14.1901",993
"WAT","14-15","G","CIP","14.1901",238
"WAT","15-16","U","CIP","14.1901",1032
"WAT","15-16","G","CIP","14.1901",264
"WAT","12-13","U","CIP","14.2701",412
"WAT","12-13","G","CIP","14.2701",110
"WAT","13-14","U","CIP","14.2701",417
"WAT","13-14","G","CIP","14.2701",116
"WAT","14-15","U","CIP","14.2701",409
"WAT","14-15","G","CIP","14.2701",114
"WAT","15-16","U","CIP","14.2701",418
"WAT","15-16","G","CIP","14.2701",106
"WAT","12-13","U","CIP","14.3901",102
"WAT","13-14","U","CIP","14.3901",103
"WAT","14-15","U","CIP","14.3901",110
"WAT","15-16","U","CIP","14.3901",130
"WAT","15-16","U","CIP","14.4201",748
"WAT","12-13","U","CIP","14.9999",1114
"WAT","13-14","U","CIP","14.9999",1118
"WAT","14-15","U","CIP","14.9999",1182
"WAT","15-16","U","CIP","15.1601",480
"WAT","15-16","G","CIP","15.1601",153
"WAT","12-13","U","CIP","16.0500",10
"WAT","13-14","U","CIP","16.0500",10
"WAT","14-15","U","CIP","16.0500",11
"WAT","12-13","U","CIP","16.0905",16
"WAT","13-14","U","CIP","16.0905",20
"WAT","14-15","U","CIP","16.0905",20
"WAT","15-16","U","CIP","16.0905",10
"WAT","12-13","G","CIP","19.0702",10
"WAT","13-14","G","CIP","19.0702",13
"WAT","14-15","G","CIP","19.0702",15
"WAT","15-16","G","CIP","19.0702",19
"WAT","12-13","U","CIP","19.0704",45
"WAT","13-14","U","CIP","19.0704",47
"WAT","14-15","U","CIP","19.0704",37
"WAT","15-16","U","CIP","19.0704",37
"WAT","12-13","U","CIP","22.0000",281
"WAT","13-14","U","CIP","22.0000",293
"WAT","14-15","U","CIP","22.0000",272
"WAT","15-16","U","CIP","22.0000",285
"WAT","12-13","U","CIP","23.0101",289
"WAT","12-13","G","CIP","23.0101",92
"WAT","13-14","U","CIP","23.0101",277
"WAT","13-14","G","CIP","23.0101",95
"WAT","14-15","U","CIP","23.0101",266
"WAT","14-15","G","CIP","23.0101",83
"WAT","15-16","U","CIP","23.0101",246
"WAT","15-16","G","CIP","23.0101",77
"WAT","12-13","U","CIP","24.0101",111
"WAT","13-14","U","CIP","24.0101",112
"WAT","14-15","U","CIP","24.0101",118
"WAT","15-16","U","CIP","24.0101",108
"WAT","12-13","U","CIP","24.0102",1768
"WAT","13-14","U","CIP","24.0102",1702
"WAT","14-15","U","CIP","24.0102",1504
"WAT","15-16","U","CIP","24.0102",1374
"WAT","12-13","U","CIP","26.0101",563
"WAT","12-13","G","CIP","26.0101",113
"WAT","13-14","U","CIP","26.0101",634
"WAT","13-14","G","CIP","26.0101",96
"WAT","14-15","U","CIP","26.0101",592
"WAT","14-15","G","CIP","26.0101",88
"WAT","15-16","U","CIP","26.0101",635
"WAT","15-16","G","CIP","26.0101",80
"WAT","12-13","U","CIP","26.0202",338
"WAT","13-14","U","CIP","26.0202",406
"WAT","14-15","U","CIP","26.0202",438
