"Grade","Years","Sex","Credential","Field","Measure","Value"
2008,1,"F","DEG","FAR","P90",45000
2008,1,"F","DEG","FAR","P20",12400
2008,1,"F","DEG","FAR","P40",20600
2008,1,"F","DEG","FAR","P60",29500
2008,1,"F","DEG","FAR","P80",38500
2008,1,"F","DEG","FAR","P25",14400
2008,1,"F","DEG","FAR","P50",24000
2008,1,"F","DEG","FAR","P75",36700
2008,1,"F","DEG","FAR","Mean",26000
2008,1,"F","DEG","FAR","Mean L",24700
2008,1,"F","DEG","FAR","Mean H",27200
2008,1,"F","DEG","FAR","Count",500
2008,2,"F","DEG","FAR","P10",7500
2008,2,"F","DEG","FAR","P90",49000
2008,2,"F","DEG","FAR","P20",12700
2008,2,"F","DEG","FAR","P40",22600
2008,2,"F","DEG","FAR","P60",33400
2008,2,"F","DEG","FAR","P80",42700
2008,2,"F","DEG","FAR","P25",14100
2008,2,"F","DEG","FAR","P50",28000
2008,2,"F","DEG","FAR","P75",40100
2008,2,"F","DEG","FAR","Mean",28400
2008,2,"F","DEG","FAR","Mean L",26900
2008,2,"F","DEG","FAR","Mean H",29900
2008,2,"F","DEG","FAR","Count",430
2008,3,"F","DEG","FAR","P10",8100
2008,3,"F","DEG","FAR","P90",52400
2008,3,"F","DEG","FAR","P20",13900
2008,3,"F","DEG","FAR","P40",24300
2008,3,"F","DEG","FAR","P60",33900
2008,3,"F","DEG","FAR","P80",44000
2008,3,"F","DEG","FAR","P25",16300
2008,3,"F","DEG","FAR","P50",29400
2008,3,"F","DEG","FAR","P75",41700
2008,3,"F","DEG","FAR","Mean",30100
2008,3,"F","DEG","FAR","Mean L",28400
2008,3,"F","DEG","FAR","Mean H",31900
2008,3,"F","DEG","FAR","Count",390
2008,4,"F","DEG","FAR","P10",8800
2008,4,"F","DEG","FAR","P90",57100
2008,4,"F","DEG","FAR","P20",14600
2008,4,"F","DEG","FAR","P40",25200
2008,4,"F","DEG","FAR","P60",38400
2008,4,"F","DEG","FAR","P80",49600
2008,4,"F","DEG","FAR","P25",17100
2008,4,"F","DEG","FAR","P50",31900
2008,4,"F","DEG","FAR","P75",45900
2008,4,"F","DEG","FAR","Mean",32700
2008,4,"F","DEG","FAR","Mean L",30800
2008,4,"F","DEG","FAR","Mean H",34600
2008,4,"F","DEG","FAR","Count",370
2008,5,"F","DEG","FAR","P10",9300
2008,5,"F","DEG","FAR","P90",61500
2008,5,"F","DEG","FAR","P20",15200
2008,5,"F","DEG","FAR","P40",27300
2008,5,"F","DEG","FAR","P60",41700
2008,5,"F","DEG","FAR","P80",53600
2008,5,"F","DEG","FAR","P25",19200
2008,5,"F","DEG","FAR","P50",35900
2008,5,"F","DEG","FAR","P75",49000
2008,5,"F","DEG","FAR","Mean",35800
2008,5,"F","DEG","FAR","Mean L",33500
2008,5,"F","DEG","FAR","Mean H",38000
2008,5,"F","DEG","FAR","Count",330
2009,1,"F","DEG","FAR","P10",7700
2009,1,"F","DEG","FAR","P90",46300
2009,1,"F","DEG","FAR","P20",11900
2009,1,"F","DEG","FAR","P40",18900
2009,1,"F","DEG","FAR","P60",27900
2009,1,"F","DEG","FAR","P80",40200
2009,1,"F","DEG","FAR","P25",13900
2009,1,"F","DEG","FAR","P50",22500
2009,1,"F","DEG","FAR","P75",37100
2009,1,"F","DEG","FAR","Mean",26000
2009,1,"F","DEG","FAR","Mean L",24500
2009,1,"F","DEG","FAR","Mean H",27400
2009,1,"F","DEG","FAR","Count",510
2009,2,"F","DEG","FAR","P10",8000
2009,2,"F","DEG","FAR","P90",50900
2009,2,"F","DEG","FAR","P20",13500
2009,2,"F","DEG","FAR","P40",22100
2009,2,"F","DEG","FAR","P60",33800
2009,2,"F","DEG","FAR","P80",44100
2009,2,"F","DEG","FAR","P25",15300
2009,2,"F","DEG","FAR","P50",28000
2009,2,"F","DEG","FAR","P75",42200
2009,2,"F","DEG","FAR","Mean",29900
2009,2,"F","DEG","FAR","Mean L",27500
2009,2,"F","DEG","FAR","Mean H",32200
2009,2,"F","DEG","FAR","Count",450
2009,3,"F","DEG","FAR","P10",10400
2009,3,"F","DEG","FAR","P90",56500
2009,3,"F","DEG","FAR","P20",16400
2009,3,"F","DEG","FAR","P40",26800
2009,3,"F","DEG","FAR","P60",38600
2009,3,"F","DEG","FAR","P80",48200
2009,3,"F","DEG","FAR","P25",18400
2009,3,"F","DEG","FAR","P50",32100
2009,3,"F","DEG","FAR","P75",45500
2009,3,"F","DEG","FAR","Mean",33200
2009,3,"F","DEG","FAR","Mean L",31400
2009,3,"F","DEG","FAR","Mean H",34900
2009,3,"F","DEG","FAR","Count",400
2009,4,"F","DEG","FAR","P10",8800
2009,4,"F","DEG","FAR","P90",61500
2009,4,"F","DEG","FAR","P20",15600
2009,4,"F","DEG","FAR","P40",28600
2009,4,"F","DEG","FAR","P60",41000
2009,4,"F","DEG","FAR","P80",51100
2009,4,"F","DEG","FAR","P25",18000
2009,4,"F","DEG","FAR","P50",34100
2009,4,"F","DEG","FAR","P75",48000
2009,4,"F","DEG","FAR","Mean",35100
2009,4,"F","DEG","FAR","Mean L",33000
2009,4,"F","DEG","FAR","Mean H",37200
2009,4,"F","DEG","FAR","Count",370
2010,1,"F","DEG","FAR","P10",7500
2010,1,"F","DEG","FAR","P90",43400
2010,1,"F","DEG","FAR","P20",11700
2010,1,"F","DEG","FAR","P40",19100
2010,1,"F","DEG","FAR","P60",26200
2010,1,"F","DEG","FAR","P80",37000
2010,1,"F","DEG","FAR","P25",12900
2010,1,"F","DEG","FAR","P50",22600
2010,1,"F","DEG","FAR","P75",34400
2010,1,"F","DEG","FAR","Mean",24500
2010,1,"F","DEG","FAR","Mean L",23300
2010,1,"F","DEG","FAR","Mean H",25800
2010,1,"F","DEG","FAR","Count",530
2010,2,"F","DEG","FAR","P10",9500
2010,2,"F","DEG","FAR","P90",47800
2010,2,"F","DEG","FAR","P20",13200
2010,2,"F","DEG","FAR","P40",22500
2010,2,"F","DEG","FAR","P60",31200
2010,2,"F","DEG","FAR","P80",41500
2010,2,"F","DEG","FAR","P25",15000
2010,2,"F","DEG","FAR","P50",26600
2010,2,"F","DEG","FAR","P75",39200
2010,2,"F","DEG","FAR","Mean",28100
2010,2,"F","DEG","FAR","Mean L",26600
2010,2,"F","DEG","FAR","Mean H",29500
2010,2,"F","DEG","FAR","Count",460
2010,3,"F","DEG","FAR","P10",8500
2010,3,"F","DEG","FAR","P90",54900
2010,3,"F","DEG","FAR","P20",13800
2010,3,"F","DEG","FAR","P40",23500
2010,3,"F","DEG","FAR","P60",35700
2010,3,"F","DEG","FAR","P80",45600
2010,3,"F","DEG","FAR","P25",15600
2010,3,"F","DEG","FAR","P50",29700
2010,3,"F","DEG","FAR","P75",43000
2010,3,"F","DEG","FAR","Mean",31200
2010,3,"F","DEG","FAR","Mean L",29400
2010,3,"F","DEG","FAR","Mean H",33000
2010,3,"F","DEG","FAR","Count",410
2011,1,"F","DEG","FAR","P10",7800
2011,1,"F","DEG","FAR","P90",42300
2011,1,"F","DEG","FAR","P20",11700
2011,1,"F","DEG","FAR","P40",20100
2011,1,"F","DEG","FAR","P60",28600
2011,1,"F","DEG","FAR","P80",37200
2011,1,"F","DEG","FAR","P25",13800
2011,1,"F","DEG","FAR","P50",24400
2011,1,"F","DEG","FAR","P75",35400
2011,1,"F","DEG","FAR","Mean",25200
2011,1,"F","DEG","FAR","Mean L",24000
2011,1,"F","DEG","FAR","Mean H",26400
2011,1,"F","DEG","FAR","Count",550
2011,2,"F","DEG","FAR","P10",7500
2011,2,"F","DEG","FAR","P90",47700
2011,2,"F","DEG","FAR","P20",13600
2011,2,"F","DEG","FAR","P40",22700
2011,2,"F","DEG","FAR","P60",32600
2011,2,"F","DEG","FAR","P80",41500
2011,2,"F","DEG","FAR","P25",15600
2011,2,"F","DEG","FAR","P50",27800
2011,2,"F","DEG","FAR","P75",38900
2011,2,"F","DEG","FAR","Mean",28300
2011,2,"F","DEG","FAR","Mean L",26900
2011,2,"F","DEG","FAR","Mean H",29800
2011,2,"F","DEG","FAR","Count",480
2012,1,"F","DEG","FAR","P10",8900
2012,1,"F","DEG","FAR","P90",44400
2012,1,"F","DEG","FAR","P20",12200
2012,1,"F","DEG","FAR","P40",19600
2012,1,"F","DEG","FAR","P60",28200
2012,1,"F","DEG","FAR","P80",38300
2012,1,"F","DEG","FAR","P25",13600
2012,1,"F","DEG","FAR","P50",23800
2012,1,"F","DEG","FAR","P75",35300
2012,1,"F","DEG","FAR","Mean",25800
2012,1,"F","DEG","FAR","Mean L",24600
2012,1,"F","DEG","FAR","Mean H",27000
2012,1,"F","DEG","FAR","Count",630
2005,1,"All","DIP","All","P10",11600
2005,1,"All","DIP","All","P90",57500
2005,1,"All","DIP","All","P20",17500
2005,1,"All","DIP","All","P40",27700
2005,1,"All","DIP","All","P60",36200
2005,1,"All","DIP","All","P80",47000
2005,1,"All","DIP","All","P25",20300
2005,1,"All","DIP","All","P50",31900
2005,1,"All","DIP","All","P75",43700
2005,1,"All","DIP","All","Mean",33900
2005,1,"All","DIP","All","Mean L",33400
2005,1,"All","DIP","All","Mean H",34300
2005,1,"All","DIP","All","Count",7440
2005,2,"All","DIP","All","P10",12900
2005,2,"All","DIP","All","P90",66300
2005,2,"All","DIP","All","P20",21300
2005,2,"All","DIP","All","P40",32700
2005,2,"All","DIP","All","P60",42000
2005,2,"All","DIP","All","P80",54500
2005,2,"All","DIP","All","P25",24700
2005,2,"All","DIP","All","P50",37400
2005,2,"All","DIP","All","P75",50600
2005,2,"All","DIP","All","Mean",39400
2005,2,"All","DIP","All","Mean L",38900
2005,2,"All","DIP","All","Mean H",39900
2005,2,"All","DIP","All","Count",6720
2005,3,"All","DIP","All","P10",14300
2005,3,"All","DIP","All","P90",73200
2005,3,"All","DIP","All","P20",23000
2005,3,"All","DIP","All","P40",35800
2005,3,"All","DIP","All","P60",45800
2005,3,"All","DIP","All","P80",59900
2005,3,"All","DIP","All","P25",27100
2005,3,"All","DIP","All","P50",40900
2005,3,"All","DIP","All","P75",55600
2005,3,"All","DIP","All","Mean",43800
2005,3,"All","DIP","All","Mean L",43000
2005,3,"All","DIP","All","Mean H",44600
2005,3,"All","DIP","All","Count",6170
2005,4,"All","DIP","All","P10",13500
2005,4,"All","DIP","All","P90",77200
2005,4,"All","DIP","All","P20",22700
2005,4,"All","DIP","All","P40",36400
2005,4,"All","DIP","All","P60",47900
2005,4,"All","DIP","All","P80",63000
2005,4,"All","DIP","All","P25",26700
2005,4,"All","DIP","All","P50",41900
2005,4,"All","DIP","All","P75",58300
2005,4,"All","DIP","All","Mean",45000
2005,4,"All","DIP","All","Mean L",44300
2005,4,"All","DIP","All","Mean H",45700
2005,4,"All","DIP","All","Count",5760
2005,5,"All","DIP","All","P10",13700
2005,5,"All","DIP","All","P90",81900
2005,5,"All","DIP","All","P20",24000
2005,5,"All","DIP","All","P40",38200
2005,5,"All","DIP","All","P60",49600
2005,5,"All","DIP","All","P80",66300
2005,5,"All","DIP","All","P25",28400
2005,5,"All","DIP","All","P50",44100
2005,5,"All","DIP","All","P75",61600
2005,5,"All","DIP","All","Mean",47500
2005,5,"All","DIP","All","Mean L",46700
2005,5,"All","DIP","All","Mean H",48400
2005,5,"All","DIP","All","Count",5380
2005,6,"All","DIP","All","P10",13900
2005,6,"All","DIP","All","P90",86400
2005,6,"All","DIP","All","P20",24400
2005,6,"All","DIP","All","P40",39700
2005,6,"All","DIP","All","P60",52300
2005,6,"All","DIP","All","P80",69400
2005,6,"All","DIP","All","P25",29100
2005,6,"All","DIP","All","P50",45900
2005,6,"All","DIP","All","P75",64100
2005,6,"All","DIP","All","Mean",49800
2005,6,"All","DIP","All","Mean L",48900
2005,6,"All","DIP","All","Mean H",50600
2005,6,"All","DIP","All","Count",5250
2005,7,"All","DIP","All","P10",14300
2005,7,"All","DIP","All","P90",91200
2005,7,"All","DIP","All","P20",25900
2005,7,"All","DIP","All","P40",40900
2005,7,"All","DIP","All","P60",54100
2005,7,"All","DIP","All","P80",72600
2005,7,"All","DIP","All","P25",30200
2005,7,"All","DIP","All","P50",47500
2005,7,"All","DIP","All","P75",67500
2005,7,"All","DIP","All","Mean",51900
2005,7,"All","DIP","All","Mean L",51000
2005,7,"All","DIP","All","Mean H",52800
2005,7,"All","DIP","All","Count",5030
2005,8,"All","DIP","All","P10",14500
2005,8,"All","DIP","All","P90",95600
2005,8,"All","DIP","All","P20",25300
2005,8,"All","DIP","All","P40",42500
2005,8,"All","DIP","All","P60",56200
2005,8,"All","DIP","All","P80",76600
2005,8,"All","DIP","All","P25",30400
2005,8,"All","DIP","All","P50",49200
2005,8,"All","DIP","All","P75",70300
2005,8,"All","DIP","All","Mean",54000
2005,8,"All","DIP","All","Mean L",53000
2005,8,"All","DIP","All","Mean H",55000
2005,8,"All","DIP","All","Count",4900
2006,1,"All","DIP","All","P10",12200
2006,1,"All","DIP","All","P90",59000
2006,1,"All","DIP","All","P20",18700
2006,1,"All","DIP","All","P40",28600
2006,1,"All","DIP","All","P60",37100
2006,1,"All","DIP","All","P80",48500
2006,1,"All","DIP","All","P25",21500
2006,1,"All","DIP","All","P50",32800
2006,1,"All","DIP","All","P75",45000
2006,1,"All","DIP","All","Mean",35000
2006,1,"All","DIP","All","Mean L",34600
2006,1,"All","DIP","All","Mean H",35400
2006,1,"All","DIP","All","Count",8100
2006,2,"All","DIP","All","P10",13500
2006,2,"All","DIP","All","P90",67200
2006,2,"All","DIP","All","P20",21500
2006,2,"All","DIP","All","P40",33200
2006,2,"All","DIP","All","P60",42200
2006,2,"All","DIP","All","P80",55100
2006,2,"All","DIP","All","P25",24700
2006,2,"All","DIP","All","P50",37700
2006,2,"All","DIP","All","P75",51100
2006,2,"All","DIP","All","Mean",40200
2006,2,"All","DIP","All","Mean L",39600
2006,2,"All","DIP","All","Mean H",40800
2006,2,"All","DIP","All","Count",7180
2006,3,"All","DIP","All","P10",12200
2006,3,"All","DIP","All","P90",70700
2006,3,"All","DIP","All","P20",21000
2006,3,"All","DIP","All","P40",34700
2006,3,"All","DIP","All","P60",44900
2006,3,"All","DIP","All","P80",59100
2006,3,"All","DIP","All","P25",25200
2006,3,"All","DIP","All","P50",39700
2006,3,"All","DIP","All","P75",55100
2006,3,"All","DIP","All","Mean",42000
2006,3,"All","DIP","All","Mean L",41400
2006,3,"All","DIP","All","Mean H",42600
2006,3,"All","DIP","All","Count",6580
2006,4,"All","DIP","All","P10",13200
2006,4,"All","DIP","All","P90",75800
2006,4,"All","DIP","All","P20",22000
2006,4,"All","DIP","All","P40",35900
2006,4,"All","DIP","All","P60",46900
2006,4,"All","DIP","All","P80",61700
2006,4,"All","DIP","All","P25",26200
2006,4,"All","DIP","All","P50",41300
2006,4,"All","DIP","All","P75",57400
2006,4,"All","DIP","All","Mean",44500
2006,4,"All","DIP","All","Mean L",43700
2006,4,"All","DIP","All","Mean H",45200
2006,4,"All","DIP","All","Count",6080
2006,5,"All","DIP","All","P10",13700
2006,5,"All","DIP","All","P90",81400
2006,5,"All","DIP","All","P20",23800
2006,5,"All","DIP","All","P40",38500
2006,5,"All","DIP","All","P60",49900
2006,5,"All","DIP","All","P80",66000
2006,5,"All","DIP","All","P25",28200
2006,5,"All","DIP","All","P50",43800
2006,5,"All","DIP","All","P75",60800
2006,5,"All","DIP","All","Mean",47400
2006,5,"All","DIP","All","Mean L",46700
2006,5,"All","DIP","All","Mean H",48200
2006,5,"All","DIP","All","Count",5820
2006,6,"All","DIP","All","P10",14300
2006,6,"All","DIP","All","P90",87000
2006,6,"All","DIP","All","P20",24500
2006,6,"All","DIP","All","P40",40000
2006,6,"All","DIP","All","P60",52400
2006,6,"All","DIP","All","P80",69400
2006,6,"All","DIP","All","P25",29000
2006,6,"All","DIP","All","P50",46200
2006,6,"All","DIP","All","P75",64300
2006,6,"All","DIP","All","Mean",50000
2006,6,"All","DIP","All","Mean L",49100
2006,6,"All","DIP","All","Mean H",50800
2006,6,"All","DIP","All","Count",5530
2006,7,"All","DIP","All","P10",14600
2006,7,"All","DIP","All","P90",91400
2006,7,"All","DIP","All","P20",26000
2006,7,"All","DIP","All","P40",42000
2006,7,"All","DIP","All","P60",54700
2006,7,"All","DIP","All","P80",73800
2006,7,"All","DIP","All","P25",31100
2006,7,"All","DIP","All","P50",48200
2006,7,"All","DIP","All","P75",67700
2006,7,"All","DIP","All","Mean",52400
2006,7,"All","DIP","All","Mean L",51500
2006,7,"All","DIP","All","Mean H",53300
2006,7,"All","DIP","All","Count",5390
2007,1,"All","DIP","All","P10",12500
2007,1,"All","DIP","All","P90",59500
2007,1,"All","DIP","All","P20",19500
2007,1,"All","DIP","All","P40",29700
2007,1,"All","DIP","All","P60",37700
2007,1,"All","DIP","All","P80",49200
2007,1,"All","DIP","All","P25",22200
2007,1,"All","DIP","All","P50",33600
2007,1,"All","DIP","All","P75",45800
2007,1,"All","DIP","All","Mean",36100
2007,1,"All","DIP","All","Mean L",35600
2007,1,"All","DIP","All","Mean H",36600
2007,1,"All","DIP","All","Count",8240
2007,2,"All","DIP","All","P10",12300
2007,2,"All","DIP","All","P90",64900
2007,2,"All","DIP","All","P20",20100
2007,2,"All","DIP","All","P40",31800
2007,2,"All","DIP","All","P60",41200
2007,2,"All","DIP","All","P80",54100
2007,2,"All","DIP","All","P25",23600
2007,2,"All","DIP","All","P50",36700
2007,2,"All","DIP","All","P75",50000
2007,2,"All","DIP","All","Mean",38900
2007,2,"All","DIP","All","Mean L",38300
2007,2,"All","DIP","All","Mean H",39400
2007,2,"All","DIP","All","Count",7330
2007,3,"All","DIP","All","P10",12500
2007,3,"All","DIP","All","P90",70200
2007,3,"All","DIP","All","P20",20800
2007,3,"All","DIP","All","P40",34000
2007,3,"All","DIP","All","P60",44000
2007,3,"All","DIP","All","P80",57600
2007,3,"All","DIP","All","P25",25000
2007,3,"All","DIP","All","P50",39200
2007,3,"All","DIP","All","P75",53600
2007,3,"All","DIP","All","Mean",41700
2007,3,"All","DIP","All","Mean L",41100
2007,3,"All","DIP","All","Mean H",42300
2007,3,"All","DIP","All","Count",6690
2007,4,"All","DIP","All","P10",13600
2007,4,"All","DIP","All","P90",75400
2007,4,"All","DIP","All","P20",23200
2007,4,"All","DIP","All","P40",36300
2007,4,"All","DIP","All","P60",46700
2007,4,"All","DIP","All","P80",61200
2007,4,"All","DIP","All","P25",27100
2007,4,"All","DIP","All","P50",41500
2007,4,"All","DIP","All","P75",56700
2007,4,"All","DIP","All","Mean",44700
2007,4,"All","DIP","All","Mean L",43900
2007,4,"All","DIP","All","Mean H",45400
2007,4,"All","DIP","All","Count",6370
2007,5,"All","DIP","All","P10",13600
2007,5,"All","DIP","All","P90",83500
2007,5,"All","DIP","All","P20",23900
2007,5,"All","DIP","All","P40",38900
2007,5,"All","DIP","All","P60",49700
2007,5,"All","DIP","All","P80",65500
2007,5,"All","DIP","All","P25",28500
2007,5,"All","DIP","All","P50",44200
2007,5,"All","DIP","All","P75",60600
2007,5,"All","DIP","All","Mean",47800
2007,5,"All","DIP","All","Mean L",47100
2007,5,"All","DIP","All","Mean H",48600
2007,5,"All","DIP","All","Count",6050
2007,6,"All","DIP","All","P10",14300
2007,6,"All","DIP","All","P90",90500
2007,6,"All","DIP","All","P20",25200
2007,6,"All","DIP","All","P40",40600
2007,6,"All","DIP","All","P60",52400
2007,6,"All","DIP","All","P80",70300
2007,6,"All","DIP","All","P25",29800
2007,6,"All","DIP","All","P50",46200
2007,6,"All","DIP","All","P75",64500
2007,6,"All","DIP","All","Mean",50900
2007,6,"All","DIP","All","Mean L",50100
2007,6,"All","DIP","All","Mean H",51800
2007,6,"All","DIP","All","Count",5770
2008,1,"All","DIP","All","P10",10300
2008,1,"All","DIP","All","P90",59800
2008,1,"All","DIP","All","P20",16600
2008,1,"All","DIP","All","P40",26600
2008,1,"All","DIP","All","P60",36300
2008,1,"All","DIP","All","P80",48400
2008,1,"All","DIP","All","P25",19300
2008,1,"All","DIP","All","P50",31500
2008,1,"All","DIP","All","P75",44700
2008,1,"All","DIP","All","Mean",34500
2008,1,"All","DIP","All","Mean L",34000
2008,1,"All","DIP","All","Mean H",34900
2008,1,"All","DIP","All","Count",8220
2008,2,"All","DIP","All","P10",12400
2008,2,"All","DIP","All","P90",64900
2008,2,"All","DIP","All","P20",20200
2008,2,"All","DIP","All","P40",31200
2008,2,"All","DIP","All","P60",41100
2008,2,"All","DIP","All","P80",54200
2008,2,"All","DIP","All","P25",23200
2008,2,"All","DIP","All","P50",36000
2008,2,"All","DIP","All","P75",49900
2008,2,"All","DIP","All","Mean",39000
2008,2,"All","DIP","All","Mean L",38500
2008,2,"All","DIP","All","Mean H",39600
2008,2,"All","DIP","All","Count",7310
2008,3,"All","DIP","All","P10",13400
2008,3,"All","DIP","All","P90",71500
2008,3,"All","DIP","All","P20",22100
2008,3,"All","DIP","All","P40",34300
2008,3,"All","DIP","All","P60",44200
2008,3,"All","DIP","All","P80",58100
2008,3,"All","DIP","All","P25",25700
2008,3,"All","DIP","All","P50",39100
2008,3,"All","DIP","All","P75",53900
2008,3,"All","DIP","All","Mean",42300
2008,3,"All","DIP","All","Mean L",41700
2008,3,"All","DIP","All","Mean H",42900
2008,3,"All","DIP","All","Count",6820
2008,4,"All","DIP","All","P10",13900
2008,4,"All","DIP","All","P90",79100
2008,4,"All","DIP","All","P20",23400
2008,4,"All","DIP","All","P40",36400
2008,4,"All","DIP","All","P60",47600
2008,4,"All","DIP","All","P80",63000
2008,4,"All","DIP","All","P25",27600
2008,4,"All","DIP","All","P50",41900
2008,4,"All","DIP","All","P75",58400
2008,4,"All","DIP","All","Mean",45900
2008,4,"All","DIP","All","Mean L",45200
2008,4,"All","DIP","All","Mean H",46600
2008,4,"All","DIP","All","Count",6410
2008,5,"All","DIP","All","P10",14200
2008,5,"All","DIP","All","P90",87200
2008,5,"All","DIP","All","P20",24500
2008,5,"All","DIP","All","P40",38300
2008,5,"All","DIP","All","P60",50300
2008,5,"All","DIP","All","P80",68300
2008,5,"All","DIP","All","P25",28700
2008,5,"All","DIP","All","P50",44100
2008,5,"All","DIP","All","P75",62900
2008,5,"All","DIP","All","Mean",48900
2008,5,"All","DIP","All","Mean L",48100
2008,5,"All","DIP","All","Mean H",49700
2008,5,"All","DIP","All","Count",6170
2009,1,"All","DIP","All","P10",10600
2009,1,"All","DIP","All","P90",56300
2009,1,"All","DIP","All","P20",16600
2009,1,"All","DIP","All","P40",26000
2009,1,"All","DIP","All","P60",34400
2009,1,"All","DIP","All","P80",45900
2009,1,"All","DIP","All","P25",19100
2009,1,"All","DIP","All","P50",29800
2009,1,"All","DIP","All","P75",42500
2009,1,"All","DIP","All","Mean",32800
2009,1,"All","DIP","All","Mean L",32300
2009,1,"All","DIP","All","Mean H",33200
2009,1,"All","DIP","All","Count",8590
2009,2,"All","DIP","All","P10",11900
2009,2,"All","DIP","All","P90",63000
2009,2,"All","DIP","All","P20",18800
2009,2,"All","DIP","All","P40",30000
2009,2,"All","DIP","All","P60",39200
2009,2,"All","DIP","All","P80",51800
2009,2,"All","DIP","All","P25",22100
2009,2,"All","DIP","All","P50",34500
2009,2,"All","DIP","All","P75",47700
2009,2,"All","DIP","All","Mean",37200
2009,2,"All","DIP","All","Mean L",36700
2009,2,"All","DIP","All","Mean H",37700
2009,2,"All","DIP","All","Count",7750
2009,3,"All","DIP","All","P10",13100
2009,3,"All","DIP","All","P90",70300
2009,3,"All","DIP","All","P20",21000
2009,3,"All","DIP","All","P40",33100
2009,3,"All","DIP","All","P60",42900
2009,3,"All","DIP","All","P80",57200
2009,3,"All","DIP","All","P25",24500
2009,3,"All","DIP","All","P50",37800
2009,3,"All","DIP","All","P75",52800
2009,3,"All","DIP","All","Mean",41200
2009,3,"All","DIP","All","Mean L",40600
2009,3,"All","DIP","All","Mean H",41800
2009,3,"All","DIP","All","Count",7170
2009,4,"All","DIP","All","P10",13400
2009,4,"All","DIP","All","P90",77500
2009,4,"All","DIP","All","P20",22500
2009,4,"All","DIP","All","P40",35000
2009,4,"All","DIP","All","P60",46200
2009,4,"All","DIP","All","P80",62400
2009,4,"All","DIP","All","P25",26200
2009,4,"All","DIP","All","P50",40300
2009,4,"All","DIP","All","P75",57500
2009,4,"All","DIP","All","Mean",44600
2009,4,"All","DIP","All","Mean L",43900
2009,4,"All","DIP","All","Mean H",45300
2009,4,"All","DIP","All","Count",6700
2010,1,"All","DIP","All","P10",10500
2010,1,"All","DIP","All","P90",55900
2010,1,"All","DIP","All","P20",16300
2010,1,"All","DIP","All","P40",25600
2010,1,"All","DIP","All","P60",34200
2010,1,"All","DIP","All","P80",45200
2010,1,"All","DIP","All","P25",18900
2010,1,"All","DIP","All","P50",29900
2010,1,"All","DIP","All","P75",41800
2010,1,"All","DIP","All","Mean",32400
2010,1,"All","DIP","All","Mean L",32000
2010,1,"All","DIP","All","Mean H",32800
2010,1,"All","DIP","All","Count",9500
2010,2,"All","DIP","All","P10",12000
2010,2,"All","DIP","All","P90",64100
2010,2,"All","DIP","All","P20",19400
2010,2,"All","DIP","All","P40",30300
2010,2,"All","DIP","All","P60",39600
2010,2,"All","DIP","All","P80",51800
2010,2,"All","DIP","All","P25",22800
2010,2,"All","DIP","All","P50",34900
2010,2,"All","DIP","All","P75",48000
2010,2,"All","DIP","All","Mean",37600
2010,2,"All","DIP","All","Mean L",37100
2010,2,"All","DIP","All","Mean H",38100
2010,2,"All","DIP","All","Count",8580
2010,3,"All","DIP","All","P10",12900
2010,3,"All","DIP","All","P90",70400
2010,3,"All","DIP","All","P20",21300
2010,3,"All","DIP","All","P40",32800
2010,3,"All","DIP","All","P60",43100
2010,3,"All","DIP","All","P80",56900
2010,3,"All","DIP","All","P25",24700
