"Program","Year","Schedule","Period","Salary-Range","Salary-N"
"HUM",2010,"FT",6,"60-70",22
"HUM",2010,"FT",6,"70-80",11
"HUM",2010,"FT",6,"80-90",11
"JOU",2010,"FT",6,"20-30",23
"JOU",2010,"FT",6,"30-40",22
"JOU",2010,"FT",6,"50-60",10
"KRP",2010,"FT",6,"0-10",16
"KRP",2010,"FT",6,"10-20",53
"KRP",2010,"FT",6,"20-30",121
"KRP",2010,"FT",6,"30-40",106
"KRP",2010,"FT",6,"40-50",50
"KRP",2010,"FT",6,"50-60",25
"KRP",2010,"FT",6,"60-70",12
"LAW",2010,"FT",6,"10-20",11
"LAW",2010,"FT",6,"20-30",30
"LAW",2010,"FT",6,"30-40",47
"LAW",2010,"FT",6,"40-50",71
"LAW",2010,"FT",6,"50-60",65
"LAW",2010,"FT",6,"60-70",56
"LAW",2010,"FT",6,"70-80",75
"LAW",2010,"FT",6,"80-90",18
"LAW",2010,"FT",6,"90-100",22
"LAW",2010,"FT",6,">100",26
"MAT",2010,"FT",6,"10-20",14
"MAT",2010,"FT",6,"20-30",27
"MAT",2010,"FT",6,"30-40",24
"MAT",2010,"FT",6,"40-50",45
"MAT",2010,"FT",6,"50-60",58
"MAT",2010,"FT",6,"60-70",29
"MED",2010,"FT",6,"40-50",29
"MED",2010,"FT",6,"50-60",96
"MED",2010,"FT",6,"60-70",23
"MED",2010,"FT",6,">100",11
"NUR",2010,"FT",6,"10-20",11
"NUR",2010,"FT",6,"20-30",19
"NUR",2010,"FT",6,"30-40",42
"NUR",2010,"FT",6,"40-50",128
"NUR",2010,"FT",6,"50-60",221
"NUR",2010,"FT",6,"60-70",168
"NUR",2010,"FT",6,"70-80",85
"NUR",2010,"FT",6,"80-90",45
"NUR",2010,"FT",6,"90-100",11
"OPT",2010,"FT",6,">100",15
"OAS",2010,"FT",6,"0-10",15
"OAS",2010,"FT",6,"10-20",35
"OAS",2010,"FT",6,"20-30",95
"OAS",2010,"FT",6,"30-40",92
"OAS",2010,"FT",6,"40-50",64
"OAS",2010,"FT",6,"50-60",51
"OAS",2010,"FT",6,"60-70",19
"OAS",2010,"FT",6,"70-80",19
"OAS",2010,"FT",6,">100",20
"PHA",2010,"FT",6,"70-80",15
"PHA",2010,"FT",6,"80-90",13
"PHA",2010,"FT",6,"90-100",11
"PHA",2010,"FT",6,">100",15
"PSC",2010,"FT",6,"10-20",15
"PSC",2010,"FT",6,"20-30",39
"PSC",2010,"FT",6,"30-40",24
"PSC",2010,"FT",6,"40-50",24
"PSC",2010,"FT",6,"50-60",20
"SSC",2010,"FT",6,"0-10",106
"SSC",2010,"FT",6,"10-20",337
"SSC",2010,"FT",6,"20-30",594
"SSC",2010,"FT",6,"30-40",643
"SSC",2010,"FT",6,"40-50",463
"SSC",2010,"FT",6,"50-60",271
"SSC",2010,"FT",6,"60-70",95
"SSC",2010,"FT",6,"70-80",42
"SSC",2010,"FT",6,"80-90",27
"SSC",2010,"FT",6,"90-100",12
"SSC",2010,"FT",6,">100",32
"VME",2010,"FT",6,"60-70",22
"VME",2010,"FT",6,"70-80",14
"ABS",2010,"FT",24,"0-10",14
"ABS",2010,"FT",24,"10-20",69
"ABS",2010,"FT",24,"20-30",116
"ABS",2010,"FT",24,"30-40",137
"ABS",2010,"FT",24,"40-50",140
"ABS",2010,"FT",24,"50-60",109
"ABS",2010,"FT",24,"60-70",53
"ABS",2010,"FT",24,"70-80",42
"ABS",2010,"FT",24,"80-90",17
"ABS",2010,"FT",24,">100",13
"ALA",2010,"FT",24,"30-40",15
"ALA",2010,"FT",24,"40-50",30
"ALA",2010,"FT",24,"50-60",10
"BCO",2010,"FT",24,"0-10",14
"BCO",2010,"FT",24,"10-20",55
"BCO",2010,"FT",24,"20-30",115
"BCO",2010,"FT",24,"30-40",414
"BCO",2010,"FT",24,"40-50",575
"BCO",2010,"FT",24,"50-60",562
"BCO",2010,"FT",24,"60-70",371
"BCO",2010,"FT",24,"70-80",156
"BCO",2010,"FT",24,"80-90",46
"BCO",2010,"FT",24,"90-100",40
"BCO",2010,"FT",24,">100",93
"CSC",2010,"FT",24,"20-30",13
"CSC",2010,"FT",24,"30-40",24
"CSC",2010,"FT",24,"40-50",39
"CSC",2010,"FT",24,"50-60",72
"CSC",2010,"FT",24,"60-70",54
"CSC",2010,"FT",24,"70-80",44
"CSC",2010,"FT",24,"80-90",20
"CSC",2010,"FT",24,"90-100",12
"CSC",2010,"FT",24,">100",32
"DEN",2010,"FT",24,">100",18
"EDU",2010,"FT",24,"0-10",23
"EDU",2010,"FT",24,"10-20",72
"EDU",2010,"FT",24,"20-30",208
"EDU",2010,"FT",24,"30-40",298
"EDU",2010,"FT",24,"40-50",425
"EDU",2010,"FT",24,"50-60",616
"EDU",2010,"FT",24,"60-70",122
"EDU",2010,"FT",24,"70-80",51
"EDU",2010,"FT",24,"80-90",25
"EDU",2010,"FT",24,"90-100",11
"ENG",2010,"FT",24,"10-20",24
"ENG",2010,"FT",24,"20-30",52
"ENG",2010,"FT",24,"30-40",65
"ENG",2010,"FT",24,"40-50",157
"ENG",2010,"FT",24,"50-60",406
"ENG",2010,"FT",24,"60-70",367
"ENG",2010,"FT",24,"70-80",184
"ENG",2010,"FT",24,"80-90",98
