"Occupation","Credential","AgeGroup","Program","Count"
"NA","CCO","35-44","19.09",125
"NA","CCO","35-44","22.00",20
"NA","CCO","35-44","22.03",1435
"NA","CCO","35-44","30.11",50
"NA","CCO","35-44","42.01",70
"NA","CCO","35-44","42.27",20
"NA","CCO","35-44","45.01",50
"NA","CCO","35-44","45.06",120
"NA","CCO","35-44","45.07",30
"NA","CCO","35-44","45.10",60
"NA","CCO","35-44","45.11",15
"NA","CCO","35-44","30.16",175
"NA","CCO","35-44","44.00",425
"NA","CCO","35-44","44.04",10
"NA","CCO","35-44","44.07",395
"NA","CCO","35-44","52.01",1260
"NA","CCO","35-44","52.02",1785
"NA","CCO","35-44","52.03",2580
"NA","CCO","35-44","52.04",1860
"NA","CCO","35-44","52.07",55
"NA","CCO","35-44","52.08",420
"NA","CCO","35-44","52.09",655
"NA","CCO","35-44","52.10",465
"NA","CCO","35-44","52.11",80
"NA","CCO","35-44","52.12",50
"NA","CCO","35-44","52.14",555
"NA","CCO","35-44","52.15",150
"NA","CCO","35-44","52.17",180
"NA","CCO","35-44","52.18",70
"NA","CCO","35-44","52.19",1170
"NA","CCO","35-44","26.12",15
"NA","CCO","35-44","30.01",85
"NA","CCO","35-44","40.05",20
"NA","CCO","35-44","41.00",100
"NA","CCO","35-44","41.01",25
"NA","CCO","35-44","41.03",85
"NA","CCO","35-44","11.01",885
"NA","CCO","35-44","11.02",475
"NA","CCO","35-44","11.05",130
"NA","CCO","35-44","11.06",225
"NA","CCO","35-44","11.07",255
"NA","CCO","35-44","11.08",75
"NA","CCO","35-44","11.10",260
"NA","CCO","35-44","25.03",65
"NA","CCO","35-44","27.01",75
"NA","CCO","35-44","04.09",175
"NA","CCO","35-44","15.00",295
"NA","CCO","35-44","15.02",135
"NA","CCO","35-44","15.03",440
"NA","CCO","35-44","15.04",55
"NA","CCO","35-44","15.05",130
"NA","CCO","35-44","15.06",110
"NA","CCO","35-44","15.07",95
"NA","CCO","35-44","15.08",160
"NA","CCO","35-44","15.09",70
"NA","CCO","35-44","15.10",60
"NA","CCO","35-44","15.11",60
"NA","CCO","35-44","15.12",370
"NA","CCO","35-44","15.13",100
"NA","CCO","35-44","15.99",40
"NA","CCO","35-44","46.00",30
"NA","CCO","35-44","46.01",25
"NA","CCO","35-44","46.02",55
"NA","CCO","35-44","46.03",125
"NA","CCO","35-44","46.04",95
"NA","CCO","35-44","46.05",70
"NA","CCO","35-44","47.00",85
"NA","CCO","35-44","47.01",100
"NA","CCO","35-44","47.02",100
"NA","CCO","35-44","47.03",210
"NA","CCO","35-44","47.05",50
"NA","CCO","35-44","47.06",545
"NA","CCO","35-44","48.05",370
"NA","CCO","35-44","48.07",80
"NA","CCO","35-44","01.00",45
"NA","CCO","35-44","01.03",15
"NA","CCO","35-44","01.05",25
"NA","CCO","35-44","01.06",170
"NA","CCO","35-44","01.10",20
"NA","CCO","35-44","01.11",25
"NA","CCO","35-44","03.01",30
"NA","CCO","35-44","03.02",20
"NA","CCO","35-44","03.05",100
"NA","CCO","35-44","03.06",45
"NA","CCO","35-44","31.01",150
"NA","CCO","35-44","31.05",155
"NA","CCO","35-44","51.00",155
"NA","CCO","35-44","51.06",965
"NA","CCO","35-44","51.07",1145
"NA","CCO","35-44","51.08",660
"NA","CCO","35-44","51.09",210
"NA","CCO","35-44","51.10",345
"NA","CCO","35-44","51.11",40
"NA","CCO","35-44","51.15",115
"NA","CCO","35-44","51.18",55
"NA","CCO","35-44","51.23",45
"NA","CCO","35-44","51.26",1620
"NA","CCO","35-44","51.31",30
"NA","CCO","35-44","51.33",50
"NA","CCO","35-44","51.34",90
"NA","CCO","35-44","51.35",245
"NA","CCO","35-44","51.37",10
"NA","CCO","35-44","51.38",1410
"NA","CCO","35-44","51.39",620
"NA","CCO","35-44","12.03",20
"NA","CCO","35-44","12.04",1035
"NA","CCO","35-44","12.05",540
"NA","CCO","35-44","43.01",815
"NA","CCO","35-44","43.02",45
"NA","CCO","35-44","43.03",25
"NA","CCO","35-44","43.99",65
"NA","CCO","35-44","49.01",75
"NA","CCO","35-44","49.02",105
"NA","CCO","45-54","13.01",385
"NA","CCO","45-54","13.10",25
"NA","CCO","45-54","13.12",40
"NA","CCO","45-54","13.13",100
"NA","CCO","45-54","13.14",50
"NA","CCO","45-54","13.15",165
"NA","CCO","45-54","10.02",165
"NA","CCO","45-54","10.03",200
"NA","CCO","45-54","50.01",55
"NA","CCO","45-54","50.04",1280
"NA","CCO","45-54","50.05",50
"NA","CCO","45-54","50.06",225
"NA","CCO","45-54","50.07",335
"NA","CCO","45-54","50.09",80
"NA","CCO","45-54","16.01",60
"NA","CCO","45-54","16.03",15
"NA","CCO","45-54","16.17",40
"NA","CCO","45-54","23.01",165
"NA","CCO","45-54","23.13",35
"NA","CCO","45-54","23.14",55
"NA","CCO","45-54","24.01",585
"NA","CCO","45-54","38.02",45
"NA","CCO","45-54","39.02",85
"NA","CCO","45-54","39.04",35
"NA","CCO","45-54","39.06",55
"NA","CCO","45-54","54.01",35
"NA","CCO","45-54","55.01",25
"NA","CCO","45-54","05.02",20
"NA","CCO","45-54","09.01",110
"NA","CCO","45-54","09.04",200
"NA","CCO","45-54","09.07",65
"NA","CCO","45-54","09.09",110
"NA","CCO","45-54","09.10",25
"NA","CCO","45-54","19.01",15
"NA","CCO","45-54","19.05",110
"NA","CCO","45-54","19.06",80
"NA","CCO","45-54","19.07",2025
"NA","CCO","45-54","19.09",135
"NA","CCO","45-54","22.03",1585
"NA","CCO","45-54","30.11",75
"NA","CCO","45-54","30.17",60
"NA","CCO","45-54","42.01",120
"NA","CCO","45-54","45.01",70
"NA","CCO","45-54","45.06",255
"NA","CCO","45-54","45.07",30
"NA","CCO","45-54","45.11",60
"NA","CCO","45-54","30.16",60
"NA","CCO","45-54","44.00",595
"NA","CCO","45-54","44.04",40
"NA","CCO","45-54","44.07",550
"NA","CCO","45-54","52.01",1950
"NA","CCO","45-54","52.02",2315
"NA","CCO","45-54","52.03",2990
"NA","CCO","45-54","52.04",2825
"NA","CCO","45-54","52.07",55
"NA","CCO","45-54","52.08",600
"NA","CCO","45-54","52.09",660
"NA","CCO","45-54","52.10",310
"NA","CCO","45-54","52.11",50
"NA","CCO","45-54","52.12",20
"NA","CCO","45-54","52.14",495
"NA","CCO","45-54","52.15",280
"NA","CCO","45-54","52.17",165
"NA","CCO","45-54","52.18",120
"NA","CCO","45-54","52.19",900
"NA","CCO","45-54","52.20",25
"NA","CCO","45-54","26.01",60
"NA","CCO","45-54","26.05",15
"NA","CCO","45-54","30.01",70
"NA","CCO","45-54","40.05",40
"NA","CCO","45-54","41.00",130
"NA","CCO","45-54","41.01",20
"NA","CCO","45-54","41.03",45
"NA","CCO","45-54","11.01",1210
"NA","CCO","45-54","11.02",610
"NA","CCO","45-54","11.03",140
"NA","CCO","45-54","11.05",225
"NA","CCO","45-54","11.06",315
"NA","CCO","45-54","11.07",295
"NA","CCO","45-54","11.08",80
"NA","CCO","45-54","11.10",180
"NA","CCO","45-54","25.03",160
"NA","CCO","45-54","27.01",55
"NA","CCO","45-54","04.09",170
"NA","CCO","45-54","15.00",535
"NA","CCO","45-54","15.02",235
"NA","CCO","45-54","15.03",1185
"NA","CCO","45-54","15.04",160
"NA","CCO","45-54","15.05",120
"NA","CCO","45-54","15.06",225
"NA","CCO","45-54","15.07",90
"NA","CCO","45-54","15.08",370
"NA","CCO","45-54","15.09",80
"NA","CCO","45-54","15.10",50
"NA","CCO","45-54","15.11",70
"NA","CCO","45-54","15.12",470
"NA","CCO","45-54","15.13",250
"NA","CCO","45-54","15.99",70
"NA","CCO","45-54","46.00",35
"NA","CCO","45-54","46.01",55
"NA","CCO","45-54","46.02",165
"NA","CCO","45-54","46.03",365
"NA","CCO","45-54","46.04",260
"NA","CCO","45-54","46.05",150
"NA","CCO","45-54","47.00",145
"NA","CCO","45-54","47.01",205
"NA","CCO","45-54","47.02",205
"NA","CCO","45-54","47.03",245
"NA","CCO","45-54","47.04",30
"NA","CCO","45-54","47.05",130
"NA","CCO","45-54","47.06",945
"NA","CCO","45-54","48.03",15
"NA","CCO","45-54","48.05",865
"NA","CCO","45-54","48.07",120
"NA","CCO","45-54","01.00",55
"NA","CCO","45-54","01.03",15
"NA","CCO","45-54","01.05",70
"NA","CCO","45-54","01.06",345
"NA","CCO","45-54","03.01",75
"NA","CCO","45-54","03.02",15
"NA","CCO","45-54","03.05",150
"NA","CCO","45-54","03.06",20
"NA","CCO","45-54","31.01",135
"NA","CCO","45-54","31.03",20
"NA","CCO","45-54","31.05",135
"NA","CCO","45-54","31.99",15
"NA","CCO","45-54","51.00",150
"NA","CCO","45-54","51.06",825
"NA","CCO","45-54","51.07",1050
"NA","CCO","45-54","51.08",565
"NA","CCO","45-54","51.09",190
"NA","CCO","45-54","51.10",405
"NA","CCO","45-54","51.15",230
"NA","CCO","45-54","51.18",50
"NA","CCO","45-54","51.23",55
"NA","CCO","45-54","51.26",1915
"NA","CCO","45-54","51.31",35
"NA","CCO","45-54","51.35",125
"NA","CCO","45-54","51.38",2550
"NA","CCO","45-54","51.39",740
"NA","CCO","45-54","12.03",65
"NA","CCO","45-54","12.04",1260
"NA","CCO","45-54","12.05",930
"NA","CCO","45-54","28.08",20
"NA","CCO","45-54","29.05",55
"NA","CCO","45-54","43.01",600
"NA","CCO","45-54","43.02",50
"NA","CCO","45-54","43.03",65
"NA","CCO","45-54","49.01",105
"NA","CCO","45-54","49.02",225
"NA","CCO","45-54","49.03",65
"NA","CCO","55-64","13.01",3755
"NA","CCO","55-64","13.05",25
"NA","CCO","55-64","13.10",35
"NA","CCO","55-64","13.12",560
"NA","CCO","55-64","13.13",215
"NA","CCO","55-64","13.14",15
"NA","CCO","55-64","13.15",160
"NA","CCO","55-64","10.02",280
"NA","CCO","55-64","10.03",200
"NA","CCO","55-64","50.01",100
"NA","CCO","55-64","50.03",20
"NA","CCO","55-64","50.04",1450
"NA","CCO","55-64","50.05",30
"NA","CCO","55-64","50.06",180
"NA","CCO","55-64","50.07",555
"NA","CCO","55-64","50.09",205
"NA","CCO","55-64","16.01",105
"NA","CCO","55-64","16.10",10
"NA","CCO","55-64","23.01",210
"NA","CCO","55-64","23.13",15
"NA","CCO","55-64","23.14",20
"NA","CCO","55-64","24.01",535
"NA","CCO","55-64","38.02",50
"NA","CCO","55-64","39.02",50
"NA","CCO","55-64","39.04",20
"NA","CCO","55-64","39.06",130
"NA","CCO","55-64","39.07",30
"NA","CCO","55-64","54.01",35
"NA","CCO","55-64","55.01",25
"NA","CCO","55-64","05.02",30
"NA","CCO","55-64","09.01",230
"NA","CCO","55-64","09.04",245
"NA","CCO","55-64","09.07",75
"NA","CCO","55-64","09.09",100
"NA","CCO","55-64","19.00",15
"NA","CCO","55-64","19.01",160
"NA","CCO","55-64","19.05",85
"NA","CCO","55-64","19.06",80
"NA","CCO","55-64","19.07",2215
"NA","CCO","55-64","19.09",370
"NA","CCO","55-64","22.03",1265
"NA","CCO","55-64","30.11",65
"NA","CCO","55-64","30.14",20
"NA","CCO","55-64","30.17",65
"NA","CCO","55-64","42.01",160
"NA","CCO","55-64","42.27",20
"NA","CCO","55-64","42.28",20
"NA","CCO","55-64","45.01",80
"NA","CCO","55-64","45.04",15
"NA","CCO","55-64","45.06",380
"NA","CCO","55-64","45.07",125
"NA","CCO","55-64","45.10",30
"NA","CCO","55-64","45.11",20
"NA","CCO","55-64","30.16",75
"NA","CCO","55-64","44.00",475
"NA","CCO","55-64","44.04",155
"NA","CCO","55-64","44.07",715
"NA","CCO","55-64","44.99",80
"NA","CCO","55-64","52.01",3690
"NA","CCO","55-64","52.02",3575
"NA","CCO","55-64","52.03",4865
"NA","CCO","55-64","52.04",5585
"NA","CCO","55-64","52.06",50
"NA","CCO","55-64","52.07",95
"NA","CCO","55-64","52.08",925
"NA","CCO","55-64","52.09",545
"NA","CCO","55-64","52.10",855
"NA","CCO","55-64","52.12",15
"NA","CCO","55-64","52.14",590
"NA","CCO","55-64","52.15",1025
"NA","CCO","55-64","52.16",15
"NA","CCO","55-64","52.17",475
"NA","CCO","55-64","52.18",325
"NA","CCO","55-64","52.19",550
"NA","CCO","55-64","26.01",45
"NA","CCO","55-64","26.02",40
"NA","CCO","55-64","30.01",110
"NA","CCO","55-64","40.04",30
"NA","CCO","55-64","40.05",165
"NA","CCO","55-64","40.06",60
"NA","CCO","55-64","40.08",25
"NA","CCO","55-64","40.99",40
"NA","CCO","55-64","41.00",200
"NA","CCO","55-64","41.01",20
"NA","CCO","55-64","41.02",20
"NA","CCO","55-64","41.03",275
"NA","CCO","55-64","11.01",1260
"NA","CCO","55-64","11.02",710
"NA","CCO","55-64","11.03",135
"NA","CCO","55-64","11.05",115
"NA","CCO","55-64","11.06",275
"NA","CCO","55-64","11.07",425
"NA","CCO","55-64","11.08",40
"NA","CCO","55-64","11.10",185
"NA","CCO","55-64","25.03",455
"NA","CCO","55-64","27.01",150
"NA","CCO","55-64","04.03",25
"NA","CCO","55-64","04.09",355
"NA","CCO","55-64","15.00",1050
"NA","CCO","55-64","15.02",650
"NA","CCO","55-64","15.03",2585
"NA","CCO","55-64","15.04",405
"NA","CCO","55-64","15.05",95
"NA","CCO","55-64","15.06",515
"NA","CCO","55-64","15.07",175
"NA","CCO","55-64","15.08",740
"NA","CCO","55-64","15.09",160
"NA","CCO","55-64","15.10",160
"NA","CCO","55-64","15.11",175
"NA","CCO","55-64","15.12",490
"NA","CCO","55-64","15.13",505
"NA","CCO","55-64","15.15",100
"NA","CCO","55-64","15.99",90
"NA","CCO","55-64","46.00",40
"NA","CCO","55-64","46.01",50
"NA","CCO","55-64","46.02",310
"NA","CCO","55-64","46.03",725
"NA","CCO","55-64","46.04",310
"NA","CCO","55-64","46.05",450
"NA","CCO","55-64","46.99",35
"NA","CCO","55-64","47.00",530
"NA","CCO","55-64","47.01",630
"NA","CCO","55-64","47.02",245
"NA","CCO","55-64","47.03",770
"NA","CCO","55-64","47.04",40
"NA","CCO","55-64","47.05",380
"NA","CCO","55-64","47.06",1500
"NA","CCO","55-64","48.03",35
"NA","CCO","55-64","48.05",2060
"NA","CCO","55-64","48.07",110
"NA","CCO","55-64","48.08",25
"NA","CCO","55-64","01.00",310
"NA","CCO","55-64","01.01",25
"NA","CCO","55-64","01.02",15
"NA","CCO","55-64","01.03",30
"NA","CCO","55-64","01.05",20
"NA","CCO","55-64","01.06",415
"NA","CCO","55-64","01.09",20
"NA","CCO","55-64","01.10",25
"NA","CCO","55-64","03.01",115
"NA","CCO","55-64","03.02",35
"NA","CCO","55-64","03.05",395
"NA","CCO","55-64","03.06",30
"NA","CCO","55-64","31.01",320
"NA","CCO","55-64","31.03",20
"NA","CCO","55-64","31.05",130
"NA","CCO","55-64","51.00",190
"NA","CCO","55-64","51.06",720
"NA","CCO","55-64","51.07",1225
"NA","CCO","55-64","51.08",540
"NA","CCO","55-64","51.09",865
"NA","CCO","55-64","51.10",1145
"NA","CCO","55-64","51.15",305
"NA","CCO","55-64","51.18",120
"NA","CCO","55-64","51.23",65
"NA","CCO","55-64","51.26",2945
"NA","CCO","55-64","51.31",60
"NA","CCO","55-64","51.34",65
"NA","CCO","55-64","51.35",55
"NA","CCO","55-64","51.38",8535
"NA","CCO","55-64","51.39",2565
"NA","CCO","55-64","12.03",70
"NA","CCO","55-64","12.04",1290
"NA","CCO","55-64","12.05",980
"NA","CCO","55-64","28.08",30
"NA","CCO","55-64","29.05",65
"NA","CCO","55-64","43.01",1395
"NA","CCO","55-64","43.02",210
"NA","CCO","55-64","43.99",25
"NA","CCO","55-64","49.01",245
"NA","CCO","55-64","49.02",240
"NA","CCO","55-64","49.03",65
"NA","CCO","65+","13.01",14595
"NA","CCO","65+","13.10",135
"NA","CCO","65+","13.11",35
"NA","CCO","65+","13.12",3120
"NA","CCO","65+","13.13",980
"NA","CCO","65+","13.14",45
"NA","CCO","65+","13.15",160
"NA","CCO","65+","10.01",65
"NA","CCO","65+","10.02",330
"NA","CCO","65+","10.03",670
"NA","CCO","65+","10.99",175
"NA","CCO","65+","50.01",55
"NA","CCO","65+","50.02",35
"NA","CCO","65+","50.03",70
"NA","CCO","65+","50.04",1775
"NA","CCO","65+","50.05",120
"NA","CCO","65+","50.06",420
"NA","CCO","65+","50.07",1230
"NA","CCO","65+","50.09",450
"NA","CCO","65+","16.01",335
"NA","CCO","65+","16.12",25
"NA","CCO","65+","16.17",70
"NA","CCO","65+","23.01",355
"NA","CCO","65+","23.13",30
"NA","CCO","65+","23.14",130
"NA","CCO","65+","24.01",930
"NA","CCO","65+","38.01",50
"NA","CCO","65+","38.02",340
"NA","CCO","65+","39.02",350
"NA","CCO","65+","39.03",30
"NA","CCO","65+","39.04",90
"NA","CCO","65+","39.06",705
"NA","CCO","65+","39.07",55
"NA","CCO","65+","54.01",115
"NA","CCO","65+","55.01",65
"NA","CCO","65+","05.02",15
"NA","CCO","65+","09.01",145
"NA","CCO","65+","09.04",245
"NA","CCO","65+","09.07",195
"NA","CCO","65+","09.09",180
"NA","CCO","65+","19.00",100
"NA","CCO","65+","19.01",685
"NA","CCO","65+","19.05",205
"NA","CCO","65+","19.06",250
"NA","CCO","65+","19.07",2340
"NA","CCO","65+","19.09",1130
"NA","CCO","65+","19.99",50
"NA","CCO","65+","22.00",35
"NA","CCO","65+","22.03",1075
"NA","CCO","65+","30.11",140
"NA","CCO","65+","30.17",40
"NA","CCO","65+","42.01",230
"NA","CCO","65+","42.27",30
"NA","CCO","65+","45.01",50
"NA","CCO","65+","45.04",65
"NA","CCO","65+","45.06",605
"NA","CCO","65+","45.07",100
"NA","CCO","65+","45.10",130
"NA","CCO","65+","45.11",80
"NA","CCO","65+","30.16",150
"NA","CCO","65+","44.00",415
"NA","CCO","65+","44.04",180
"NA","CCO","65+","44.07",615
"NA","CCO","65+","44.99",115
"NA","CCO","65+","52.01",11105
"NA","CCO","65+","52.02",6320
"NA","CCO","65+","52.03",12365
"NA","CCO","65+","52.04",16800
"NA","CCO","65+","52.05",30
"NA","CCO","65+","52.06",90
"NA","CCO","65+","52.07",75
"NA","CCO","65+","52.08",1940
"NA","CCO","65+","52.09",580
"NA","CCO","65+","52.10",840
"NA","CCO","65+","52.11",60
"NA","CCO","65+","52.13",20
"NA","CCO","65+","52.14",495
"NA","CCO","65+","52.15",2885
"NA","CCO","65+","52.16",40
"NA","CCO","65+","52.17",1650
"NA","CCO","65+","52.18",640
"NA","CCO","65+","52.19",620
"NA","CCO","65+","52.20",15
"NA","CCO","65+","26.01",120
"NA","CCO","65+","26.02",75
"NA","CCO","65+","26.05",20
"NA","CCO","65+","30.01",390
"NA","CCO","65+","40.04",55
"NA","CCO","65+","40.05",580
"NA","CCO","65+","40.06",40
"NA","CCO","65+","40.08",30
"NA","CCO","65+","40.99",200
"NA","CCO","65+","41.00",445
"NA","CCO","65+","41.01",20
"NA","CCO","65+","41.02",40
"NA","CCO","65+","41.03",420
"NA","CCO","65+","11.01",1295
"NA","CCO","65+","11.02",405
"NA","CCO","65+","11.03",85
"NA","CCO","65+","11.05",100
"NA","CCO","65+","11.06",250
"NA","CCO","65+","11.07",250
"NA","CCO","65+","11.08",40
"NA","CCO","65+","11.10",115
"NA","CCO","65+","25.03",675
"NA","CCO","65+","27.01",280
"NA","CCO","65+","27.05",50
"NA","CCO","65+","04.03",30
"NA","CCO","65+","04.09",695
"NA","CCO","65+","04.99",30
"NA","CCO","65+","15.00",3190
"NA","CCO","65+","15.01",15
"NA","CCO","65+","15.02",1220
"NA","CCO","65+","15.03",5045
"NA","CCO","65+","15.04",615
"NA","CCO","65+","15.05",90
"NA","CCO","65+","15.06",910
"NA","CCO","65+","15.07",360
"NA","CCO","65+","15.08",3040
"NA","CCO","65+","15.09",275
"NA","CCO","65+","15.10",85
"NA","CCO","65+","15.11",495
"NA","CCO","65+","15.12",355
"NA","CCO","65+","15.13",1235
"NA","CCO","65+","15.15",65
"NA","CCO","65+","15.99",180
"NA","CCO","65+","46.00",290
"NA","CCO","65+","46.01",180
"NA","CCO","65+","46.02",595
"NA","CCO","65+","46.03",2260
"NA","CCO","65+","46.04",645
"NA","CCO","65+","46.05",780
"NA","CCO","65+","46.99",95
"NA","CCO","65+","47.00",1235
"NA","CCO","65+","47.01",1160
"NA","CCO","65+","47.02",265
"NA","CCO","65+","47.03",945
"NA","CCO","65+","47.04",195
"NA","CCO","65+","47.05",1000
"NA","CCO","65+","47.06",3635
"NA","CCO","65+","48.03",70
"NA","CCO","65+","48.05",3595
"NA","CCO","65+","48.07",285
"NA","CCO","65+","48.08",20
"NA","CCO","65+","48.99",80
"NA","CCO","65+","01.00",1315
"NA","CCO","65+","01.01",255
"NA","CCO","65+","01.02",20
"NA","CCO","65+","01.03",205
"NA","CCO","65+","01.04",35
"NA","CCO","65+","01.06",580
"NA","CCO","65+","01.09",45
"NA","CCO","65+","01.10",135
"NA","CCO","65+","01.11",35
"NA","CCO","65+","03.01",115
"NA","CCO","65+","03.02",70
"NA","CCO","65+","03.05",390
"NA","CCO","65+","31.01",150
"NA","CCO","65+","31.03",30
"NA","CCO","65+","31.05",210
"NA","CCO","65+","51.00",330
"NA","CCO","65+","51.06",730
"NA","CCO","65+","51.07",1295
"NA","CCO","65+","51.08",550
"NA","CCO","65+","51.09",1310
"NA","CCO","65+","51.10",1530
"NA","CCO","65+","51.15",330
"NA","CCO","65+","51.18",195
"NA","CCO","65+","51.22",65
"NA","CCO","65+","51.23",315
"NA","CCO","65+","51.26",4400
"NA","CCO","65+","51.31",90
"NA","CCO","65+","51.33",70
"NA","CCO","65+","51.34",140
"NA","CCO","65+","51.35",105
"NA","CCO","65+","51.37",15
"NA","CCO","65+","51.38",26090
"NA","CCO","65+","51.39",3520
"NA","CCO","65+","12.03",170
"NA","CCO","65+","12.04",1550
"NA","CCO","65+","12.05",1075
"NA","CCO","65+","28.08",155
"NA","CCO","65+","29.05",515
"NA","CCO","65+","43.01",1400
"NA","CCO","65+","43.02",505
"NA","CCO","65+","49.01",545
"NA","CCO","65+","49.02",365
"NA","CCO","65+","49.03",225
"NA","CDB","15-24","13.01",135
"NA","CDB","15-24","13.12",115
"NA","CDB","15-24","50.01",20
"NA","CDB","15-24","50.04",200
"NA","CDB","15-24","50.06",80
"NA","CDB","15-24","50.07",110
"NA","CDB","15-24","50.09",105
"NA","CDB","15-24","16.01",65
"NA","CDB","15-24","23.01",115
"NA","CDB","15-24","23.14",25
"NA","CDB","15-24","24.01",530
"NA","CDB","15-24","38.01",70
"NA","CDB","15-24","54.01",60
"NA","CDB","15-24","09.01",110
"NA","CDB","15-24","09.04",40
"NA","CDB","15-24","19.05",50
"NA","CDB","15-24","22.01",45
"NA","CDB","15-24","22.03",45
"NA","CDB","15-24","42.01",275
"NA","CDB","15-24","45.01",45
"NA","CDB","15-24","45.04",95
"NA","CDB","15-24","45.06",230
"NA","CDB","15-24","45.07",45
"NA","CDB","15-24","45.10",70
"NA","CDB","15-24","45.11",180
"NA","CDB","15-24","44.07",140
"NA","CDB","15-24","52.01",695
"NA","CDB","15-24","52.02",545
"NA","CDB","15-24","52.03",340
"NA","CDB","15-24","52.06",25
"NA","CDB","15-24","52.08",165
"NA","CDB","15-24","52.09",50
"NA","CDB","15-24","52.10",85
"NA","CDB","15-24","52.11",55
"NA","CDB","15-24","52.14",75
"NA","CDB","15-24","26.01",425
"NA","CDB","15-24","26.02",115
"NA","CDB","15-24","26.09",20
"NA","CDB","15-24","26.12",15
"NA","CDB","15-24","30.01",245
"NA","CDB","15-24","40.05",55
"NA","CDB","15-24","11.01",90
"NA","CDB","15-24","11.07",205
"NA","CDB","15-24","27.01",75
"NA","CDB","15-24","04.02",80
"NA","CDB","15-24","04.03",40
"NA","CDB","15-24","14.01",165
"NA","CDB","15-24","14.05",20
"NA","CDB","15-24","14.07",50
"NA","CDB","15-24","14.08",115
"NA","CDB","15-24","14.09",45
"NA","CDB","15-24","14.10",175
"NA","CDB","15-24","14.19",65
"NA","CDB","15-24","14.23",30
"NA","CDB","15-24","14.33",25
"NA","CDB","15-24","14.99",45
"NA","CDB","15-24","01.09",50
"NA","CDB","15-24","03.01",50
"NA","CDB","15-24","31.01",40
"NA","CDB","15-24","31.05",155
"NA","CDB","15-24","51.00",400
"NA","CDB","15-24","51.06",25
"NA","CDB","15-24","51.07",20
"NA","CDB","15-24","51.10",20
"NA","CDB","15-24","51.11",35
"NA","CDB","15-24","51.20",115
"NA","CDB","15-24","51.22",20
"NA","CDB","15-24","51.23",40
"NA","CDB","15-24","51.38",230
"NA","CDB","15-24","43.01",75
"NA","CDB","25-34","13.01",300
"NA","CDB","25-34","13.12",185
"NA","CDB","25-34","13.13",55
"NA","CDB","25-34","13.15",15
"NA","CDB","25-34","10.03",30
"NA","CDB","25-34","50.01",40
"NA","CDB","25-34","50.04",225
"NA","CDB","25-34","50.05",30
"NA","CDB","25-34","50.06",35
"NA","CDB","25-34","50.07",170
"NA","CDB","25-34","50.09",60
"NA","CDB","25-34","16.01",80
"NA","CDB","25-34","23.01",115
"NA","CDB","25-34","23.14",20
"NA","CDB","25-34","24.01",555
