"Year","College","MTCUCode","Entrants","Graduates"
"14-15","SENE","60223",135,90
"13-14","SENE","60500",23,14
"12-13","SENE","60500",26,15
"14-15","SENE","60500",23,14
"15-16","SENE","60503",96,26
"13-14","SENE","60503",116,40
"12-13","SENE","60503",117,42
"14-15","SENE","60503",115,37
"16-17","SENE","60503",112,31
"16-17","SENE","60505",123,37
"15-16","SENE","60505",124,32
"13-14","SENE","60505",120,32
"12-13","SENE","60505",124,41
"14-15","SENE","60505",144,46
"13-14","SENE","60509",70,22
"12-13","SENE","60509",55,24
"15-16","SENE","60509",66,20
"14-15","SENE","60509",66,37
"16-17","SENE","60509",80,34
"16-17","SENE","60701",98,52
"15-16","SENE","60701",74,39
"15-16","SENE","61003",134,68
"13-14","SENE","61003",118,56
"12-13","SENE","61003",112,42
"14-15","SENE","61003",132,65
"16-17","SENE","61003",150,79
"16-17","SENE","61007",31,18
"15-16","SENE","61007",23,14
"13-14","SENE","61007",21,10
"14-15","SENE","61007",26,16
"14-15","SENE","61007",14,13
"16-17","SENE","61301",55,41
"15-16","SENE","61301",39,28
"13-14","SENE","61301",35,22
"12-13","SENE","61301",30,17
"14-15","SENE","61301",48,34
"13-14","SENE","61302",45,34
"12-13","SENE","61302",45,31
"15-16","SENE","61302",54,30
"14-15","SENE","61302",46,31
"16-17","SENE","61302",44,32
"16-17","SENE","61304",61,26
"15-16","SENE","61304",48,29
"13-14","SENE","61304",65,40
"12-13","SENE","61304",56,25
"14-15","SENE","61304",65,32
"15-16","SENE","61820",112,81
"13-14","SENE","61820",122,91
"12-13","SENE","61820",112,66
"14-15","SENE","61820",121,86
"16-17","SENE","61820",115,86
"16-17","SENE","61823",59,22
"15-16","SENE","61823",52,29
"13-14","SENE","61823",70,26
"12-13","SENE","61823",61,34
"14-15","SENE","61823",57,34
"15-16","SENE","61901",49,25
"13-14","SENE","61901",53,33
"12-13","SENE","61901",51,28
"14-15","SENE","61901",47,29
"16-17","SENE","61901",44,29
"15-16","SENE","62700",24,10
"16-17","SENE","62801",41,16
"16-17","SENE","62900",78,40
"15-16","SENE","62900",77,49
"13-14","SENE","62900",92,58
"12-13","SENE","62900",73,41
"14-15","SENE","62900",96,53
"15-16","SENE","62909",21,17
"12-13","SENE","62909",12,12
"16-17","SENE","62909",33,16
"16-17","SENE","63003",112,61
"13-14","SENE","63003",129,77
"12-13","SENE","63003",118,71
"15-16","SENE","63003",97,58
"14-15","SENE","63003",112,66
"16-17","SENE","65203",31,12
"15-16","SENE","65203",32,11
"15-16","SENE","65203",38,22
"13-14","SENE","65203",38,12
"12-13","SENE","65203",40,24
"14-15","SENE","65203",33,15
"16-17","SENE","65203",38,15
"16-17","SENE","70100",25,20
"15-16","SENE","70100",24,18
"13-14","SENE","70100",38,28
"12-13","SENE","70100",26,23
"14-15","SENE","70100",34,23
"12-13","SENE","70101",17,17
"15-16","SENE","70101",13,13
"14-15","SENE","70101",14,13
"16-17","SENE","70101",16,15
"16-17","SENE","70102",16,15
"15-16","SENE","70102",17,17
"13-14","SENE","70102",15,15
"12-13","SENE","70102",13,12
"14-15","SENE","70102",12,10
"16-17","SENE","70207",15,15
"13-14","SENE","70207",18,15
"12-13","SENE","70207",13,12
"14-15","SENE","70207",15,11
"15-16","SENE","70207",10,10
"14-15","SENE","70207",14,12
"16-17","SENE","70216",13,13
"13-14","SENE","70216",17,15
"12-13","SENE","70216",23,22
"15-16","SENE","70216",19,17
"14-15","SENE","70216",10,10
"13-14","SENE","70223",100,85
"12-13","SENE","70223",99,88
"15-16","SENE","70223",115,100
"14-15","SENE","70223",121,111
"16-17","SENE","70223",127,114
"16-17","SENE","70230",22,17
"15-16","SENE","70230",19,16
"15-16","SENE","70237",16,13
"16-17","SENE","70237",14,14
"16-17","SENE","70243",94,89
"15-16","SENE","70243",122,121
"13-14","SENE","70243",100,96
"12-13","SENE","70243",119,118
"14-15","SENE","70243",107,106
"16-17","SENE","70243",27,24
"15-16","SENE","70505",21,19
"16-17","SENE","70505",24,23
"13-14","SENE","70505",26,23
"12-13","SENE","70505",31,30
"14-15","SENE","70505",23,18
"13-14","SENE","71304",14,11
"12-13","SENE","71304",11,11
"14-15","SENE","71304",20,16
"15-16","SENE","71304",28,25
"16-17","SENE","71304",21,19
"15-16","SENE","71305",62,55
"16-17","SENE","71305",53,41
"13-14","SENE","71305",38,36
"12-13","SENE","71305",38,36
"14-15","SENE","71305",37,31
"13-14","SENE","71900",18,10
"12-13","SENE","71900",14,12
"14-15","SENE","71900",24,18
"15-16","SENE","71900",16,13
"16-17","SENE","71900",12,11
"16-17","SENE","71901",10,10
"13-14","SENE","71901",14,11
"12-13","SENE","71901",19,18
"14-15","SENE","71901",13,10
"13-14","SENE","71901",20,20
"12-13","SENE","71901",16,14
"14-15","SENE","71901",19,19
"15-16","SENE","71901",19,18
"16-17","SENE","71901",18,17
"15-16","SENE","72007",33,27
"16-17","SENE","72007",23,19
"13-14","SENE","72007",36,33
"12-13","SENE","72007",29,26
"14-15","SENE","72007",29,24
"13-14","SENE","72205",13,13
"12-13","SENE","72205",14,13
"14-15","SENE","72205",20,20
"15-16","SENE","72205",11,11
"16-17","SENE","72205",16,15
"15-16","SENE","72205",30,27
"16-17","SENE","72205",34,33
"14-15","SENE","72205",15,15
"14-15","SENE","72700",17,13
"13-14","SENE","72890",11,11
"14-15","SENE","72890",12,11
"15-16","SENE","72890",16,13
"15-16","SENE","72900",15,11
"16-17","SENE","72900",28,24
"13-14","SENE","72900",17,17
"12-13","SENE","72900",11,11
"14-15","SENE","72900",17,16
"13-14","SENE","73016",26,26
"12-13","SENE","73016",28,25
"14-15","SENE","73016",31,31
"16-17","SENE","73016",26,26
"15-16","SENE","73016",25,23
"15-16","SENE","78902",33,30
"16-17","SENE","78902",46,42
"13-14","SENE","78902",36,33
"12-13","SENE","78902",39,36
"14-15","SENE","78902",46,41
"16-17","SENE","79408",11,10
"15-16","SENE","80104",60,41
"16-17","SENE","80104",62,43
"13-14","SENE","80104",20,11
"14-15","SENE","80104",62,33
"15-16","SENE","80223",31,24
"16-17","SENE","80223",51,42
"13-14","SENE","80223",22,17
"14-15","SENE","80223",37,34
"13-14","SENE","80504",28,16
"12-13","SENE","80504",28,12
"15-16","SENE","80504",52,28
"16-17","SENE","80504",39,21
"16-17","SENE","80521",26,18
"13-14","SENE","80521",25,13
"14-15","SENE","80521",25,18
"14-15","SENE","80701",37,35
"15-16","SENE","80701",71,56
"16-17","SENE","80701",70,50
"13-14","SENE","82801",48,28
"12-13","SENE","82801",29,17
"14-15","SENE","82801",40,27
"15-16","SENE","82801",21,17
"16-17","SENE","82801",41,30
"15-16","SENE","88401",84,36
"16-17","SENE","88401",73,39
"13-14","SENE","88401",59,29
"12-13","SENE","88401",57,32
"14-15","SENE","88401",66,31
"12-13","SHER","41007",17,11
"13-14","SHER","41007",83,64
"12-13","SHER","41007",12,12
"14-15","SHER","41007",127,65
"15-16","SHER","41007",148,88
"16-17","SHER","41007",166,85
"15-16","SHER","41469",64,54
"16-17","SHER","41469",64,48
"13-14","SHER","41469",55,43
"12-13","SHER","41469",52,44
"14-15","SHER","41469",57,46
"13-14","SHER","41603",124,111
"12-13","SHER","41603",134,110
"14-15","SHER","41603",125,108
"15-16","SHER","41603",117,100
"16-17","SHER","41603",147,126
"16-17","SHER","41624",43,29
"15-16","SHER","41624",29,20
"14-15","SHER","41624",27,14
"13-14","SHER","41903",155,110
"12-13","SHER","41903",152,111
"14-15","SHER","41903",166,111
"15-16","SHER","41903",168,109
"16-17","SHER","41903",155,107
"15-16","SHER","41911",72,60
"16-17","SHER","41911",70,49
"13-14","SHER","41911",73,61
"12-13","SHER","41911",84,69
"14-15","SHER","41911",71,57
"13-14","SHER","42209",57,38
"12-13","SHER","42209",39,30
"14-15","SHER","42209",54,27
"15-16","SHER","42209",55,37
"16-17","SHER","42209",66,37
"13-14","SHER","42313",27,12
"12-13","SHER","42313",27,17
"13-14","SHER","44900",56,45
"12-13","SHER","44900",48,28
"14-15","SHER","44900",62,43
"16-17","SHER","44900",96,75
"15-16","SHER","44900",65,54
"15-16","SHER","45613",258,168
"16-17","SHER","45613",265,170
"13-14","SHER","45613",162,101
"12-13","SHER","45613",140,94
"14-15","SHER","45613",216,149
"13-14","SHER","50100",89,55
"12-13","SHER","50100",47,22
"14-15","SHER","50100",63,33
"15-16","SHER","50100",68,29
"16-17","SHER","50100",131,90
"15-16","SHER","50200",93,40
"16-17","SHER","50200",174,63
"12-13","SHER","50200",52,24
"14-15","SHER","50200",106,35
"13-14","SHER","50201",20,12
"14-15","SHER","50201",46,25
"16-17","SHER","50201",94,52
"15-16","SHER","50201",58,32
"15-16","SHER","50223",65,44
"16-17","SHER","50223",73,53
"13-14","SHER","50223",62,40
"12-13","SHER","50223",43,22
"14-15","SHER","50223",51,35
"13-14","SHER","50503",105,55
"12-13","SHER","50503",52,28
"14-15","SHER","50503",116,64
"15-16","SHER","50503",132,76
"16-17","SHER","50503",146,74
"15-16","SHER","50505",46,29
"16-17","SHER","50505",18,13
"13-14","SHER","50505",25,14
"14-15","SHER","50505",20,11
"15-16","SHER","50511",73,51
"16-17","SHER","50511",74,65
"13-14","SHER","50511",63,45
"12-13","SHER","50511",64,53
"14-15","SHER","50511",64,42
"13-14","SHER","50600",28,10
"14-15","SHER","50600",35,10
"15-16","SHER","50600",54,24
"16-17","SHER","50600",41,18
"15-16","SHER","50703",32,22
"16-17","SHER","50703",33,17
"13-14","SHER","50703",35,27
"12-13","SHER","50703",32,22
"14-15","SHER","50703",25,18
"13-14","SHER","50705",131,77
"12-13","SHER","50705",76,56
"14-15","SHER","50705",138,90
"16-17","SHER","50705",177,123
"15-16","SHER","50705",147,84
"15-16","SHER","50721",389,286
"16-17","SHER","50721",396,289
"13-14","SHER","50721",478,361
"12-13","SHER","50721",377,270
"14-15","SHER","50721",541,395
"13-14","SHER","50728",79,70
"12-13","SHER","50728",60,51
"14-15","SHER","50728",91,80
"15-16","SHER","50728",72,65
"16-17","SHER","50728",77,65
"15-16","SHER","51021",19,11
"13-14","SHER","51211",471,310
"12-13","SHER","51211",430,300
"14-15","SHER","51211",536,397
"15-16","SHER","51211",325,272
"16-17","SHER","51211",704,547
"15-16","SHER","51228",34,24
"16-17","SHER","51228",88,64
"13-14","SHER","51228",71,58
"12-13","SHER","51228",21,15
"14-15","SHER","51228",33,24
"16-17","SHER","51302",18,12
"15-16","SHER","51407",214,187
"16-17","SHER","51407",205,177
"13-14","SHER","51407",280,235
"12-13","SHER","51407",204,177
"14-15","SHER","51407",237,195
"13-14","SHER","51603",55,38
"14-15","SHER","51603",57,43
"15-16","SHER","51603",61,47
"16-17","SHER","51603",61,45
"15-16","SHER","51623",52,43
"16-17","SHER","51623",65,56
"13-14","SHER","51623",90,58
"12-13","SHER","51623",54,40
"14-15","SHER","51623",80,61
"13-14","SHER","51802",110,64
"12-13","SHER","51802",76,51
"14-15","SHER","51802",88,56
"15-16","SHER","51802",107,64
"16-17","SHER","51802",87,50
"13-14","SHER","51831",76,46
"12-13","SHER","51831",78,54
"14-15","SHER","51831",80,61
"13-14","SHER","51837",51,29
"12-13","SHER","51837",28,25
"14-15","SHER","51837",53,42
"15-16","SHER","51837",51,39
"16-17","SHER","51837",51,39
"15-16","SHER","51838",107,70
"16-17","SHER","51838",102,67
"13-14","SHER","51838",73,44
"12-13","SHER","51838",49,38
"14-15","SHER","51838",121,80
"13-14","SHER","51911",18,12
"12-13","SHER","51911",30,26
"14-15","SHER","51911",13,13
"16-17","SHER","52006",64,23
"15-16","SHER","52006",74,41
"13-14","SHER","52006",81,48
"12-13","SHER","52006",82,55
"14-15","SHER","52006",87,50
"13-14","SHER","52006",43,39
"12-13","SHER","52006",42,34
"14-15","SHER","52006",42,34
"16-17","SHER","52006",43,33
"15-16","SHER","52006",40,34
"15-16","SHER","52100",123,89
"16-17","SHER","52100",111,82
"13-14","SHER","52100",122,74
"12-13","SHER","52100",100,60
"14-15","SHER","52100",114,67
"13-14","SHER","52306",45,33
"12-13","SHER","52306",19,16
"14-15","SHER","52306",50,31
"15-16","SHER","52306",46,29
"16-17","SHER","52306",37,25
"15-16","SHER","52308",83,61
"16-17","SHER","52308",87,75
"13-14","SHER","52308",70,58
"14-15","SHER","52308",99,76
"13-14","SHER","52316",35,26
"12-13","SHER","52316",28,23
"14-15","SHER","52316",35,26
"16-17","SHER","52316",50,40
"15-16","SHER","52316",51,39
"15-16","SHER","52613",193,136
"16-17","SHER","52613",251,173
"13-14","SHER","52613",175,125
"12-13","SHER","52613",120,94
"14-15","SHER","52613",217,153
"15-16","SHER","52900",93,53
"16-17","SHER","52900",144,82
"13-14","SHER","52900",81,49
"12-13","SHER","52900",74,36
"14-15","SHER","52900",86,47
"13-14","SHER","52937",112,78
"12-13","SHER","52937",93,68
"14-15","SHER","52937",107,71
"15-16","SHER","52937",122,74
"16-17","SHER","52937",145,101
"15-16","SHER","53008",415,280
"16-17","SHER","53008",439,321
"13-14","SHER","53008",435,297
"12-13","SHER","53008",405,291
"14-15","SHER","53008",430,304
"13-14","SHER","53016",65,49
"12-13","SHER","53016",52,36
"14-15","SHER","53016",69,53
"15-16","SHER","53016",70,53
"16-17","SHER","53016",84,51
"15-16","SHER","53205",82,53
"16-17","SHER","53205",84,52
"13-14","SHER","53205",78,58
"12-13","SHER","53205",79,47
"14-15","SHER","53205",87,52
"13-14","SHER","53401",59,45
"12-13","SHER","53401",54,23
"14-15","SHER","53401",50,33
"15-16","SHER","53401",46,37
"15-16","SHER","54701",142,68
"16-17","SHER","54701",114,56
"13-14","SHER","54701",146,68
"12-13","SHER","54701",222,122
"14-15","SHER","54701",140,63
"13-14","SHER","55203",22,11
"14-15","SHER","55203",34,16
"16-17","SHER","55203",21,14
"15-16","SHER","60100",261,175
"16-17","SHER","60100",232,158
"13-14","SHER","60100",237,185
"12-13","SHER","60100",159,124
"14-15","SHER","60100",267,195
"13-14","SHER","60201",143,109
"12-13","SHER","60201",150,124
"14-15","SHER","60201",205,124
"15-16","SHER","60201",165,104
"16-17","SHER","60201",156,109
"15-16","SHER","60223",249,189
"16-17","SHER","60223",196,142
"13-14","SHER","60223",200,156
"12-13","SHER","60223",110,97
"14-15","SHER","60223",213,152
"13-14","SHER","60272",31,18
"12-13","SHER","60272",34,17
"14-15","SHER","60272",27,20
"15-16","SHER","60272",29,20
"15-16","SHER","60505",71,35
"16-17","SHER","60505",87,52
"13-14","SHER","60505",33,20
"12-13","SHER","60505",36,22
"14-15","SHER","60505",56,31
"13-14","SHER","60505",72,52
"12-13","SHER","60505",66,37
"14-15","SHER","60505",85,46
"15-16","SHER","60505",82,47
"16-17","SHER","60505",117,66
"15-16","SHER","60509",68,40
"16-17","SHER","60509",43,37
"13-14","SHER","60509",30,15
"12-13","SHER","60509",25,15
"14-15","SHER","60509",50,30
"13-14","SHER","60600",189,114
"12-13","SHER","60600",118,66
"14-15","SHER","60600",157,99
"15-16","SHER","60600",131,70
"16-17","SHER","60600",174,90
"15-16","SHER","60701",164,101
"16-17","SHER","60701",153,98
"13-14","SHER","60701",105,75
"12-13","SHER","60701",88,47
"14-15","SHER","60701",154,90
"13-14","SHER","61007",41,21
"12-13","SHER","61007",45,27
"14-15","SHER","61007",50,31
"15-16","SHER","61007",43,25
"16-17","SHER","61007",56,38
"15-16","SHER","61007",21,16
"16-17","SHER","61007",40,25
"13-14","SHER","61007",44,31
"12-13","SHER","61007",49,34
"14-15","SHER","61007",58,32
"13-14","SHER","61021",42,27
"12-13","SHER","61021",31,22
"14-15","SHER","61021",37,23
"15-16","SHER","61021",55,31
"16-17","SHER","61021",50,36
"15-16","SHER","61301",29,16
"16-17","SHER","61301",32,19
"13-14","SHER","61301",25,13
"14-15","SHER","61301",39,20
"14-15","SHER","61301",17,10
"15-16","SHER","61800",20,13
"13-14","SHER","61800",12,12
"12-13","SHER","61800",12,10
"14-15","SHER","61800",16,11
"13-14","SHER","61800",14,10
"15-16","SHER","61800",23,13
"15-16","SHER","61800",66,53
"16-17","SHER","61800",93,78
"13-14","SHER","61800",92,58
"14-15","SHER","61800",102,64
"13-14","SHER","61803",18,11
"13-14","SHER","61803",17,14
"12-13","SHER","61803",21,18
"13-14","SHER","61833",136,106
"12-13","SHER","61833",120,90
"14-15","SHER","61833",139,102
"15-16","SHER","61833",109,78
"15-16","SHER","61912",71,54
"16-17","SHER","61912",71,58
"13-14","SHER","61912",49,32
"12-13","SHER","61912",43,26
"14-15","SHER","61912",71,57
"16-17","SHER","61913",18,16
"15-16","SHER","62100",108,60
"16-17","SHER","62100",103,52
"13-14","SHER","62100",77,47
"12-13","SHER","62100",106,79
"14-15","SHER","62100",100,54
"13-14","SHER","62804",39,22
"14-15","SHER","62804",39,23
"16-17","SHER","62804",39,27
"15-16","SHER","62804",46,31
"15-16","SHER","62900",282,191
"16-17","SHER","62900",214,146
"13-14","SHER","62900",241,186
"12-13","SHER","62900",180,149
"14-15","SHER","62900",346,238
"13-14","SHER","65203",39,21
"12-13","SHER","65203",25,13
"14-15","SHER","65203",35,16
"15-16","SHER","65203",33,14
"16-17","SHER","65203",44,21
"13-14","SHER","69302",27,13
"12-13","SHER","69302",37,21
"14-15","SHER","69302",37,15
"16-17","SHER","69302",47,17
"16-17","SHER","69403",78,62
"15-16","SHER","69403",83,61
"13-14","SHER","69403",60,50
"12-13","SHER","69403",62,46
"14-15","SHER","69403",82,64
"13-14","SHER","70202",16,14
"14-15","SHER","70202",20,12
"15-16","SHER","70202",17,16
"16-17","SHER","70202",14,12
"15-16","SHER","70204",24,24
"16-17","SHER","70204",13,12
"13-14","SHER","70204",26,23
"12-13","SHER","70204",23,20
"14-15","SHER","70204",29,24
"13-14","SHER","70207",38,33
"12-13","SHER","70207",35,30
"14-15","SHER","70207",40,36
"15-16","SHER","70207",53,49
"16-17","SHER","70207",37,29
"16-17","SHER","70223",115,106
"15-16","SHER","70223",107,95
"13-14","SHER","70223",114,106
"12-13","SHER","70223",114,103
"14-15","SHER","70223",114,108
"13-14","SHER","70243",39,39
"12-13","SHER","70243",35,34
"14-15","SHER","70243",33,32
"15-16","SHER","70243",33,33
"16-17","SHER","70243",33,33
"13-14","SHER","70505",21,21
"12-13","SHER","70505",26,22
"14-15","SHER","70505",21,19
"14-15","SHER","71005",18,14
"16-17","SHER","71005",17,17
"15-16","SHER","71900",13,13
"14-15","SHER","71900",11,10
"13-14","SHER","71901",25,22
"12-13","SHER","71901",40,38
"14-15","SHER","71901",30,25
"15-16","SHER","71901",31,30
"16-17","SHER","71901",24,21
"15-16","SHER","71902",21,19
"16-17","SHER","71902",20,19
"13-14","SHER","71902",23,23
"12-13","SHER","71902",23,22
"14-15","SHER","71902",20,19
"13-14","SHER","71912",25,18
"12-13","SHER","71912",24,20
"14-15","SHER","71912",27,18
"15-16","SHER","71912",28,24
"16-17","SHER","71912",29,24
"15-16","SHER","72005",27,25
"16-17","SHER","72005",13,13
"13-14","SHER","72005",28,25
"12-13","SHER","72005",16,14
"14-15","SHER","72005",30,27
"13-14","SHER","72100",23,21
"12-13","SHER","72100",29,28
"14-15","SHER","72100",18,16
"15-16","SHER","72100",16,14
"15-16","SHER","72700",25,24
"16-17","SHER","72700",20,18
"13-14","SHER","72700",20,17
"12-13","SHER","72700",21,20
"14-15","SHER","72700",17,13
"13-14","SHER","72801",17,16
"12-13","SHER","72801",18,16
"14-15","SHER","72801",17,16
"15-16","SHER","72900",53,48
"16-17","SHER","72900",54,51
"13-14","SHER","72900",30,30
"12-13","SHER","72900",31,27
"14-15","SHER","72900",28,25
"13-14","SHER","73009",13,12
"12-13","SHER","73009",13,10
"15-16","SHER","73009",15,14
"13-14","SHER","79402",33,29
"12-13","SHER","79402",37,32
"14-15","SHER","79402",44,43
"16-17","SHER","79402",26,26
"15-16","SHER","79402",37,37
"16-17","SHER","79403",17,17
"15-16","SHER","79403",24,23
"13-14","SHER","79403",23,23
"12-13","SHER","79403",22,21
"14-15","SHER","79403",20,19
"15-16","SHER","79405",11,11
"16-17","SHER","80202",23,15
"16-17","SHER","80509",19,17
"15-16","SHER","80509",23,20
"13-14","SHER","80509",28,18
"14-15","SHER","80509",25,17
"13-14","SHER","81901",123,97
"12-13","SHER","81901",119,95
"14-15","SHER","81901",130,95
"16-17","SHER","81901",125,108
"15-16","SHER","81901",128,107
"16-17","SHER","82199",30,19
"15-16","SHER","82199",16,10
"16-17","SHER","82200",87,51
"15-16","SHER","82200",68,45
"13-14","SHER","82200",54,40
"12-13","SHER","82200",57,42
"14-15","SHER","82200",56,38
"13-14","SHER","89405",84,68
"12-13","SHER","89405",107,95
"14-15","SHER","89405",108,90
"16-17","SHER","89405",97,80
"15-16","SHER","89405",99,75
"16-17","SLAW","40208",33,12
"16-17","SLAW","41469",70,61
"15-16","SLAW","41469",82,69
"13-14","SLAW","41469",100,83
"12-13","SLAW","41469",128,107
"14-15","SLAW","41469",127,109
"13-14","SLAW","41603",85,79
"12-13","SLAW","41603",53,43
"14-15","SLAW","41603",76,69
"15-16","SLAW","41603",77,71
"16-17","SLAW","41603",76,73
"15-16","SLAW","41609",43,36
"16-17","SLAW","41609",40,34
"13-14","SLAW","41609",39,32
"12-13","SLAW","41609",44,35
"14-15","SLAW","41609",43,39
"13-14","SLAW","42313",33,30
"12-13","SLAW","42313",47,36
"14-15","SLAW","42313",56,48
"15-16","SLAW","42313",34,20
"16-17","SLAW","42313",34,17
"15-16","SLAW","43006",23,19
"16-17","SLAW","43006",31,27
"13-14","SLAW","43006",47,40
"12-13","SLAW","43006",38,35
"14-15","SLAW","43006",31,27
"14-15","SLAW","43107",25,15
"16-17","SLAW","44900",23,11
"16-17","SLAW","47601",21,15
"15-16","SLAW","47601",77,46
"16-17","SLAW","47601",51,30
"13-14","SLAW","47601",79,53
"14-15","SLAW","47601",80,41
"13-14","SLAW","50100",37,20
"12-13","SLAW","50100",21,14
"14-15","SLAW","50100",26,11
"15-16","SLAW","50100",51,26
"16-17","SLAW","50100",53,36
"15-16","SLAW","50200",71,25
"16-17","SLAW","50200",67,26
"13-14","SLAW","50200",118,76
"12-13","SLAW","50200",25,12
"14-15","SLAW","50200",42,18
"12-13","SLAW","50223",17,13
"15-16","SLAW","50223",19,12
"16-17","SLAW","50223",17,10
"15-16","SLAW","50511",78,60
"16-17","SLAW","50511",88,63
"13-14","SLAW","50511",59,34
"12-13","SLAW","50511",41,18
"14-15","SLAW","50511",53,33
"13-14","SLAW","50705",50,40
"12-13","SLAW","50705",49,34
"14-15","SLAW","50705",55,37
"15-16","SLAW","50705",90,72
"16-17","SLAW","50705",104,85
"15-16","SLAW","50721",206,180
"16-17","SLAW","50721",233,210
"13-14","SLAW","50721",144,108
"12-13","SLAW","50721",115,90
"14-15","SLAW","50721",178,144
"14-15","SLAW","51011",12,11
"16-17","SLAW","51022",71,61
"15-16","SLAW","51022",72,66
"13-14","SLAW","51022",39,30
"14-15","SLAW","51022",37,32
"13-14","SLAW","51211",131,71
"12-13","SLAW","51211",131,66
"14-15","SLAW","51211",150,106
"15-16","SLAW","51211",242,186
"16-17","SLAW","51211",261,202
"15-16","SLAW","51407",321,270
"16-17","SLAW","51407",372,312
"13-14","SLAW","51407",141,106
"12-13","SLAW","51407",182,155
"14-15","SLAW","51407",165,137
"13-14","SLAW","51637",54,33
"12-13","SLAW","51637",33,23
"14-15","SLAW","51637",74,23
"15-16","SLAW","51637",60,47
"16-17","SLAW","51637",69,59
"15-16","SLAW","51643",27,22
"16-17","SLAW","51643",27,25
"13-14","SLAW","51643",31,26
"12-13","SLAW","51643",33,30
"14-15","SLAW","51643",29,24
"13-14","SLAW","51800",48,31
"14-15","SLAW","51800",24,11
"15-16","SLAW","51800",19,10
"16-17","SLAW","51800",21,14
"15-16","SLAW","51900",44,23
"16-17","SLAW","51900",42,18
"13-14","SLAW","51900",37,22
"14-15","SLAW","51900",35,17
"13-14","SLAW","51908",39,14
"14-15","SLAW","51908",34,18
"15-16","SLAW","51908",65,37
"16-17","SLAW","51908",60,34
"15-16","SLAW","52005",25,17
"16-17","SLAW","52005",23,14
"12-13","SLAW","52005",17,10
"13-14","SLAW","52100",33,22
"12-13","SLAW","52100",38,20
"14-15","SLAW","52100",18,13
"15-16","SLAW","52100",45,29
"16-17","SLAW","52100",43,33
"15-16","SLAW","52209",91,70
"16-17","SLAW","52209",95,74
"13-14","SLAW","52209",50,36
"12-13","SLAW","52209",48,44
"14-15","SLAW","52209",54,37
"13-14","SLAW","52306",20,11
"12-13","SLAW","52306",15,12
"14-15","SLAW","52306",13,10
"15-16","SLAW","52306",59,49
"16-17","SLAW","52306",83,60
"15-16","SLAW","52308",77,63
"16-17","SLAW","52308",83,75
"13-14","SLAW","52308",59,57
"12-13","SLAW","52308",34,30
"14-15","SLAW","52308",39,27
"13-14","SLAW","52611",27,23
"14-15","SLAW","52611",64,50
"15-16","SLAW","52611",44,23
"16-17","SLAW","52611",31,17
"15-16","SLAW","52700",42,33
"16-17","SLAW","52700",41,31
"13-14","SLAW","52700",36,28
"12-13","SLAW","52700",21,15
"14-15","SLAW","52700",23,15
"13-14","SLAW","52900",28,11
"12-13","SLAW","52900",17,10
"15-16","SLAW","52900",29,14
"16-17","SLAW","52900",36,10
"15-16","SLAW","53008",333,216
"16-17","SLAW","53008",322,228
"13-14","SLAW","53008",189,111
"12-13","SLAW","53008",214,113
"14-15","SLAW","53008",193,107
"13-14","SLAW","53107",59,44
"12-13","SLAW","53107",47,23
"14-15","SLAW","53107",40,33
"15-16","SLAW","53107",68,58
"16-17","SLAW","53107",89,60
"15-16","SLAW","53200",31,21
"16-17","SLAW","53200",28,14
"13-14","SLAW","53200",20,12
"12-13","SLAW","53200",36,24
"14-15","SLAW","53200",29,18
"13-14","SLAW","53209",31,23
"12-13","SLAW","53209",33,23
"15-16","SLAW","53209",35,20
"16-17","SLAW","53209",44,30
"15-16","SLAW","53400",67,52
"16-17","SLAW","53400",74,56
"13-14","SLAW","53400",84,59
"14-15","SLAW","53400",68,53
"13-14","SLAW","53401",69,49
"12-13","SLAW","53401",74,54
"14-15","SLAW","53401",66,49
"15-16","SLAW","53401",31,23
"16-17","SLAW","53401",31,22
"15-16","SLAW","54701",138,61
"16-17","SLAW","54701",130,64
"13-14","SLAW","54701",86,51
"12-13","SLAW","54701",109,53
"14-15","SLAW","54701",94,41
"13-14","SLAW","54900",14,11
"12-13","SLAW","54900",19,12
"15-16","SLAW","54900",30,23
"16-17","SLAW","54900",27,21
"15-16","SLAW","55300",42,30
"16-17","SLAW","55300",27,18
"13-14","SLAW","55300",36,26
"12-13","SLAW","55300",31,25
"14-15","SLAW","55300",29,20
"13-14","SLAW","55503",37,25
"12-13","SLAW","55503",19,13
"14-15","SLAW","55503",16,11
"15-16","SLAW","55613",83,69
"16-17","SLAW","55613",103,74
"13-14","SLAW","55613",54,45
"12-13","SLAW","55613",56,34
"14-15","SLAW","55613",46,33
"15-16","SLAW","56405",16,11
"16-17","SLAW","56405",33,22
"15-16","SLAW","60100",135,101
"16-17","SLAW","60100",113,80
"13-14","SLAW","60100",48,33
"12-13","SLAW","60100",48,31
"14-15","SLAW","60100",62,44
"12-13","SLAW","60200",13,11
"15-16","SLAW","60200",29,20
"16-17","SLAW","60200",33,24
"15-16","SLAW","60223",81,65
"16-17","SLAW","60223",89,67
"13-14","SLAW","60223",95,81
"12-13","SLAW","60223",87,75
"14-15","SLAW","60223",59,53
"12-13","SLAW","60503",34,20
"14-15","SLAW","60503",38,22
"15-16","SLAW","60503",69,48
"16-17","SLAW","60503",62,45
"12-13","SLAW","60509",18,10
"13-14","SLAW","60701",98,69
"12-13","SLAW","60701",107,73
"14-15","SLAW","60701",97,69
"15-16","SLAW","60701",135,89
